Table 1.5 Bolton Reported Road Injury Accident Data by Conditions 1989-2009,,,,,,,,,,,,,,,,,,,,,,,
C - Light,,,150.0,169.0,142.0,119.0,67.0,49.0,40.0,46.0,59.0,38.0,50.0,58.0,60.0,61.0,77.0,35.0,55.0,41.0,92.0,87.0,75.0
U - Light,,,217.0,198.0,179.0,213.0,266.0,268.0,281.0,271.0,279.0,248.0,280.0,302.0,259.0,258.0,232.0,212.0,224.0,179.0,112.0,123.0,92.0
Total,,,917.0,943.0,877.0,854.0,865.0,866.0,851.0,889.0,897.0,867.0,903.0,987.0,910.0,801.0,845.0,707.0,779.0,643.0,622.0,577.0,463.0
No. of Vehicles Per Accident,,,,,,,,,,,,,,,,,,,,,,,
1,,,555.0,539.0,480.0,460.0,398.0,424.0,368.0,354.0,382.0,388.0,366.0,361.0,389.0,340.0,328.0,330.0,332.0,302.0,250.0,247.0,184.0
2,,,626.0,664.0,632.0,667.0,648.0,666.0,714.0,717.0,721.0,713.0,733.0,847.0,741.0,650.0,687.0,603.0,600.0,537.0,530.0,447.0,403.0
3 or more,,,98.0,103.0,118.0,116.0,126.0,117.0,90.0,110.0,121.0,124.0,135.0,133.0,114.0,120.0,107.0,106.0,129.0,109.0,98.0,82.0,65.0
No. of Casualties Per Accident,,,,,,,,,,,,,,,,,,,,,,,
1,,,1040.0,1028.0,987.0,984.0,939.0,939.0,888.0,876.0,912.0,902.0,922.0,974.0,943.0,820.0,834.0,775.0,797.0,711.0,673.0,605.0,463.0
2,,,159.0,196.0,179.0,179.0,150.0,171.0,192.0,207.0,191.0,223.0,204.0,251.0,207.0,198.0,195.0,179.0,181.0,161.0,140.0,118.0,118.0
3 or more,,,80.0,82.0,64.0,80.0,83.0,98.0,92.0,99.0,121.0,100.0,108.0,116.0,94.0,92.0,93.0,85.0,83.0,76.0,65.0,53.0,71.0
Note: Oil/Diesel or Mud were removed from 'Road Surface Condition' and re-introduced in 'Special Conditions at Site' on 1/4/2006,,,,,,,,,,,,,,,,,,,,,,,
