ImageId,CellId,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,ZScoreNorm_Cell_CD14C01CD16C02HLADRC03Cy5_HLADR,ZScoreNorm_Cell_CD14C01CD16C02HLADRC03FITC_CD14,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03Cy5_RBPJ,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03FITC_CD1a,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03TRITC_SynCAM,ZScoreNorm_Cell_CD207C01CD5C02nullC03FITC_CD207,ZScoreNorm_Cell_CD207C01CD5C02nullC03TRITC_CD5,ZScoreNorm_Cell_CD30C01TBETC02nullC03TRITC_TBET,ZScoreNorm_Cell_CD3C01PU1C02CD20C03Cy5_CD20,ZScoreNorm_Cell_CD3C01PU1C02CD20C03FITC_CD3,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03Cy5_Pax5,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03FITC_CD45,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03TRITC_Lef1,ZScoreNorm_Cell_CD4C01Foxp3C02nullC03FITC_CD4,ZScoreNorm_Cell_CD4C01Foxp3C02nullC03TRITC_Foxp3,ZScoreNorm_Cell_ID2C01BCL6C02GBP1C03TRITC_BCL6,ZScoreNorm_Cell_ID2C01nullC02GBP1C03Cy5_GBP1,ZScoreNorm_Cell_ID2C01nullC02GBP1C03FITC_ID2,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03Cy5_CD163,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03DAPI,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03FITC_IRF4,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03TRITC_CD141,ZScoreNorm_Cell_IRF8C01PU1C02FOXP3C03FITC_IRF8,ZScoreNorm_Cell_IRF8C01PU1C02FOXP3C03TRITC_PU1,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03Cy5_Blimp1,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03FITC_LAG3,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03TRITC_CD22,ZScoreNorm_Cell_LYSC01CD1cC02S100C03FITC_LYS,ZScoreNorm_Cell_LYSC01CD1cC02S100C03TRITC_CD1c,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03Cy5_GRB7,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03FITC_MX1,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03TRITC_CD23,ZScoreNorm_Cell_PD1C01pSTAT1C02KiCy5_Ki67,ZScoreNorm_Cell_PD1C01pSTAT1C02KiFITC_PD1,ZScoreNorm_Cell_PD1C01pSTAT1C02KiTRITC_pSTAT1,ZScoreNorm_Cell_S100ABC01CD34C02nullC03FITC_S100AB,ZScoreNorm_Cell_S100ABC01CD34C02nullC03TRITC_CD34,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03Cy5_CD8,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03FITC_TIM3,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03TRITC_CLEC10A,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03Cy5_CD68,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03FITC_VISTA,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03TRITC_CD16,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03Cy5_CD123,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03FITC_cMAF,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03TRITC_CD137,ZScoreNorm_Cell_cMycC01CD141C02EK2C03FITC_cMyc
382828,11,61,0.737403096,0.953125,0.871428571,1,26.092,10.82159912,7.309480936,-88.19976597,1769.04918,527.4590164,0.961503477,-1.076560863,0.090446056,-0.516488047,0.652152966,-0.732311941,-0.619430677,-0.958240167,-0.493403924,0.068095011,-0.963847244,0.266616466,-0.917574541,0.594832735,-0.754653157,-0.882737289,-0.690219367,-0.682124025,0.492960179,-0.574087809,0.068520644,-0.298388855,-0.802087349,-0.938061264,-0.792285392,-0.95267032,-1.280329462,-0.356102284,-1.214430187,-0.353559958,-0.527744124,-0.239139959,-0.253257471,-1.222628522,-1.203524408,-1.034570677,-0.357632827,0.213835159,-0.391062735,-0.517771521,2.996522972,-0.728375218,0.021115618,0.884432138,-0.732958358,-0.257626789,-0.84688614
382828,12,273,0.609088867,0.94137931,0.722222222,1,60.182,21.47195972,17.02945379,-23.55457827,2810.029304,542.1135531,0.684377209,1.808015116,-0.582237223,-0.291524599,-0.885601275,0.153215801,-0.917939439,-1.098242275,-1.193539647,-2.171831759,0.152310867,-1.59468129,0.185985019,-1.080127689,-1.22124463,-0.878181638,0.906480748,-0.442276762,-0.753612134,-2.353450953,-0.797311319,-0.378163929,-0.830441326,-1.030852693,0.463351688,0.071696704,-0.223824454,1.73223856,-0.931803876,-0.471383197,-1.19558123,-0.532204398,-0.572209733,-1.079521962,-1.339965381,-0.740439087,-0.579988534,-0.076869909,-0.866245482,-0.195604543,-0.585312815,-0.706532993,-0.636761407,2.152538707,-0.948080574,-0.334458746,-0.590593312
382828,13,274,0.535524187,0.961403509,0.724867725,1,57.048,20.40878861,17.23562792,-83.50611266,433.7408759,542.5474453,2.092017502,-1.185160755,-2.20754596,-1.415401137,-1.298844209,-0.732311941,-1.168648272,-1.242025256,-1.357467318,-3.231978036,-1.671429041,-2.141659161,-2.14693156,-1.080127689,-1.136875092,-3.014749081,-1.950363023,-0.682124025,-0.92361472,-3.292616002,-0.902816595,-3.378794815,-0.830441326,-0.91139731,-2.86512623,-0.95267032,-1.280329462,-1.042797037,-1.746980215,-1.62704904,-1.19558123,-1.212986817,-1.014982034,-1.27639258,-1.475816693,-1.32213382,-0.523328777,-1.293189081,-0.866245482,-1.230364048,-0.790992802,-0.750524107,-0.296451593,-1.524523713,-1.213955321,-0.242581552,-1.495413811
382828,14,72,0.234109895,1,0.888888889,1,27.126,9.792834685,9.520693185,67.0241652,1691.25,549.0277778,0.533074874,-0.570237079,-2.015546458,-1.415401137,-1.297885009,-0.528090596,-0.955467956,-1.461542964,-1.156253202,0.834289659,-1.493555377,-2.084158364,-2.892865813,-1.080127689,-1.428451612,-1.742634132,-0.93599606,-0.682124025,-0.728039562,-1.766449645,-0.76050341,1.612857902,-0.830441326,-2.061201568,-0.552690901,-0.704383379,-1.143701584,0.938842775,-0.547972024,-1.62704904,-1.19558123,-1.212986817,-0.894016271,-1.27639258,-1.559394065,-1.32213382,-0.579988534,-0.051133957,1.086953717,-0.626048753,-0.537833786,-0.546215959,-0.615487017,-0.137524112,-0.54562028,-0.101042279,-1.495413811
382828,15,206,0.896312615,0.895652174,0.585227273,1,57.577,25.15020935,11.15217388,-64.84420213,2784.73301,550.315534,0.527961476,2.661642795,-0.242478401,-0.020577128,-0.24822683,0.096416555,-1.241041304,-1.043015964,-1.269072204,-2.101259961,-0.181394542,-1.664466583,-0.133112468,-1.080127689,-0.995364083,-1.330015071,0.090060614,-0.360352816,-0.730938084,-2.140716882,-0.685522628,0.411763612,-0.830441326,-1.158059993,-0.201918268,-0.383040763,-0.245264346,1.758889683,-1.212446251,-0.312470894,-1.19558123,-0.559158045,-0.455458593,-0.97041625,-1.272736364,-0.809777478,-0.579988534,-0.463515029,-0.866245482,-0.150032105,-0.570529795,-0.749795367,-0.636761407,0.532874013,-1.161906728,-0.517089589,-0.411357814
382828,16,195,0.793103983,0.965346535,0.789473684,1,51.068,20.58146715,12.53588884,73.81329354,2488.184615,564.3435897,0.836167981,-0.160736299,0.573565203,0.833933684,1.163816908,-0.62021881,-0.909140115,2.952432698,-1.109334641,-0.732042692,-0.807527441,-1.357958996,-1.086140554,0.727629159,0.657210355,1.066802912,-0.571477634,1.590248176,-0.645045696,-0.537611388,-0.582986905,1.727898174,1.537932971,0.53444987,-0.099852793,-0.2970465,-0.445560607,0.88925919,-0.676674568,0.734913903,0.833736887,-0.579825518,0.616314849,0.787751505,2.026802005,0.766825572,-0.037015756,-0.464369539,3.41036392,0.241320089,-0.622453251,0.029621341,-0.624542263,-0.16824673,-0.055946039,-0.354860832,1.406992347
382828,17,59,0.543355965,0.967213115,0.819444444,1,24.521,9.542348447,8.010824513,77.44480008,2814.423729,569.8813559,1.336265758,3.546438657,-1.236320678,-0.445947169,-1.082418776,1.494180435,-1.217371382,-0.989427897,-1.241077526,-1.861655192,0.20340429,-1.503258173,0.028245297,-1.080127689,-1.270301793,-2.473906869,-0.903864868,1.587433897,-0.777648235,-1.671705261,-0.851178555,-0.625577991,-0.830441326,-0.537682108,-0.64148387,0.593909143,1.115640949,1.377411818,-1.371816412,-0.971938606,-1.19558123,-0.452096269,-0.721878536,-0.557515774,-1.168904659,-1.120324089,-0.579988534,-0.81548113,-0.865183052,1.884859509,-0.582752515,0.9737814,-0.633876741,0.147248778,-0.140846381,-0.164510532,-0.389870324
382828,18,229,0.576064432,0.987068966,0.848148148,1,51.366,18.97286932,15.50850473,82.07904299,4199.074236,588.7860262,1.493269449,-1.185160755,-2.20754596,-1.415401137,-1.298844209,-0.732311941,-1.127027571,-1.242025256,-1.37399111,-3.303467543,-1.671429041,-2.155644208,-2.205054996,-1.080127689,-1.136875092,-3.014075584,-1.754459393,-0.682124025,-0.909583938,-3.292616002,-0.902816595,-3.361366343,-0.830441326,-0.905663508,-2.43006335,-0.950935403,-1.216124895,-1.08175042,-1.809090484,-1.62704904,-1.19558123,-1.212986817,-1.008642842,-1.27639258,-1.475816693,-1.32213382,-0.489817397,-1.200814037,-0.865971755,-1.164354331,-0.785404531,-0.750524107,-0.364044591,-1.524523713,-1.213955321,-0.344854609,-1.495413811
382828,19,86,0.863691595,0.914893617,0.661538462,1,34.627,15.13954349,7.630642754,-53.78979913,1709.313953,601.627907,1.195130739,-0.10683716,-0.954243419,-1.201086385,-0.286310954,-0.667614668,0.264443043,-1.194833548,-0.295163793,0.915863361,-0.884752272,-0.793596537,-1.286991201,-0.312536281,-1.269095024,0.321634743,1.027572455,-0.332687874,0.175233051,0.842532166,-0.617417326,0.53400265,-0.830441326,-1.866630837,0.319270674,-0.657047081,-0.929814548,-0.642440523,2.590437187,-0.743341304,-1.133487727,-1.197628854,-0.729523948,-1.27639258,-1.507885185,-1.293133402,-0.579988534,0.027170198,-0.590318681,0.849034377,0.601965182,-0.021887836,-0.314250709,1.058057266,-0.047917011,-0.282981699,-0.953708122
382828,20,386,0.826319632,0.916864608,0.689285714,1,79.923,29.99732473,16.89453657,68.75855591,1687.158031,611.9248705,1.19957778,-0.655634149,-1.583081727,-1.384593313,-1.011260936,-0.549565731,0.924542041,-1.400963275,-1.161056864,1.10209413,-1.154800088,-0.840196984,-1.335403359,-0.225116856,-1.395968387,0.261682093,0.145507448,-0.671451861,-0.655923647,0.138403407,-0.575142965,0.410087376,-0.830441326,-1.971335497,0.031243156,-0.662454609,-1.254001902,-0.615871755,-0.887985777,-1.256476842,-1.179305262,-1.161661051,-0.793451327,-1.27639258,-1.54163828,-1.32213382,-0.579988534,4.221788864,-0.267664099,-0.252384146,-0.566057282,-0.375362036,-0.636761407,0.283171693,-0.180571846,0.04640445,-1.350974035
382828,21,341,0.656678275,0.952513966,0.673913043,1,67.998,24.38462652,18.39017407,36.88918065,2427.480938,618.1378299,1.454437166,-0.485146567,-0.328915893,-0.476811809,1.527970154,-0.31517925,-0.994180742,-0.445172576,-1.117658076,-1.280876785,-0.882005792,-0.6458362,-0.970872128,-0.727069219,-0.229928635,-0.459833097,-0.262592631,-0.616286782,-0.588726778,-1.480814188,0.474873705,1.024327777,-0.434255177,-0.57444075,0.18691423,-0.172192047,-0.742780506,0.282275017,-0.962939767,-0.19629496,0.049831104,-0.497599517,-0.526949808,-0.92916276,-0.697161155,-0.838028,-0.136433114,-0.610787459,2.726467005,-0.599359443,-0.629049878,-0.526913708,-0.460588057,-0.125090761,-0.449357175,-0.068755308,-0.673622546
382828,22,217,0.755211776,0.915611814,0.704545455,1,56.353,20.96420743,13.74163697,86.11421293,2437.142857,631.5760369,1.873900359,0.20293564,0.144015768,0.289636199,0.499318887,-0.245314962,-0.840219188,-0.081219126,-0.969409716,-1.194590649,-0.704948053,-0.518172818,-0.785020616,-0.154434377,0.215882032,0.339620912,0.621320046,-0.65934368,0.23779341,-1.863893819,-0.422396417,1.161827342,-0.344223813,-0.186344493,0.51902006,0.327602702,-0.307031813,0.455002962,-0.59078743,0.594759984,0.512037511,-0.271544798,-0.414341145,-0.336642821,0.309032281,-0.637217903,-0.486220298,-0.157501179,2.120934597,0.26966193,-0.532355972,-0.255515232,-0.414039992,-0.033197766,-0.478423162,-0.261485289,0.138552693
382828,23,165,0.682184823,0.901639344,0.693277311,1,47.818,17.46286418,12.76849314,-64.14896298,2774.139394,644.2484848,0.676757293,0.146606442,0.296478958,-0.593421222,1.172388175,-0.717859996,-1.206450506,-0.892235667,-1.249548573,-1.084868014,-1.049023876,-1.398532612,-1.1674851,-0.53773692,-0.552372209,0.059549679,0.242471887,-0.682124025,0.645918303,1.045228555,-0.465279258,0.872723292,-0.521980466,0.049164009,-0.329079361,-0.923776107,-1.111307025,1.781031157,-0.957139696,-0.334316787,-0.431402619,-0.912823141,-0.199697104,-1.195783217,-0.734426228,-0.693760911,-0.569026558,-0.764268907,-0.470189619,2.455107874,0.721630242,0.467511845,-0.459357164,-0.878034931,0.367834291,-0.466345349,-0.630848041
382828,24,420,0.687385537,0.983606557,0.777777778,1,71.529,27.19876391,19.75426437,-86.77192894,2459.828571,647.0119048,2.600475232,-0.253838643,-0.149831155,-0.060565389,0.543318545,-0.513268872,-1.007832556,-0.403515183,-0.974540375,-1.061321761,-0.815950105,-1.015105667,-1.04741852,0.182799404,-0.08257346,-0.01781107,0.022706103,-0.631121958,-0.667672664,-1.577812964,-0.705911299,0.671741792,-0.295634406,-0.046835356,0.387838958,-0.240445855,-0.588298138,1.355727825,-0.68039519,0.02855109,0.142170012,-0.540966799,-0.369730653,-0.685041632,-0.297328968,1.983259057,-0.468741088,-0.49592446,3.700960704,-0.037232863,-0.574193027,-0.341090486,-0.469007164,-0.282776674,-0.324730276,-0.284042298,0.050692732
382828,25,387,0.445589268,0.974811083,0.837662338,1,67.468,23.52714215,21.06238022,58.76363407,3557.943152,647.5607235,2.568697173,-1.185160755,-2.20754596,-1.415401137,-1.283497056,-0.732311941,-1.091821108,-1.242025256,-1.357680298,-3.285838335,-1.671429041,-2.141659161,-2.135466837,-1.080127689,-1.136875092,-3.007974086,-1.754459393,-0.682124025,-0.908519397,-3.292616002,-0.902816595,-3.313287772,-0.829882667,-0.495362182,-2.43006335,-0.95267032,-1.16189024,-1.001229407,-1.766736931,-1.62704904,-1.175829985,-1.212986817,-1.014982034,-1.275450971,-1.459190204,-1.32213382,-0.451077568,-1.198011763,-0.865921537,-1.074161012,-0.785817012,-0.750524107,-0.318425994,-1.524523713,-1.213955321,-0.343937911,-1.495413811
382828,26,559,0.622985971,0.772099448,0.507259528,1,122.011,32.95429485,25.77793722,-17.1257387,1673.842576,654.9087657,1.656099898,-0.48060361,-0.242730053,-0.446354078,0.487859753,-0.728757123,1.095841955,-0.373193712,-1.091503335,0.905184647,-0.827294122,-0.280440584,-0.897977964,1.656962957,0.425163871,0.955819572,0.274868678,-0.621696721,-0.652810454,-0.41961319,-0.429875286,2.172926027,0.460970736,-0.282893082,0.14115411,-0.491911492,-1.04947057,0.769815105,-0.711897536,-0.333378376,-0.456377743,-0.64779385,-0.307676264,-0.858991358,-0.443398178,-1.069517902,-0.440862751,-0.38947124,1.164605549,-0.379138639,-0.51954762,-0.463504516,-0.636456943,-0.163078723,-0.096915602,-0.370240742,-0.570988762
