Table 8,,,,,,,,,,,
WISCONSIN,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2007",,,,,,,,,,,
City,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
Neillsville,2615.0,1.0,0.0,0.0,0.0,1.0,82.0,5.0,75.0,2.0,0.0
New Berlin,39350.0,24.0,0.0,2.0,9.0,13.0,622.0,122.0,477.0,23.0,5.0
New Glarus,2064.0,4.0,0.0,0.0,0.0,4.0,76.0,2.0,74.0,0.0,0.0
New Holstein,3166.0,4.0,0.0,1.0,0.0,3.0,77.0,5.0,69.0,3.0,0.0
New Lisbon,2592.0,11.0,0.0,0.0,0.0,11.0,27.0,1.0,26.0,0.0,0.0
New London,7008.0,4.0,1.0,0.0,0.0,3.0,124.0,11.0,104.0,9.0,0.0
New Richmond,8200.0,3.0,0.0,3.0,0.0,0.0,204.0,12.0,186.0,6.0,2.0
Niagara,1766.0,4.0,0.0,0.0,0.0,4.0,26.0,6.0,19.0,1.0,0.0
North Fond du Lac,4959.0,3.0,0.0,0.0,0.0,3.0,111.0,11.0,87.0,13.0,0.0
North Hudson,3800.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,15.0,0.0,0.0
North Prairie,2055.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
Oak Creek,32896.0,35.0,0.0,6.0,15.0,14.0,1020.0,121.0,850.0,49.0,5.0
Oconomowoc,14414.0,5.0,0.0,2.0,0.0,3.0,211.0,29.0,175.0,7.0,0.0
Oconomowoc Town,8196.0,3.0,0.0,0.0,0.0,3.0,52.0,17.0,30.0,5.0,0.0
Oconto Falls,2854.0,1.0,0.0,0.0,0.0,1.0,89.0,11.0,71.0,7.0,1.0
Omro,3316.0,14.0,0.0,0.0,0.0,14.0,25.0,22.0,0.0,3.0,0.0
Onalaska,16377.0,12.0,0.0,1.0,5.0,6.0,466.0,44.0,417.0,5.0,1.0
Oregon,9006.0,8.0,0.0,3.0,1.0,4.0,267.0,53.0,202.0,12.0,0.0
Osceola,2719.0,10.0,0.0,0.0,0.0,10.0,62.0,9.0,49.0,4.0,0.0
Oshkosh,64183.0,209.0,2.0,10.0,31.0,166.0,2378.0,392.0,1925.0,61.0,17.0
Osseo,1637.0,2.0,0.0,0.0,0.0,2.0,45.0,4.0,40.0,1.0,0.0
Palmyra,1751.0,4.0,0.0,0.0,0.0,4.0,46.0,6.0,37.0,3.0,1.0
Park Falls,2425.0,1.0,0.0,1.0,0.0,0.0,47.0,4.0,43.0,0.0,0.0
Pepin,929.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0
Peshtigo,3276.0,2.0,0.0,0.0,0.0,2.0,104.0,16.0,82.0,6.0,0.0
Pewaukee,12939.0,14.0,0.0,0.0,1.0,13.0,169.0,37.0,127.0,5.0,0.0
Pewaukee Village,9125.0,18.0,1.0,0.0,2.0,15.0,136.0,16.0,118.0,2.0,1.0
Phillips,1530.0,4.0,0.0,1.0,1.0,2.0,34.0,2.0,32.0,0.0,2.0
Platteville,9711.0,20.0,0.0,10.0,0.0,10.0,117.0,10.0,101.0,6.0,0.0
Pleasant Prairie,19426.0,15.0,0.0,2.0,5.0,8.0,378.0,47.0,324.0,7.0,0.0
Plover,11495.0,12.0,0.0,2.0,1.0,9.0,317.0,46.0,262.0,9.0,0.0
Plymouth,8333.0,14.0,0.0,1.0,3.0,10.0,303.0,24.0,272.0,7.0,0.0
Portage,9789.0,43.0,1.0,3.0,2.0,37.0,333.0,15.0,312.0,6.0,0.0
Port Washington,11115.0,5.0,0.0,2.0,3.0,0.0,163.0,6.0,152.0,5.0,0.0
Poynette,2579.0,3.0,0.0,0.0,0.0,3.0,31.0,4.0,27.0,0.0,0.0
Prescott,4058.0,9.0,0.0,3.0,1.0,5.0,131.0,16.0,112.0,3.0,0.0
Princeton,1448.0,1.0,0.0,0.0,0.0,1.0,27.0,6.0,21.0,0.0,0.0
Pulaski,3528.0,4.0,0.0,0.0,0.0,4.0,73.0,3.0,69.0,1.0,0.0
Racine,79285.0,507.0,7.0,27.0,281.0,192.0,3978.0,945.0,2766.0,267.0,26.0
Readstown,384.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Reedsburg,8629.0,12.0,0.0,6.0,0.0,6.0,165.0,21.0,134.0,10.0,0.0
Rhinelander,7786.0,15.0,0.0,5.0,0.0,10.0,304.0,29.0,266.0,9.0,0.0
Rice Lake,8422.0,13.0,0.0,4.0,2.0,7.0,326.0,46.0,268.0,12.0,6.0
Richland Center,5145.0,10.0,0.0,1.0,0.0,9.0,98.0,7.0,90.0,1.0,0.0
Ripon,7286.0,17.0,0.0,2.0,0.0,15.0,172.0,20.0,151.0,1.0,0.0
River Falls,13803.0,34.0,0.0,4.0,3.0,27.0,433.0,56.0,361.0,16.0,0.0
River Hills,1614.0,2.0,0.0,1.0,0.0,1.0,13.0,1.0,11.0,1.0,0.0
Rome Town,3015.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,39.0,1.0,0.0
Rothschild,5232.0,3.0,0.0,0.0,0.0,3.0,165.0,9.0,154.0,2.0,0.0
Sauk Prairie,4225.0,1.0,0.0,0.0,1.0,0.0,312.0,13.0,291.0,8.0,0.0
Saukville,4334.0,6.0,0.0,0.0,1.0,5.0,117.0,14.0,102.0,1.0,0.0
Seymour,3411.0,5.0,0.0,0.0,1.0,4.0,77.0,4.0,73.0,0.0,0.0
Shawano,8790.0,22.0,1.0,5.0,4.0,12.0,638.0,55.0,574.0,9.0,1.0
Sheboygan,48291.0,91.0,1.0,21.0,29.0,40.0,2471.0,430.0,1979.0,62.0,13.0
Sheboygan Falls,7795.0,1.0,0.0,1.0,0.0,0.0,103.0,21.0,81.0,1.0,0.0
Shorewood,13185.0,17.0,0.0,0.0,14.0,3.0,409.0,48.0,343.0,18.0,1.0
Shorewood Hills,1629.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,53.0,0.0,0.0
Silver Lake,2530.0,1.0,0.0,0.0,0.0,1.0,32.0,2.0,30.0,0.0,0.0
Siren,842.0,5.0,0.0,0.0,0.0,5.0,65.0,8.0,57.0,0.0,0.0
Slinger,4476.0,2.0,0.0,0.0,0.0,2.0,121.0,14.0,106.0,1.0,0.0
Somerset,2365.0,2.0,0.0,0.0,0.0,2.0,52.0,3.0,46.0,3.0,0.0
South Milwaukee,20641.0,46.0,0.0,7.0,17.0,22.0,481.0,68.0,380.0,33.0,1.0
Sparta,9070.0,36.0,0.0,3.0,3.0,30.0,308.0,55.0,247.0,6.0,0.0
Spencer,1846.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.0,0.0,0.0
Spooner,2577.0,2.0,0.0,0.0,0.0,2.0,116.0,16.0,98.0,2.0,2.0
Spring Green,1439.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,20.0,0.0,0.0
Stanley,3676.0,5.0,0.0,0.0,0.0,5.0,104.0,9.0,94.0,1.0,0.0
St. Croix Falls,2192.0,3.0,0.0,0.0,0.0,3.0,64.0,5.0,59.0,0.0,0.0
Stevens Point,24333.0,57.0,0.0,11.0,1.0,45.0,809.0,135.0,656.0,18.0,2.0
St. Francis,8899.0,14.0,0.0,1.0,8.0,5.0,193.0,25.0,158.0,10.0,0.0
Stoughton,12572.0,10.0,0.0,2.0,0.0,8.0,283.0,41.0,231.0,11.0,1.0
Strum,1038.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,6.0,1.0,0.0
Sturgeon Bay,9129.0,9.0,0.0,0.0,1.0,8.0,143.0,14.0,125.0,4.0,5.0
Sturtevant,6626.0,4.0,0.0,1.0,2.0,1.0,142.0,31.0,101.0,10.0,0.0
Summit,5155.0,1.0,0.0,1.0,0.0,0.0,34.0,8.0,24.0,2.0,0.0
Sun Prairie,27366.0,56.0,0.0,5.0,8.0,43.0,712.0,72.0,616.0,24.0,0.0
Superior,26896.0,64.0,0.0,15.0,19.0,30.0,1452.0,209.0,1174.0,69.0,12.0
Theresa,1326.0,4.0,0.0,0.0,0.0,4.0,16.0,1.0,14.0,1.0,0.0
Thiensville,3258.0,8.0,0.0,0.0,1.0,7.0,39.0,7.0,28.0,4.0,0.0
Three Lakes,2266.0,1.0,0.0,1.0,0.0,0.0,30.0,3.0,26.0,1.0,0.0
Tomah,8764.0,22.0,0.0,3.0,1.0,18.0,402.0,26.0,359.0,17.0,0.0
Tomahawk,3708.0,6.0,1.0,0.0,0.0,5.0,130.0,14.0,107.0,9.0,0.0
Town of East Troy,3936.0,4.0,0.0,0.0,0.0,4.0,47.0,8.0,34.0,5.0,0.0
Town of Madison,5828.0,57.0,0.0,13.0,23.0,21.0,253.0,34.0,179.0,40.0,0.0
Town of Menasha,17192.0,12.0,0.0,3.0,1.0,8.0,251.0,55.0,188.0,8.0,0.0
Trempealeau,1532.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
Twin Lakes,5580.0,5.0,0.0,1.0,0.0,4.0,165.0,15.0,135.0,15.0,0.0
Two Rivers,11916.0,37.0,0.0,1.0,1.0,35.0,243.0,51.0,181.0,11.0,0.0
Valders,987.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0
Verona,10525.0,12.0,1.0,0.0,0.0,11.0,179.0,21.0,156.0,2.0,0.0
Viroqua,4378.0,4.0,0.0,0.0,1.0,3.0,105.0,2.0,101.0,2.0,0.0
Walworth,2669.0,4.0,0.0,0.0,0.0,4.0,56.0,9.0,46.0,1.0,0.0
Washburn,2125.0,7.0,0.0,0.0,0.0,7.0,59.0,2.0,54.0,3.0,0.0
Waterloo,3252.0,1.0,0.0,0.0,0.0,1.0,32.0,4.0,27.0,1.0,0.0
Watertown,23334.0,66.0,0.0,6.0,7.0,53.0,604.0,117.0,459.0,28.0,10.0
Waukesha,68162.0,84.0,0.0,12.0,23.0,49.0,1405.0,348.0,990.0,67.0,5.0
Waunakee,10894.0,6.0,0.0,0.0,1.0,5.0,157.0,10.0,141.0,6.0,0.0
Waupaca,5833.0,15.0,0.0,0.0,0.0,15.0,257.0,12.0,239.0,6.0,0.0
Waupun,10668.0,10.0,0.0,1.0,1.0,8.0,198.0,22.0,170.0,6.0,0.0
Wausau,38405.0,111.0,1.0,16.0,31.0,63.0,1113.0,249.0,799.0,65.0,12.0
Wautoma,2088.0,1.0,0.0,0.0,0.0,1.0,54.0,4.0,48.0,2.0,0.0
