id,codeserc,tipologia,nome,indirizzo,cap,citta,provincia,stelle,email,url,lt,lg,telefono
1135,053016ALB0004,Alberghi - Hotel,Villa Domizia,"S.P. Le 161, 40 - - SANTA LIBERATA",58020,Monte Argentario,GR,4,info@villadomizia.it,www.villadomizia.com,42.41,11.16,0564 812735
1137,053016ALB0006,Alberghi - Hotel,Belvedere,"S.P. 161, 2 - - PORTO S STEFANO",58019,Monte Argentario,GR,3,belvedere@vivigrosseto.it,www.belvedereargentario.it,42.41,11.16,0564 812634
1146,053016ALB0015,Alberghi - Hotel,La Conchiglia,"Via della Marina, 4 - - PORTO ERCOLE",58018,Monte Argentario,GR,2,info@albergolaconchiglia.it,www.albergolaconchiglia.it,42.41,11.16,0564 833134
1638,053016ALL0020,Alloggi Privati,Bausani Maria Paola,IL COCOMERO,58019,Monte Argentario,GR,0,,,42.41,11.16,0564 814040
1642,053016ALL0024,Alloggi Privati,Domenici Nadia,"Via C. Colombo, 22 - - PORTO SANTO STEFANO",58019,Monte Argentario,GR,0,nadia30giugno@yahoo.it,,42.41,11.16,320 2696208 - 0564 813095
1646,053016ALL0028,Alloggi Privati,Navarro Moise,Via della Forconata - POZZARELLO,58019,Monte Argentario,GR,0,,,42.41,11.16,
18859,053016ALL0042,Alloggi Privati,Anastasia Lucia,"SPACCAMONTAGNE / LA MARCHESA, SNC",58019,Monte Argentario,GR,0,antares432000@yahoo.it,,42.41,11.16,335 446360
18860,053016ALL0043,Alloggi Privati,Pogany Isabel,"LE SCORPACCIATE, SNC",58019,Monte Argentario,GR,0,isabelpogany@hotmail.com,,42.41,11.16,334 2830817
1261,053016RTA0002,Residenze Turistico Alb.,Girasole,Via Poggio Calvello - PORTO S.STEFANO - PORTO SANTO STEFANO,58019,Monte Argentario,GR,3,,,42.41,11.16,0564 812647
960,053003ALB0004,Alberghi - Hotel,La Torricella,Via Aurelia Km.125 - CASAL BRIZZI - BORGO CARIGE,58010,Capalbio,GR,2,daetrusco@fionline.it,www.daetrusco.com,42.41,11.45,0564 890083 - 328 7157222
1147,053016ALB0016,Alberghi - Hotel,Argentario Golf Resort & Spa,Via Acquedotto Leopoldino snc - LE PIANE - PORTO ERCOLE,58018,Monte Argentario,GR,5,info@argentariogolfresortspa.it,www.argentariogolfresortspa.it,42.42,11.19,0564 1828400
961,053003ALB0005,Alberghi - Hotel,Agrialbergo Capalbio,"Strada Della Sugherella, 3",58011,Capalbio,GR,1,info@agrialbergo.it,www.agrialbergo.it,42.42,11.39,0564 898763
17026,053003ALL0025,Alloggi Privati,Censini Gino,"Strada Della Sugherella, 3/A",58011,Capalbio,GR,0,agrialbergo@gmail.com,,42.42,11.39,0564 898763
1805,053003AAT0029,Agriturismi,Il Mandriolo,"Strada del Trentatre, 1 - - BORGO CARIGE",58011,Capalbio,GR,1,felice.signorino@ilmandriolo.org,www.ilmandriolo.org,42.42,11.42,0564 890210 - 338 8094743
1787,053003AAT0011,Agriturismi,La Grande Quercia,"Strada Aurelia Capalbio, 12 - - BORGO CARIGE",58010,Capalbio,GR,2,,,42.42,11.41,0564 890397
1790,053003AAT0014,Agriturismi,Il Sicomoro,"Strada Madonna Nicola, 8 - BORGO CARIGE",58010,Capalbio,GR,2,info@sicomoro.net,www.sicomoro.net,42.42,11.43,0564 890194 - 328 8258937
2761,053003VIT0001,Villaggi Turistici,Villaggio Capalbio,Strada Pedemontana,58011,Capalbio,GR,3,info@villaggiocapalbio.it,www.villaggiocapalbio.it,42.42,11.42,0564 899017
3093,053018STB0004,Stabilimenti Balneari,La Zonca,FENIGLIA,58015,Orbetello,GR,0,,,42.42,11.26,0564 833558
3095,053018STB0006,Stabilimenti Balneari,Braccio,FENIGLIA,58015,Orbetello,GR,0,noenavoni@alice.it,,42.42,11.26,347 3311284
1803,053003AAT0027,Agriturismi,Il Bosso,"Via Pedemontana, 14 - - BORGO CARIGE",58011,Capalbio,GR,0,sanpelag@inwind.it,www.capalbio.it/ilbosso,42.42,11.42,0564 890191 - 38 9320536
1799,053003AAT0023,Agriturismi,Podere 571,"Strada Aurelia-Capalbio, 4 - BORGO CARIGE",58010,Capalbio,GR,2,agriturismopodere571@virgilio.it,,42.42,11.42,0564 890358 - 347 3894674
958,053003ALB0002,Alberghi - Hotel,Mimosa,"Via Torino, 34 - - BORGO CARIGE",58011,Capalbio,GR,2,albergo.mimosa@tiscali.it,www.capalbio.it/mimosa,42.42,11.42,0564 890220
2716,053003CAM0003,Campeggi,Costa D'argento,Via S.S.Aurelia Km.134 - MONTEALZATO - BORGO CARIGE,58010,Capalbio,GR,3,info@costadargento.it,www.costadargento.it,42.42,11.42,0564 893007
1429,053016AFR0004,Affittacamere,Relais Country La Mortella B&b,"Via Acquedotto Leopoldino, 54",58019,Monte Argentario,GR,0,info@relaislamortella.it,www.relaislamortella.it,42.43,11.2,0564 813004
2434,053016AAT0002,Agriturismi,Monte Argentario,LE PIANE,58019,Monte Argentario,GR,1,info@agriturismomonteargentario.it,www.agriturismomonteargentario.it,42.43,11.18,0564 810641 - 392 8589879
18615,053016CAV0001,Case per Vacanze,Villa La Vuelta,LE PIANE - PORTO S. STEFANO,58019,Monte Argentario,GR,0,info@argentariopoloclub.com,www.argentariopoloclub.com,42.43,11.18,331 7910101
7204,050039AFR0033,Affittacamere,Le Ginepraie,Podere Le Ginepraie - Località Pignano,56048,Volterra,PI,0,info@leginepraie.com,www.leginepraie.com,42.43,11.83,0588 35113
1263,053016RTA0004,Residenze Turistico Alb.,Le Poste Del Pianone,"Via Strada del Pianone, 30 - - PORTO S. STEFANO",58019,Monte Argentario,GR,3,reception@pianone.it,www.pianone.it,42.43,11.15,0564 812219
1264,053016RTA0005,Residenze Turistico Alb.,Le Poste Del Pianone - Dip,"Strada del Pianone, 30 - - PORTO S. STEFANO",58019,Monte Argentario,GR,2,reception@pianone.it,www.pianone.it,42.43,11.15,0564 812219
1716,053018AST0001,Aree di sosta,Lanini,S.P. della Giannella - SANTA LIBERATA,58015,Orbetello,GR,0,,,42.43,11.16,360709528 0564 820102
1627,053016ALL0009,Alloggi Privati,Orsini Vinicio,"Via Roma, 55 - PORTO SANTO STEFANO",58019,Monte Argentario,GR,0,,,42.43,11.12,0564 817773
1628,053016ALL0010,Alloggi Privati,Orsini Aldo,"Via Roma, 55 - PORTO SANTO STEFANO",58019,Monte Argentario,GR,0,,,42.43,11.12,0564 817564
1139,053016ALB0008,Alberghi - Hotel,Baia D'argento,S.P. Le 161 - POZZARELLO - PORTO S. STEFANO,58019,Monte Argentario,GR,4,baiadargento@baiadargento.com,www.baiadargento.com,42.43,11.14,0564 812643
1162,053018ALB0015,Alberghi - Hotel,Lido Di Giannella,"S.P. Le di Giannella, 215 - GIANNELLA",58015,Orbetello,GR,3,info@toscanazzurra.it,www.toscanazzurra.it,42.43,11.16,0564 821034 - 0564 821078
1630,053016ALL0012,Alloggi Privati,Calvetti Alessandra,"Via Poggio del Golfo, 10",58019,Monte Argentario,GR,0,a.calvetti@libero.it,,42.43,11.15,056481432 328 1661200
1663,053018ALL0012,Alloggi Privati,"Gauthier Francoise -""villa Mariel""","S.P. della Giannella, 170",58015,Orbetello,GR,0,,,42.44,11.16,
18554,053016ALL0037,Alloggi Privati,B&b La Casa Di Mare,"Via Cuniberti, 32 - - PORTO S. STEFANO",58019,Monte Argentario,GR,0,lacasadimare@gmail.com,bblacasadimare.webr.ly/,42.44,11.12,0564 812001
1647,053016ALL0029,Alloggi Privati,Scialla Nicola,"Via dell'Appetito, 106",58019,Monte Argentario,GR,0,,,42.44,11.12,0564 810097
1140,053016ALB0009,Alberghi - Hotel,Alfiero,"Via Cuniberti, 12/14 - - PORTO S.STEFANO",58019,Monte Argentario,GR,2,info@hotelalfiero.com,www.hotelalfiero.com,42.44,11.12,0564 814067
1164,053018ALB0017,Alberghi - Hotel,Villa Smeraldo,"S.P. Le di Giannella, 64/A - GIANNELLA",58015,Orbetello,GR,3,info@villasmeraldo.com,www.villasmeraldo.com,42.44,11.17,0564 820072
18992,053018CAV0014,Case per Vacanze,Giannella,"Stada Prov.le di Giannella, 158 - GIANNELLA",58015,Orbetello,GR,0,info@toscanazzurra.it,www.toscanazzurra.it,42.44,11.17,0564 820005
3100,053018STB0011,Stabilimenti Balneari,Il Tramonto,S.P. di Giannella Km. 3 - GIANNELLA,58015,Orbetello,GR,0,info@iltramontobeach.com,www.iltramontobeach.com,42.44,11.17,0564 820320
1464,053018AFR0036,Affittacamere,Lubrano,"Via Mura di Levante, 44",58015,Orbetello,GR,0,bruno.lubrano@tin.it,www.lubranocamere.it,42.44,11.21,0564 867039
18655,053016ALL0041,Alloggi Privati,Galandrini Francesco,"Via del Fortino, 2 - - PORTO S. STEFANO",58019,Monte Argentario,GR,0,orestina_sclano@yahoo.it,,42.44,11.13,0564 812434 - 329 5655247
1154,053018ALB0004,Alberghi - Hotel,Piccolo Parigi,"Corso Italia, 169 - ORBETELLO",58015,Orbetello,GR,1,albergopiccoloparigi@hotmail.it,www.albergopiccoloparigi.it,42.44,11.21,0564 867233
1151,053018ALB0001,Alberghi - Hotel,I Presidi,"Via Mura di Levante, 34",58015,Orbetello,GR,3,info@ipresidi.com,www.ipresidi.com,42.44,11.21,0564 867601
14140,053018ALL0024,Alloggi Privati,Tellini Roberto,"Via Palanca, 2",58015,Orbetello,GR,0,,,42.44,11.21,
1619,053016ALL0001,Alloggi Privati,Landini Silve,GROTTONE DI CALA PICCOLA - PORTO SANTO STEFANO,58019,Monte Argentario,GR,0,,,42.44,11.11,0564 825061
1637,053016ALL0019,Alloggi Privati,Sciolari Alessio - Il Grottone,GROTTONE SNC - PORTO SANTO STEFANO,58019,Monte Argentario,GR,0,info@ilgrottone.com,,42.44,11.11,0564 825093 337 443438
1650,053016ALL0032,Alloggi Privati,Cerulli Anna Maria,"LOCALITÀ SAN PIETRO, SNC - PORTO S. STEFANO",58019,Monte Argentario,GR,0,,,42.44,11.11,0564 825261 - 0564 825268
18553,053016ALL0036,Alloggi Privati,Bb Villa Flora,"Localit? Punta Nera, snc - - PORTO S. STEFANO",58019,Monte Argentario,GR,0,alena2006@hotmail.it,,42.44,11.11,0564 815938
18584,053016ALL0038,Alloggi Privati,Marida,"Via Sebastiano Caboto, 9 - POZZARELLO - PORTO S. STEFANO",58019,Monte Argentario,GR,0,,,42.44,11.11,0564 818872
1262,053016RTA0003,Residenze Turistico Alb.,Filippo Ii,"POGGIO CALVELLO,17 - PORTO SANTO STEFANO",58019,Monte Argentario,GR,4,info@filipposecondo.it,www.filipposecondo.it,42.44,11.11,0564 811611
3083,053016STB0002,Stabilimenti Balneari,Due Pini,"Via Statale, 440 - LA SODA - PORTO S. STEFANO",58019,Monte Argentario,GR,1,,,42.44,11.11,0564 814012
3084,053016STB0003,Stabilimenti Balneari,Il Gabbiano Della Cantoniera,Via Cantoniera - CANTONIERA - PORTO S. STEFANO,58019,Monte Argentario,GR,0,,,42.44,11.11,0564 812434
3085,053016STB0004,Stabilimenti Balneari,Il Moletto,Via del Molo - MOLO DELLA SANITA' - PORTO S. STEFANO,58019,Monte Argentario,GR,0,,www.bagnomoletto.it,42.44,11.11,0564 817527
3087,053016STB0006,Stabilimenti Balneari,La Formica,"S.S. 440, 16 - POZZARELLO - PORTO S. STEFANO",58019,Monte Argentario,GR,0,info@formicargentario.com,www.formicargentario.com,42.44,11.11,339 5857185 - 330 778283
3088,053016STB0007,Stabilimenti Balneari,Cala Piccola,Via della Cala - CALA PICCOLA - PORTO S. STEFANO,58019,Monte Argentario,GR,0,,,42.44,11.11,0564 825244
2745,053018CAM0005,Campeggi,Comunale Giannella,"S.P. Giannella, 164 - TOMBOLO DI GIANNELLA",58015,Orbetello,GR,2,info@giannellacamping.it,www.giannellacamping.it,42.44,11.17,0564 820054
18179,053018CAV0012,Case per Vacanze,Airone,"Via delle Saline, 7 - GIANNELLA",58015,Orbetello,GR,0,info@toscanazzurra.it,www.toscanazzurra.it,42.44,11.17,0564 820058
1268,053018RTA0003,Residenze Turistico Alb.,Airone,"Via delle Saline, 7 - GIANNELLA",58015,Orbetello,GR,3,info@toscanazzurra.it,www.toscanazzurra.it,42.44,11.17,0564 820058
1457,053018AFR0029,Affittacamere,Pensione Verde Luna A,"Via Banti, 1",58015,Orbetello,GR,0,,,42.44,11.21,0564 862378
1465,053018AFR0037,Affittacamere,Pensione Verde Luna  B,"Via Banti, 1",58015,Orbetello,GR,0,albergoverdeluna@aim.com,www.albergoverdeluna.tk,42.44,11.21,0564 867451
1152,053018ALB0002,Alberghi - Hotel,Hotel Sole,"Via Colombo, 2",58015,Orbetello,GR,3,info@hotelsoleorbetello.com,www.hotelsoleorbetello.com,42.44,11.21,0564 860410
1792,053003AAT0016,Agriturismi,Il Fontino,"Strada Capalbio - Pescia Fiorentina, 15/17 - PESCIA FIORENTINA",58011,Capalbio,GR,2,info@ilfontino.it,www.ilfontino.it,42.44,11.46,0564 895149
1622,053016ALL0004,Alloggi Privati,Capitani Rosanna,"Via Martiri d'Ungheria, 19 - PORTO SANTO STEFANO",58019,Monte Argentario,GR,0,,,42.44,11.11,0564 814398
1141,053016ALB0010,Alberghi - Hotel,Pensione Week End,"Via Martiri d'Ungheria, 3 - - PORTO S.STEFANO",58019,Monte Argentario,GR,1,info@pensioneweekend.it,www.pensioneweekend.it,42.44,11.12,0564 812580
1794,053003AAT0018,Agriturismi,I Poggi Di Garavicchio,"Strada del Chiarone, 6 - - PESCIA FIORENTINA",58011,Capalbio,GR,2,,,42.44,11.48,338 2537380
19479,053003AAT0038,Agriturismi,San Mauro,Cava del Gesso - - BORGO CARIGE,58011,Capalbio,GR,2,emanuele@tiscali.it,,42.44,11.44,0564 896703 - 347 0512098
1177,053018ALB0030,Alberghi - Hotel,San Biagio,"Via Dante, 44",58015,Orbetello,GR,4,info@sanbiagiorelais.com,www.sanbiagiorelais.com,42.44,11.21,0564 860543
1163,053018ALB0016,Alberghi - Hotel,Villa Ambra,"S.P. Le di Giannella, 113 - GIANNELLA",58015,Orbetello,GR,3,info@hotelvillaambra.com,www.hotelvillaambra.com,42.44,11.17,0564 820103
3090,053018STB0001,Stabilimenti Balneari,Nettuno,S.P. Giannella - GIANNELLA,58015,Orbetello,GR,0,,,42.44,11.17,0564 820196
3099,053018STB0010,Stabilimenti Balneari,Lido Di Giannella,S.P. della Giannella - GIANNELLA,58015,Orbetello,GR,0,lidogiannella@virgilio.it,,42.44,11.17,0564 821084
2448,053018AAT0001,Agriturismi,Grazia,"Strada S.Aurelia, 4/B Km.140,100 - PROVINCACCIA - ORBETELLO SCALO",58016,Orbetello,GR,1,info@agriturismograzia.com,www.agriturismograzia.com,42.44,11.21,0564 881182 - 338 1317645
2450,053018AAT0003,Agriturismi,La Valentina,"Strada Vic.Le della Valentina, 12 - VALENTINA - TALAMONE",58010,Orbetello,GR,3,info@agriturismolavalentina.com,www.agriturismolavalentina.com,42.44,11.21,0564 885355 - 338 2170888
2455,053018AAT0008,Agriturismi,Doganella,"S.P. 160 Amiatina, 64 - DOGANELLA - ALBINIA",58010,Orbetello,GR,2,,,42.44,11.21,0564 878171 - 338 1094872
2457,053018AAT0010,Agriturismi,Tenuta La Parrina,km 146 Strada Vic.le della Parrina - PARRINA - ALBINIA,58010,Orbetello,GR,2,agriturismo@parrina.it,www.parrina.it,42.44,11.21,0564 862626
2459,053018AAT0012,Agriturismi,Tre Cerri,S.P. Le 81 Osa - TRE CERRI - ALBINIA,58010,Orbetello,GR,1,3cerri@virgilio.it,www.trecerri.it,42.44,11.21,0564 885607 - 339 8880463
2460,053018AAT0013,Agriturismi,Podere Dante,"Strada V.Le di Villa Trieste, 14 - GUINZONE - ALBINIA",58010,Orbetello,GR,1,grazia.cini@libero.it,,42.44,11.21,335 6303622
2461,053018AAT0014,Agriturismi,Torre Capita,"Via Fornace Bartolini, 79 - - ALBINIA",58010,Orbetello,GR,1,info@agriturismotorrecapita.com,www.agriturismotorrecapita.com,42.44,11.21,0564 870029
2462,053018AAT0015,Agriturismi,Bella Vista,QUERCIOLAIE - FONTEBLANDA,58010,Orbetello,GR,1,,,42.44,11.21,0564 885436
2463,053018AAT0016,Agriturismi,Poggio Aquilone,"Strada Vic.Le delle Querciolaie, 1 - QUERCIOLAIE - FONTEBLANDA",58010,Orbetello,GR,1,info@poggioaquilone.it,www.poggioaquilone.it,42.44,11.21,0564 885339 - 392 1164813
2466,053018AAT0019,Agriturismi,Querciolaie,"S.P. Le Talamone Est, 58 - QUERCIOLAIE - FONTEBLANDA",58010,Orbetello,GR,1,,,42.44,11.21,0564 885448
2467,053018AAT0020,Agriturismi,La Marta,"Via Srada Vicinale della Migliorina, 3/B - LA MARTA - FONTEBLANDA",58010,Orbetello,GR,3,info@lamarta.it,www.lamarta.it,42.44,11.21,0564 885426 - 349 5620746
2469,053018AAT0022,Agriturismi,La Guglielmina,Via Aurelia Nord Km 145 - ORBETELLO SCALO,58016,Orbetello,GR,3,la.guglielmina@tiscali.it,www.laguglielmina.com,42.44,11.21,0564 862681 - 338 2850809
2470,053018AAT0023,Agriturismi,Podere Il Ghiro,"Strada Vic.Le del Guinzone, 11 - ALBINIA",58010,Orbetello,GR,1,,www.podereilghiro.it,42.44,11.21,0564 871502
2471,053018AAT0024,Agriturismi,Vallechiara,CASACCE - TALAMONE,58010,Orbetello,GR,1,agriturismovallechiara@alice.it,www.agriturismovallechiara.it,42.44,11.21,0564 885617
2473,053018AAT0026,Agriturismi,San Francesco,"S.P. 160 Amiatina, 38 - - ALBINIA",58010,Orbetello,GR,2,,www.agriturismo.sanfrancesco.org,42.44,11.21,0564 878154 - 338 4285254
2474,053018AAT0027,Agriturismi,La Sorgente,"Strada Martavello, 17 - QUERCIOLAIE - FONTEBLANDA",58010,Orbetello,GR,2,az.lasorgente@tiscali.it,www.agriturismolasorgente.net,42.44,11.21,0564 885459 - 393 0954283
2475,053018AAT0028,Agriturismi,La Facenda,"Strada Vicinale del Ramo, 24 - - ALBINIA",58010,Orbetello,GR,2,lafacenda.agribio@virgilio.it,www.lafacenda.it,42.44,11.21,0564 870454 - 333 4082063
