id	creatorName	title	titleLang	translatedTitle	contributorName	language	resourceType	resourceTypeGeneral	publicationYear	date	dateType	publisher	university	institute	geoLocationPoint	subject	subject_ddc	abstract	seriesInformation	identifier	identifierType	format	rights	rightsOA	rightsURI	url	collection
							doc-type:doctoralThesis	Text																			
																	620										
hcu_	Kruse, Elke	Integriertes Regenwassermanagement für den wassersensiblen Umbau von Städten. Großräumige Gestaltungsstrategien, Planungsinstrumente und Arbeitsschritte für die Qualifizierung innerstädtischer Bestandsquartiere.	ger		Dickhaut, Wolfgang	de	Thesis	Text	2015-01-01	2023-01-31T17:01:06Z	Issued				53.540253,10.004717	Klimaanpassung␟interdisziplinäre Herangehensweise␟climate adaptation␟interdisciplinary approach␟620 Ingenieurwissenschaften und Maschinenbau␟Regenwasser␟Klimaänderung␟Öffentlicher Raum␟Gestaltung␟ddc:␟Regenwasser␟Klimaänderung␟Öffentlicher Raum␟Gestaltung		"Die Folgen des Klimawandels stellen Städte weltweit vor neue Herausforderungen: Vor allem zunehmende Starkregenereignisse führen zu Überflutungen, die immense Schäden und somit Folgekosten im Stadtgebiet verursachen. Zahlreiche Kommunen entwickeln daher Konzepte, um ihre Stadt mit Hilfe baulicher Maßnahmen anzupassen. Doch nur wenige nutzen die Transformation ihres Entwässerungssystems gleichzeitig als Chance zur Aufwertung bestehender Quartiere. Dazu gehören New York City, Rotterdam und Singapur. Sie erstellen auf gesamtstädtischer Ebene integrierte Konzepte für ihr Regenwassermanagement unter Berücksichtigung des öffentlichen Raumes. 

Die vorliegende Arbeit untersucht, welche großräumigen Gestaltungsstrategien und Planungsinstrumente geeignet sind, ein integriertes Regenwassermanagement (IRWM) auf gesamtstädtischer Ebene umzusetzen. Das IRWM beschreibt ein ideales Vorgehen für die Umsetzung einer wassersensiblen Stadtentwicklung. Im Fokus steht die Qualifizierung innerstädtischer, hoch verdichteter Quartiere. Die großräumige Gestaltungsstrategie definiert dabei das strategische Vorgehen im Umgang mit Niederschlagswasser, das gleichzeitig gestalterische Qualitäten für diverse Stadtlandschaften schafft. Ziel der Arbeit ist, praxisrelevante Kriterien für die Anwendung großräumiger Gestaltungskriterien zu definieren und Empfehlungen für die Implementierung des IRWM zu formulieren. Dazu wird zunächst der Arbeitsprozess der Referenzstädte New York City, Rotterdam und Singapur analysiert und 13 typische IRWM-Arbeitsschritte abgeleitet. Darüber hinaus werden drei unterschiedliche großräumige Gestaltungsstrategien herausgearbeitet und Anwendungskriterien festgelegt. Die Übertragbarkeit der Arbeitsschritte und Gestaltungsstrategien wird anschließend am Beispiel von Hamburg überprüft. 

Hamburg hat bereits vor einigen Jahren begonnen, ein IRWM umzusetzen. Der bisherige Stand wird anhand der typischen IRWM-Arbeitsschritte analysiert. Weitere notwendige Arbeitsschritte werden erläutert. Im Anschluss zeigt die Arbeit das Potenzial für die Anwendung der Gestaltungsstrategien an einem exemplarischen Bearbeitungsgebiet auf und formuliert Empfehlungen für den weiteren Arbeitsprozess in Hamburg. Am Beispiel der vier Städte wird deutlich, dass die Umsetzung von integrierten Anpassungskonzepten zu einer nachhaltigen Stadtentwicklung beiträgt. Mit Hilfe der großräumigen Gestaltungsstrategien kann selbst in dicht bebauten Stadtquartieren Raum für Wasser geschaffen und gleichzeitig die Lebensqualität in den Städten verbessert werden.

Die IRWM-Arbeitsschritte und großräumigen Gestaltungsstrategien sind insbesondere für Kommunen geeignet, deren Stadtgebiet bereits heute Entwässerungsprobleme und/oder Probleme mit Binnenhochwasser aufweist oder aufgrund des Klimawandels zukünftig davon betroffen sein wird. Kommen zudem Qualitätsdefizite des öffentlichen Raums bzw. eine Unterversorgung mit Freiraum hinzu, sollte ein integrierter Planungsansatz für den Umbau verfolgt werden.␟The consequences of climate change face cities across the globe with new challenges. Particularly the increased frequency of heavy rainfall events lead to urban flooding which induces immense damage and thus results in substantial costs in the urban area. Consequently, numerous local administrations are developing concepts to adapt their city by implementing structural measures. However, only few simultaneously utilise the transformation of their drainage system as an opportunity to revitalise existing urban quarters. These include New York City, Rotterdam and Singapore. They develop integrated concepts for stormwater management on a city-wide scale which take public space into account.

This dissertation analyses which large-scale design strategies and planning tools are suitable to implement integrated stormwater management (ISWM) on a city-wide level. The ISWM describes an ideal procedure when it comes to the implementation of a water-sensitive form of urban development. The central focus is placed on the qualification of highly dense inner-city areas. The large-scale design strategy hereby defines the strategic approach to dealing with (storm-) water which simultaneously provides design qualities for diverse urban landscapes. The aim of the dissertation is not only to define practically relevant criteria for the application of large-scale design strategies, but also to derive a set of recommendations for the implementation of the ISWM. To this end, the dissertation begins with an analysis of the working process observable in the international reference cities of New York, Rotterdam and Singapore and derives a set of thirteen typical ISWM-working steps. Furthermore, three different large-scale design strategies are identified and appropriate application criteria determined. The transferability of the working steps and design strategies are subsequently tested using Hamburg as an example. 

A few years ago, Hamburg already began implementing an integrated stormwater management. Its hitherto status is analysed with reference to the typical ISWM-working steps previously identified. Subsequently, the dissertation highlights the application potential of the design strategies based on an exemplary area of study and derives a set of recommendations for the remaining working process in Hamburg. The four cities show that the implementation of integrated adaptation concepts contributes to achieving a sustainable urban development. 

The ISWM-working steps and large-scale design strategies are particularly suitable for local administrations whose city areas already exhibit drainage problems caused by pluvial or fluvial flooding or are likely to be affected in the future as a result of climate change. If additionally characterised by quality deficits in public space or a lack of open space, an integrated planning approach to conversion should be implemented."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/423	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	620										
hcu_	Deppisch, Sonja␟Beichler, Simone␟Davidse, Bart Jan␟Othengrafen, Meike␟Richter, Michael␟Schulz, Luise␟Hasibovic, Sanin␟Hagemeier-Klose, Maria␟Wibbeling, Peter	Klimawandel und Raumentwicklung: Anpassungsstrategien der Stadt- und Regionalplanung in Stadtregionen der Küstenzone am Beispiel des Ostseeraumes : Schlussbericht plan B:altic.	ger			de	Research Report	Text	2015-01-01	2023-01-26T14:46:48Z	Issued	HafenCity Universität Hamburg	HafenCity Universität Hamburg		53.540253,10.004717	Stadt- und Regionalplanung␟Klimawandelanpassung␟Szenarien␟Stadtregionen␟sozial-ökologische Systeme␟urban and regional planning␟climate change adaptation␟scenarios␟urban regions␟social-ecological systems␟710 Landschaftsgestaltung␟Raumplanung␟ddc:		"Es ist unsicher, wie sich der Klimawandel künftig regional und lokal im Ostseeraum entwickeln wird und welche spezifischen Klimawirkungen auftreten werden. Trotzdem können für die küstennahen Stadtregionen neue Probleme beispielsweise durch steigende Temperaturen erwartet werden. Daher werden Strategien zum Umgang mit potenziellen Klimawandelfolgen erforderlich. Gerade in Städten an der Ostseeküste sind hierbei vielfältige stadtregionale Zusammenhänge und Rahmenbedingungen zu berücksichtigen, was einen sozial-ökologischen Forschungsansatz nahelegt. In dieser Situation stellen sich besondere Anforderungen an die Stadt- und Regionalplanung, um eine nachhaltige und zukunftsfähige Entwicklung der küstennahen Stadtregionen zu gewährleisten. 
Für die Entwicklung von Anpassungsstrategien der Stadt- und Regionalplanung müssen die gesellschaftlichen Akteure mit ihren verschiedenen Interessen sowie die zukünftigen sozialen und ökologischen Entwicklungen und deren potenzielle Folgen und Wechselwirkungen einbezogen werden. Vor diesem Hintergrund zielte das Projekt darauf ab die folgenden Hauptforschungsfragen zu beantworten: 1)Welche Herausforderungen stellen sich für die Raumplanung durch die spezifischen Charakteristika des Klimawandels? 2)Welche spezifischen Herausforderungen ergeben sich dabei daraus, dass Stadtregionen als sozial-ökologische Systeme betrachtet werden können? 3)Wie kann die Stadt- und Regionalplanung mit diesen Herausforderungen umgehen und welche Möglichkeiten und Restriktionen ergeben sich durch die Verfasstheit der räumlichen Planung im Umgang mit den Auswirkungen des Klimawandels? 
Im interdisziplinären Verbund waren sieben interdisziplinär zusammenarbeitende Teilprojekte vertreten, innerhalb derer verschiedene  Forschungsperspektiven aus Natur-, Gesellschafts- und Planungswissenschaften eingenommen wurden. Dementsprechend vielfältige empirische Methoden qualitativer und quantitativer Forschung kamen zum Einsatz. Über das Querschnittsprojekt zum Thema sozial-ökologische Resilienz fand ein intensiver interdisziplinärer Austausch statt. Überdies fand eine transdisziplinäre Zusammenarbeit mit Praxisakteuren aus Stadtregionen des Ostseeraumes  statt, innerhalb derer Strategien zur Raumentwicklung und planerische Lösungsansätze zur Anpassung an die potenziellen Folgen des Klimawandels entworfen wurden.
Die Ergebnisse der verschiedenen Teilprojekte haben integrativ zur Beantwortung der Forschungsfragen beigetragen. Für die Raumplanung stellt sich die Herausforderung mit der Unsicherheit und großen Spannbreite der lokalen Ausprägung des Klimawandels umzugehen. Es wurde herausgestellt, dass die spezifischen Gegebenheiten des sozial-ökologischen Systems wie Lokalklima, Bevölkerungsverteilung, Landnutzung (mit Bezug zu Klimaregulation und kulturellen Leistungen der Landschaft) und insbesondere deren Wechselwirkungen die lokale Ausprägung und Auswirkungen des Klimawandels entscheidend beeinflussen. Dies birgt aber ebenso das Potenzial zur Anpassung an den Klimawandel in den Stadtregionen. Die zeitliche und räumliche Distanz zum Klimawandel im Zusammenspiel mit Themenkonkurrenz  im Praxiskontext führt jedoch derzeit zu einem  gering wahrgenommenen Handlungsdruck in Bezug auf Anpassung bei der Planungs- und Verwaltungspraxis. Es konnte gezeigt werden, dass inter- und transdisziplinäre Methoden von großer Bedeutung für den Austausch von Wissen sind, welcher die Anpassungskapazität entscheidend beeinflusst. Weiterhin konnten in Bezug auf die aktuellen Governancestrukturen und –prozesse hemmenden Faktoren identifiziert werden (wie z.B. sektorale Organisation),  welche für eine erfolgreiche Anpassung kritisch vor dem Hintergrund der spezifischen Charakteristika des Klimawandels reflektiert werden müssen. Durch eine systematische Analyse der Möglichkeiten des Regionalplans und des Flächennutzungsplans konnten konzeptionelle Ansatzpunkte  zur Weiterentwicklung des formellen Instrumentariums ausgearbeitet werden, um den Beitrag der Stadt- und Regionalplanung zur Anpassung an den Klimawandel zu erhöhen. Dennoch kann damit alleine nicht den aufgezeigten Herausforderungen begegnet werden, erforderlich scheint ein grundlegender Strategiewechsel innerhalb der räumlichen Planung, die Möglichkeiten aber auch neuen Fallstricke durch eine Orientierung am Konzept der transformativen Resilienz wurden aufgezeigt.
Die Nachwuchsgruppe konnte einen innovativen Beitrag zur sozial-ökologischen Forschung leisten durch den intensiven inter- und transdisziplären Ansatz. Dieser ermöglichte es nicht nur Ergebnisse zur lokalen Klimawandel –ausprägung, –auswirkung sowie -wahrnehmung zu generieren,  sondern auch Wissensaustausch- und Governanceprozesse zu analysieren und Lösungsansätze aus Planungsperspektive zu formulieren. 
plan B:altic erarbeitete Handlungsempfehlungen für die Stadt- und Regionalentwicklung zur Anpassung an die Folgen des Klimawandels. Die Handlungsempfehlungen, aber auch die Methode der Szenarioplanung können für Stadtregionen hohe Praxisrelevanz entfalten. Praktikerinnen und Praktikern werden wichtige Informationen als Entscheidungsgrundlagen und Handlungsoptionen an die Hand gegeben, die den Umgang mit Unsicherheiten und Komplexität ermöglichen. Der im Rahmen des Vorhabens durchgeführte Szenarioprozess gab erste Impulse zu einem langfristigen, nachhaltigen Anpassungsprozess in der Stadtregion Rostock.␟Climate change impacts are expected for the urban regions of the Baltic Sea coast through rising temperature, sea-level rise and an increased intensity as well as frequency in extreme weather events. Climate change scenarios are accompanied with uncertainties, and the specific local consequences are difficult to predict. Therefore, striving for a sustainable regional and urban development, it is no longer sufficient to consider only the necessary mitigation measures of climate change, but it becomes also essential to develop comprehensive adaptation strategies. A challenge is to prepare for change and uncertainty in complex social-ecological settings and to become resilient towards unforeseen future impacts of climate change. While as the urban regions of the Baltic Sea Coast experience pressures for spatial development, for instance due to their economic activities and functions. In this setting, multiple challenges to planning arise due to the specific characteristics of climate change and social-ecological complexities. Also planning has to answer how to plan future land use structures and how to develop adaptation strategies towards climate change impacts and further change processes.  
Land- use planning, in the form of regional and urban planning, provides a unique venue for integrated and anticipatory approaches and seems, therefore, suitable to adapt land-use to climate change. However, initiatives and measures taken by land-use planning are also causing risks and harms in interrelation with future and unforeseen climate change impacts. For example, this happen through increased land consumption, soil sealing or river regulation interplaying with heavy rain falls and leading to severe floods. 
To achieve a comprehensive analysis of climate change impacts, of their interplays with further ongoing change processes in urban regions and to avoid partial world-views, plan B:altic integrated different scientific disciplines with their respective perspectives and approaches. Due to the inherent focus on uncertainty, surprises and complexity, (social-ecological) resilience thinking was used as a bridging concept in the interdisciplinary and transdisciplinary research work as well as a guiding principle for the development of adaptation strategies to climate change. To this end, it was cooperated closely with an array of planning practitioners and stakeholders in some urban regions of the Baltic Sea coast. Next to the inter- and transdisciplinary integration methods such as common case studies and transdisciplinary scenarios, a wide array of quantitative as well as qualitative methods was applied by the social, natural as well as engineering scientist who formed the research group plan B:altic and who worked on disciplinary driven subprojects as well. 
Main results were that the main challenges for land-use planning are to tackle the uncertainty and the wide range of potential climate change impacts in the specific local context. Specific local social-ecological assets such as local climate, land-use with reference to ecosystem services as well as their interdependencies influence decisively the then specific local impacts of climate change. But this also bears the potential for specific local adaptation measures. But as climate change is not the priority topic in local and regional planning practice but instead it is seen in concurrence with other, short-term interests, planning practitioners perceive a low urgency to act upon climate change adaptation. Also given governance processes as well as structures (such as sectoral fragmentation) are barriers of climate change adaptation as well as of an all-encompassing social-ecological perspective on urban regions in practice. Structured processes of science-practice collaborations are seen as supportive for further adaptation, as the plan B:altic scenario planning process had shown. This process gave explicit inputs to a politically adopted adaptation strategy framework of the core city of the German partner. 
With reference to formal planning instruments at the urban and regional scale the analysis provided the basis to develop further conceptual developments of these instruments to facilitate the adaptive capacity of land-use planning  However, these further conceptual developments do not seem to be sufficient in case of their implementation. It is considered as necessary to fundamentally change strategies within land-use planning. Within this context the opportunities but also restrictions of applying a transformative resilience perspective were shown."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	978-3-941722-25-5␟https://repos.hcu-hamburg.de/handle/hcu/425	Publikationen HCU Hamburg
							doc-type:workingPaper	Text																			
																	710										
hcu_	Kinkeldey, Christoph	Incorporating uncertainty information into exploratory land cover change analysis: a geovisual analytics approach	eng	Einbeziehung von Unsicherheiten in die explorative Veränderungsanalyse von Landbedeckung: ein Geovisual-Analytics-Ansatz	Schiewe, Jochen	en	Thesis	Text	2015-01-01	2023-01-31T16:10:26Z	Issued				53.540253,10.004717	Unsicherheiten␟Geovisualisierung␟Visual Analytics␟Landbedeckung␟Veränderungsanalyse␟uncertainty␟geovisualization␟visual analytics␟land cover␟change analysis␟004 Informatik␟Bodenbedeckung␟Visualisierung␟Geoinformationssystem␟Unsicherheit␟ddc:␟Bodenbedeckung␟Visualisierung␟Geoinformationssystem␟Unsicherheit		"Im Fachgebiet der Geographischen Informationswissenschaft (GIScience) wurde in den letzten Jahrzehnten intensiv Forschung betrieben, um Unsicherheiten in Geodaten zu beschreiben, zu quantifizieren und nutzbar zu machen. Praktisch einsetzbare Modelle und Methoden für diesen Zweck sind allerdings noch selten, und der vermeintliche positive Effekt, wenn Informationen zu Unsicherheiten bei räumlicher Analysen kommuniziert werden, ist noch Teil der Forschung. Die vorliegende Arbeit stellt sich diesen Herausforderungen und konzentriert sich dabei auf Veränderungsanalysen von Landbedeckung auf Basis von Fernerkundungsdaten. Es wurde gezeigt, dass bei solchen Analysen Unsicherheiten eine wichtige Rolle spielen, und dass irreführende Ergebnisse die Folge sein können, wenn diese ignoriert werden.
Das in dieser Dissertation beschriebene Projekt zielt darauf ab, ein Konzept nach dem Geovisual Analytics-(GVA)-Ansatz zu entwickeln, um Unsicherheiten bei Veränderungsanalysen zu berücksichtigen. Dieser Ansatz ermöglicht Arbeitsabläufe, die automatische Algorithmen mit interaktiven visuellen Schnittstellen vereinen, um die Stärken von maschineller Berechnung mit denen der menschlichen Interpretation zu verbinden. Die zentrale Frage dieser Arbeit ist, ob Nutzer in der Lage sind, bei Verwendung eines GVA-Tools von Unsicherheitsinformationen zu profitieren: Helfen diese beim Aufstellen von Hypothesen und beim Erlangen von Erkenntnissen während Veränderungsanalysen? Dieser Frage wird sich in folgenden Schritten gewidmet: (1) Entwicklung eines Konzepts für Veränderungsanalysen unter Einbeziehung von Unsicherheiten, (2) Erstellung einer systematischen Übersichtsarbeit zu Nutzerstudien im Bereich Unsicherheitsvisualisierung, (3) Design, Implementierung und Evaluation eines GVA-Software-Prototypen und (4) Durchführung einer Nutzerstudie mit Experten-Nutzern, welche den Prototyp einsetzen und das Konzept bewerten:
(1) Ein Konzept für die Einbeziehung von Unsicherheiten in Veränderungsanalysen der Landbedeckung wird entwickelt. Dabei sind die wichtigsten Schritte die Definition eines Unsicherheitsmaßes für Landbedeckungsveränderungen, die Auswahl, Implementierung und Evaluierung einer Technik zur Darstellung von Unsicherheiten (Noise Annotation Lines), sowie die Erstellung einer Kategorisierung von Tasks in explorativen Veränderungsanalysen. Eine Fallstudie mit realen Veränderungsdaten zur Landbedeckung demonstriert die Anwendbarkeit des Konzepts.
(2) Eine systematische Übersichtsarbeit von Nutzerstudien zur Visualisierung von Unsicherheiten dient der Auswahl einer geeigneten Visualisierungsmethode. Ergebnisse der Studien werden zusammengefasst, „Lessons Learned“ formuliert, sowie Empfehlungen für zukünftige Studien gegeben. Ein neuartiges Modell für die Kategorisierung von Visualisierungsmethoden (Uncertainty Visualization Cube, UVis3) wird vorgeschlagen, als Basis für eine systematischere Auswahl und Evaluation von Methoden zur Unsicherheitsvisualisierung in der Zukunft.
(3) Als Machbarkeitsnachweis, sowie als Grundlage für eine Expertenstudie, welche die Praktikabilität des hier entwickelten Konzepts überprüft, wird ein Software-Prototyp für die Änderungsanalyse mit Unsicherheiten (ICchange) entwickelt. Im Rahmen der Entwicklung wird eine Verbal Protocol Analysis (VPA)-Studie durchgeführt, um die Gebrauchstauglichkeit des Prototypen zu überprüfen. Die Beschreibung des task-basierten Entwicklungsansatzes für den Prototpen soll als Unterstützung dienen für Entwickler, die GVA-Tools für Veränderungsanalysen oder ähnliche Anwendungen entwickeln.
(4) In einer Studie mit drei Gruppen von Experten, die Landbedeckungsanalysen in der Praxis durchführen, wird die Praktikabilität des entwickelten Konzepts überprüft. In semi-strukturierten Gruppeninterviews wird der Software-Prototyp eingesetzt, um verschiedene, den Experten bereits vertraute Änderungsszenarien zu demonstrieren, angereichert mit Informationen über Unsicherheiten in den Ergebnissen. Generell sehen die Teilnehmer das Konzept für die Unterstützung von Änderungsanalysen als nützlich an, und eine Vielzahl potenzieller Anwendungen wird diskutiert. Barrieren für den Einsatz in der Praxis werden ebenfalls angesprochen, wie beispielweise die fehlende Unterstützung durch gängige GIS-Software, sowie Vorbehalte, Unsicherheitsinformationen an die Nutzer der Daten zu weiterzugeben. Aus den Ergebnissen der Studie und aus Erfahrungen während der Entwicklung des Prototyps werden Empfehlungen für die Umsetzung des Konzepts in die Praxis gegeben, sowie zukünftige Forschungsfragen formuliert. 
Diese Doktorarbeit liefert neuartige Erkenntnisse im Hinblick auf Visualisierung von Unsicherheiten in Geodaten, sowie bezüglich der Unterstützung explorativer Analysen durch Unsicherheiten. Sie trägt dazu bei, die Kluft zwischen Theorie und Praxis zu schließen und stellt einen wichtigen Schritt dar, um Unsicherheiten für Analysen von Geodaten in der Praxis nutzbar zu machen.␟During the last decades, research in the field of geographic information science (GIScience) has been conducted to describe, quantify, and utilize information about uncertainty in geodata. However, practically usable models and methods for this purpose are still rare and the supposed positive effect of communicating uncertainty during spatial analyses is still subject to research. This dissertation deals with these challenges, focusing on land cover (LC) change analysis based on remote sensing data, a field in which uncertainty plays an important role. It has been shown that when uncertainty is ignored during change analysis, misleading results can be the consequence.
The project described in this dissertation aims to establish uncertainty-aware change analysis by following a Geovisual Analytics (GVA) approach. This approach utilizes workflows that integrate automated algorithms with interactive visual interfaces to combine the strengths of computation and human reasoning. The central question of this work is if users are able to benefit from information on change uncertainty using a GVA tool: Does it help with hypotheses they make and with insights they gain during change analysis? This question is addressed in the following stages: (1) development of a concept for uncertainty-aware land cover change analysis, (2) literature review on uncertainty visualization user studies, (3) design and implementation of a GVA software prototype including a usability assessment, and (4) a user study with expert analysts who apply the prototype to analysis tasks and evaluate the concept:
(1) A concept to incorporate uncertainty into land cover change analysis is the basis of this work. Here, the most important steps include the definition of an uncertainty measure for LC change, the selection, implementation, and evaluation of a technique to portray uncertainty in LC change maps (noise annotation lines), as well as the creation of a task categorization for exploratory change analysis. A case study with real-world land cover change data demonstrates the applicability of the concept. 
(2) A systematic review of uncertainty visualization user studies is a fundament for the selection of a suitable visualization technique. Findings from the studies are summarized and lessons learned, as well as recommendations for future studies in the field, are provided. This includes a novel categorization model (Uncertainty Visualization Cube, UVis3) for more systematic selection and evaluation of uncertainty visualization techniques in the future. 
(3) A software prototype for uncertainty-aware change analysis (ICchange) serves as a proof-of-concept and as a vehicle for an expert user study to assess the practicability of the concept developed in this doctoral research. The prototype development includes a verbal protocol analysis (VPA) study to assess its usability. The description of the task-based development approach is intended to support developers creating GVA software tools for land cover change analysis or related fields.
(4) An expert user study assesses the practicability of the developed concept with three groups of remote sensing experts who conduct land cover change analyses in practice. In semi-structured group interviews, the software prototype is utilized to demonstrate real-world change scenarios that the experts have analyzed before, enriched by information about uncertainty in the results. The participants generally see the concept as useful for supporting change analysis and a number of potential applications are discussed. Barriers for the use in practice are addressed as well, such as user acceptance issues and the lack of support in standard GIS. The experts’ opinions about the ICchange software prototype and the noise annotation lines visualization technique were predominantly positive. From the results of the study and experience from prototype development, recommendations are given for the implementation of the concept in practice and for questions to be addressed in future research.
This dissertation provides various novel findings regarding geodata uncertainty visualization and uncertainty-aware exploratory analysis. It contributes to bridging the gap between theory and practice and represents a crucial step to come closer to the goal of making uncertainty usable in real world geodata analysis."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/426	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	004										
hcu_	Mamo, Zegeye Cherenet	Designing the Informal - Spatial design strategies for the emerging urbanization around water bodies in Ethiopia	eng		Läpple, Dieter	en	Thesis	Text	2015-01-01	2023-01-27T09:31:48Z	Issued				53.540253,10.004717	informal settlements␟spatial design␟regional development planning␟710 Landschaftsgestaltung␟Raumplanung␟Spontansiedlung␟Äthiopien␟Siedlungsstruktur␟ddc:␟Spontansiedlung␟Äthiopien␟Siedlungsstruktur		"This research claims that Ethiopia is experiencing a historic shift in its urbanization pattern in particular and settlement structure in general. It asserts that the shift is happening rapidly in a predominantly informal process in the absence of an urban tradition which can support the peculiarity of the emergence. Focusing particularly on the relationship between urbanization and major water bodies in the country, the research underscores an emerging change which is generated by the interplay of poverty; persistent population growth; a forceful top-down steering to speed up economic development; and the fragility of the regional ecological systems. The longstanding Ethiopian urban setting, which has been predominantly concentrated on highlands, and its current redicaments defy descriptions of (African) urbanization. Major water bodies in particular (large rivers and lakes which characterize the landscape of Ethiopia), have not been contributing to urbanization and urban development neither as preferred locations for habitation nor as inputs or media for production (be it agriculture, manufacturing or exchange). Describing the peculiarity as a background, the research reveals an emerging shift which redraws water bodies and their surroundings as contested spaces. It also draws attention by highlighting possible threats and potentialities within the emerging socio-spatial, socio-economic, and environmental reconfigurations which is dominated by informality. The study approaches the phenomenon of change from two complementary perspectives - macro and micro levels. While from the macro level it examines the nature and orientation of historical and current trends of urban patterns in relation to major water bodies, from a micro level, through multiple case studies, it investigates the details of the emerging urban manifestations around water bodies focusing on the spatial dimension of the informal modes of urban production. The macro level study identified a rather multiple but interrelated factors which confined Ethiopian urban centers on highlands and away from large water bodies. These forces are discussed under four main categories: geographic and environmental, geo-political and security, socio-cultural, and socio-economic forces. By tracing changes in the configuration of these factors, it underscores the causes of the emerging shift. The micro level investigation, in the other hand, reveals that water related livelihood opportunities are the main forces which pull inhabitants towards water bodies and give structure for both physical (spatial) and social formations. Moreover, it also highlights that the water body and the physical space around it, as central common resources for the production of both livelihood and architectural space, are governed primarily by self-organized local associations. The research, however, underscores the limitations within these associations in order to respond to challenges wider than their immediate localities, which exposes both the water body (the environment at large) and the settlements (including both the livelihood production and architectural spaces) to serious challenges. Hence, recognizing these local processes (of both production and governance - which commonly are referred as ‘informal‘), as key entry points, the study asserts the necessity and urgency of devising a strategy to guide the processes of urbanization - hence, ‘designing the informal’. Accordingly, it proposes readjustments in both macro and micro levels targeting the coordination of core processes through a balanced interplay between the local societal organization (bottom-up) and the formal administrative structures (top-down). Architectural space production, livelihood production, and environmental rehabilitation are identified as core processes which need to be
coordinated. At the macro-level, it calls for a policy re-orientation and proposes an enabling policy framework which promotes the empowerment of local processes as its core principle. At the microlevel, spatial design guideline is formulated. Recognizing the existing local decision making and production processes, the guideline aims to enable them to respond to large scale economic and environmental challenges. Furthermore, the study underscores the need of reorientation in the education of spatial design professionals in Ethiopia in order to make it responsive to local processes and realities."				application/pdf	individuelle Lizenz	Open Access	info:eu-repo/semantics/openAccess	https://repos.hcu-hamburg.de/handle/hcu/427	Publikationen HCU Hamburg
							doc-type:doctoralThesis	Text																			
																	710										
