TipoActividad,cnae09,URI_CNAE,Seccion,Column,Column2,Column3,Column4,Padre,titulo,Descripción:,CNAE 09 a dos dígitos,CNAE 09 a tres dígitos,CNAE 09 a cuatro dígitos,Column 3,Ramas de actividad CNAE 09 (R-6),Ramas de actividad CNAE 09 (R-12),Ramas de actividad CNAE 09 (R-28),Ramas de actividad CNAE 09 (R-66)
Cod4,0129,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0129,A,0,1,2,9,Cod3/012,Otros cultivos perennes,,,,,,,,,
Cod3,013,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/013,A,0,1,3,,Division/01,Propagación de plantas,,,,,,,,,
Cod4,0130,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0130,A,0,1,3,0,Cod3/013,Propagación de plantas,,,,,,,,,
Cod3,014,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/014,A,0,1,4,,Division/01,Producción ganadera,,,,,,,,,
Cod4,0141,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0141,A,0,1,4,1,Cod3/014,Explotación de ganado bovino para la producción de leche,,,,,,,,,
Cod4,0142,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0142,A,0,1,4,2,Cod3/014,Explotación de otro ganado bovino y búfalos,,,,,,,,,
Cod4,0143,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0143,A,0,1,4,3,Cod3/014,Explotación de caballos y otros equinos,,,,,,,,,
Cod4,0144,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0144,A,0,1,4,4,Cod3/014,Explotación de camellos y otros camélidos,,,,,,,,,
Cod4,0145,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0145,A,0,1,4,5,Cod3/014,Explotación de ganado ovino y caprino,,,,,,,,,
Cod4,0146,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0146,A,0,1,4,6,Cod3/014,Explotación de ganado porcino,,,,,,,,,
Cod4,0147,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0147,A,0,1,4,7,Cod3/014,Avicultura,,,,,,,,,
Cod4,0149,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0149,A,0,1,4,9,Cod3/014,Otras explotaciones de ganado,,,,,,,,,
Cod3,015,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/015,A,0,1,5,,Division/01,Producción agrícola combinada con la producción ganadera,,,,,,,,,
Cod4,0150,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0150,A,0,1,5,0,Cod3/015,Producción agrícola combinada con la producción ganadera,,,,,,,,,
Cod3,016,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/016,A,0,1,6,,Division/01,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",,,,,,,,,
Cod4,0161,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0161,A,0,1,6,1,Cod3/016,Actividades de apoyo a la agricultura,,,,,,,,,
Cod4,0162,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0162,A,0,1,6,2,Cod3/016,Actividades de apoyo a la ganadería,,,,,,,,,
Cod4,0163,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0163,A,0,1,6,3,Cod3/016,Actividades de preparación posterior a la cosecha,,,,,,,,,
Cod4,0164,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0164,A,0,1,6,4,Cod3/016,Tratamiento de semillas para reproducción,,,,,,,,,
Cod3,017,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/017,A,0,1,7,,Division/01,"Caza, captura de animales y servicios relacionados con las mismas",,,,,,,,,
Cod4,0170,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0170,A,0,1,7,0,Cod3/017,"Caza, captura de animales y servicios relacionados con las mismas",,,,,,,,,
Division,02,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/02,A,0,2,,,Seccion/A,Silvicultura y explotación forestal,,,,,,,,,
Cod3,021,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/021,A,0,2,1,,Division/02,Silvicultura y otras actividades forestales,,,,,,,,,
Cod4,0210,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0210,A,0,2,1,0,Cod3/021,Silvicultura y otras actividades forestales,,,,,,,,,
Cod3,022,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/022,A,0,2,2,,Division/02,Explotación de la madera,,,,,,,,,
Cod4,0220,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0220,A,0,2,2,0,Cod3/022,Explotación de la madera,,,,,,,,,
Cod3,023,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/023,A,0,2,3,,Division/02,"Recolección de productos silvestres, excepto madera",,,,,,,,,
Cod4,0230,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0230,A,0,2,3,0,Cod3/023,"Recolección de productos silvestres, excepto madera",,,,,,,,,
Cod3,024,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/024,A,0,2,4,,Division/02,Servicios de apoyo a la silvicultura,,,,,,,,,
Cod4,0240,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0240,A,0,2,4,0,Cod3/024,Servicios de apoyo a la silvicultura,,,,,,,,,
Division,03,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/03,A,0,3,,,Seccion/A,Pesca y acuicultura,,,,,,,,,
Cod3,031,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/031,A,0,3,1,,Division/03,Pesca,,,,,,,,,
Cod4,0311,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0311,A,0,3,1,1,Cod3/031,Pesca marina,,,,,,,,,
Cod4,0312,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0312,A,0,3,1,2,Cod3/031,Pesca en agua dulce,,,,,,,,,
Cod3,032,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/032,A,0,3,2,,Division/03,Acuicultura,,,,,,,,,
Cod4,0321,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0321,A,0,3,2,1,Cod3/032,Acuicultura marina,,,,,,,,,
Cod4,0322,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0322,A,0,3,2,2,Cod3/032,Acuicultura en agua dulce,,,,,,,,,
Seccion,B,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Seccion/B,B,B,,,,,Industrias extractivas,,,,,,,,,
Division,05,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/05,B,0,5,,,Seccion/B,"Extracción de antracita, hulla y lignito",,,,,,,,,
Cod3,051,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/051,B,0,5,1,,Division/05,Extracción de antracita y hulla,,,,,,,,,
Cod4,0510,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0510,B,0,5,1,0,Cod3/051,Extracción de antracita y hulla,,,,,,,,,
Cod3,052,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/052,B,0,5,2,,Division/05,Extracción de lignito,,,,,,,,,
Cod4,0520,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0520,B,0,5,2,0,Cod3/052,Extracción de lignito,,,,,,,,,
Division,06,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/06,B,0,6,,,Seccion/B,Extracción de crudo de petróleo y gas natural,,,,,,,,,
Cod3,061,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/061,B,0,6,1,,Division/06,Extracción de crudo de petróleo,,,,,,,,,
Cod4,0610,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0610,B,0,6,1,0,Cod3/061,Extracción de crudo de petróleo,,,,,,,,,
Cod3,062,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/062,B,0,6,2,,Division/06,Extracción de gas natural,,,,,,,,,
Cod4,0620,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0620,B,0,6,2,0,Cod3/062,Extracción de gas natural,,,,,,,,,
Division,07,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/07,B,0,7,,,Seccion/B,Extracción de minerales metálicos,,,,,,,,,
Cod3,071,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/071,B,0,7,1,,Division/07,Extracción de minerales de hierro,,,,,,,,,
Cod4,0710,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0710,B,0,7,1,0,Cod3/071,Extracción de minerales de hierro,,,,,,,,,
Cod3,072,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/072,B,0,7,2,,Division/07,Extracción de minerales metálicos no férreos,,,,,,,,,
Cod4,0721,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0721,B,0,7,2,1,Cod3/072,Extracción de minerales de uranio y torio,,,,,,,,,
Cod4,0729,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0729,B,0,7,2,9,Cod3/072,Extracción de otros minerales metálicos no férreos,,,,,,,,,
Division,08,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/08,B,0,8,,,Seccion/B,Otras industrias extractivas,,,,,,,,,
Cod3,081,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/081,B,0,8,1,,Division/08,"Extracción de piedra, arena y arcilla",,,,,,,,,
Cod4,0811,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0811,B,0,8,1,1,Cod3/081,"Extracción de piedra ornamental y para la construcción, piedra caliza, yeso, creta y pizarra",,,,,,,,,
Cod4,0812,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0812,B,0,8,1,2,Cod3/081,Extracción de gravas y arenas; extracción de arcilla y caolín,,,,,,,,,
Cod3,089,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/089,B,0,8,9,,Division/08,Industrias extractivas n.c.o.p.,,,,,,,,,
Cod4,0891,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0891,B,0,8,9,1,Cod3/089,Extracción de minerales para productos químicos y fertilizantes,,,,,,,,,
Cod4,0892,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0892,B,0,8,9,2,Cod3/089,Extracción de turba,,,,,,,,,
Cod4,0893,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0893,B,0,8,9,3,Cod3/089,Extracción de sal,,,,,,,,,
Cod4,0899,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0899,B,0,8,9,9,Cod3/089,Otras industrias extractivas n.c.o.p.,,,,,,,,,
Division,09,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/09,B,0,9,,,Seccion/B,Actividades de apoyo a las industrias extractivas,,,,,,,,,
Cod3,091,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/091,B,0,9,1,,Division/09,Actividades de apoyo a la extracción de petróleo y gas natural,,,,,,,,,
Cod4,0910,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0910,B,0,9,1,0,Cod3/091,Actividades de apoyo a la extracción de petróleo y gas natural,,,,,,,,,
Cod3,099,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/099,B,0,9,9,,Division/09,Actividades de apoyo a otras industrias extractivas,,,,,,,,,
Cod4,0990,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/0990,B,0,9,9,0,Cod3/099,Actividades de apoyo a otras industrias extractivas,,,,,,,,,
Seccion,C,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Seccion/C,C,C,,,,,Industria manufacturera,,,,,,,,,
Division,10,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/10,C,1,0,,,Seccion/C,Industria de la alimentación,,,,,,,,,
Cod3,101,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/101,C,1,0,1,,Division/10,Procesado y conservación de carne y elaboración de productos cárnicos,,,,,,,,,
Cod4,1011,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1011,C,1,0,1,1,Cod3/101,Procesado y conservación de carne,,,,,,,,,
Cod4,1012,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1012,C,1,0,1,2,Cod3/101,Procesado y conservación de volateria,,,,,,,,,
Cod4,1013,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1013,C,1,0,1,3,Cod3/101,Elaboración de productos cárnicos y de volateria,,,,,,,,,
Cod3,102,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/102,C,1,0,2,,Division/10,"Procesado y conservación de pescados, crustáceos y moluscos",,,,,,,,,
Cod4,1021,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1021,C,1,0,2,1,Cod3/102,"Procesado de pescados, crustáceos y moluscos",,,,,,,,,
Cod4,1022,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1022,C,1,0,2,2,Cod3/102,Fabricación de conservas de pescado,,,,,,,,,
Cod3,103,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/103,C,1,0,3,,Division/10,Procesado y conservación de frutas y hortalizas,,,,,,,,,
Cod4,1031,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1031,C,1,0,3,1,Cod3/103,Procesado y conservación de patatas,,,,,,,,,
Cod4,1032,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1032,C,1,0,3,2,Cod3/103,Elaboración de zumos de frutas y hortalizas,,,,,,,,,
Cod4,1039,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1039,C,1,0,3,9,Cod3/103,Otro procesado y conservación de frutas y hortalizas,,,,,,,,,
Cod3,104,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/104,C,1,0,4,,Division/10,Fabricación de aceites y grasas vegetales y animales,,,,,,,,,
Cod4,1042,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1042,C,1,0,4,2,Cod3/104,Fabricación de margarina y grasas comestibles similares,,,,,,,,,
Cod4,1043,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1043,C,1,0,4,3,Cod3/104,Fabricación de aceite de oliva,,,,,,,,,
Cod4,1044,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1044,C,1,0,4,4,Cod3/104,Fabricación de otros aceites y grasas,,,,,,,,,
Cod3,105,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/105,C,1,0,5,,Division/10,Fabricación de productos lácteos,,,,,,,,,
Cod4,1052,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1052,C,1,0,5,2,Cod3/105,Elaboración de helados,,,,,,,,,
Cod4,1053,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1053,C,1,0,5,3,Cod3/105,Fabricación de quesos,,,,,,,,,
Cod4,1054,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1054,C,1,0,5,4,Cod3/105,Preparación de leche y otros productos lácteos,,,,,,,,,
Cod3,106,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/106,C,1,0,6,,Division/10,"Fabricación de productos de molinería, almidones y productos amiláceos",,,,,,,,,
Cod4,1061,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1061,C,1,0,6,1,Cod3/106,Fabricación de productos de molinería,,,,,,,,,
Cod4,1062,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1062,C,1,0,6,2,Cod3/106,Fabricación de almidones y productos amiláceos,,,,,,,,,
Cod3,107,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/107,C,1,0,7,,Division/10,Fabricación de productos de panadería y pastas alimenticias,,,,,,,,,
Cod4,1071,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1071,C,1,0,7,1,Cod3/107,Fabricación de pan y de productos frescos de panadería y pastelería,,,,,,,,,
Cod4,1072,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1072,C,1,0,7,2,Cod3/107,Fabricación de galletas y productos de panadería y pastelería de larga duración,,,,,,,,,
Cod4,1073,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1073,C,1,0,7,3,Cod3/107,"Fabricación de pastas alimenticias, cuscús y productos similares",,,,,,,,,
Cod3,108,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/108,C,1,0,8,,Division/10,Fabricación de otros productoa alimenticios,,,,,,,,,
Cod4,1081,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1081,C,1,0,8,1,Cod3/108,Fabricación de azúcar,,,,,,,,,
Cod4,1082,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1082,C,1,0,8,2,Cod3/108,"Fabricación de cacao, chocolate y productos de confitería",,,,,,,,,
Cod4,1083,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1083,C,1,0,8,3,Cod3/108,"Elaboración de café, té e infusiones",,,,,,,,,
Cod4,1084,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1084,C,1,0,8,4,Cod3/108,"Elaboración de especias, salsas y condimentos",,,,,,,,,
Cod4,1085,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1085,C,1,0,8,5,Cod3/108,Elaboración de platos y comidas preparados,,,,,,,,,
Cod4,1086,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1086,C,1,0,8,6,Cod3/108,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,,,,,,,,,
Cod4,1089,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1089,C,1,0,8,9,Cod3/108,Elaboración de otros productos alimenticios n.c.o.p.,,,,,,,,,
Cod3,109,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/109,C,1,0,9,,Division/10,Fabricación de productos para la alimentación animal,,,,,,,,,
Cod4,1091,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1091,C,1,0,9,1,Cod3/109,Fabricación de productos para la alimentación de animales de granja,,,,,,,,,
Cod4,1092,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1092,C,1,0,9,2,Cod3/109,Fabricación de productos para la alimentación de animales de compañía,,,,,,,,,
Division,11,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/11,C,1,1,,,Seccion/C,Fabricación de bebidas,,,,,,,,,
Cod3,110,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/110,C,1,1,0,,Division/11,Fabricación de bebidas,,,,,,,,,
Cod4,1101,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1101,C,1,1,0,1,Cod3/110,"Destilación, rectificación y mezcla de bebidas alcohólicas",,,,,,,,,
Cod4,1102,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1102,C,1,1,0,2,Cod3/110,Elaboración de vinos,,,,,,,,,
Cod4,1103,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1103,C,1,1,0,3,Cod3/110,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,,,,,,,,,
Cod4,1104,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1104,C,1,1,0,4,Cod3/110,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",,,,,,,,,
Cod4,1105,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1105,C,1,1,0,5,Cod3/110,Fabricación de cerveza,,,,,,,,,
Cod4,1106,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1106,C,1,1,0,6,Cod3/110,Fabricación de malta,,,,,,,,,
Cod4,1107,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1107,C,1,1,0,7,Cod3/110,Fabricación de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,,,,,,,,,
Division,12,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/12,C,1,2,,,Seccion/C,Industria del tabaco,,,,,,,,,
Cod3,120,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/120,C,1,2,0,,Division/12,Industria del tabaco,,,,,,,,,
Cod4,1200,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1200,C,1,2,0,0,Cod3/120,Industria del tabaco,,,,,,,,,
Division,13,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Division/13,C,1,3,,,Seccion/C,Industria textil,,,,,,,,,
Cod3,131,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/131,C,1,3,1,,Division/13,Preparación e hilado de fibras textiles,,,,,,,,,
Cod4,1310,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1310,C,1,3,1,0,Cod3/131,Preparación e hilado de fibras textiles,,,,,,,,,
Cod3,132,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/132,C,1,3,2,,Division/13,Fabricación de tejidos textiles,,,,,,,,,
Cod4,1320,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1320,C,1,3,2,0,Cod3/132,Fabricación de tejidos textiles,,,,,,,,,
Cod3,133,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/133,C,1,3,3,,Division/13,Acabado de textiles,,,,,,,,,
Cod4,1330,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1330,C,1,3,3,0,Cod3/133,Acabado de textiles,,,,,,,,,
Cod3,139,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod3/139,C,1,3,9,,Division/13,Fabricación de otros productos textiles,,,,,,,,,
Cod4,1391,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1391,C,1,3,9,1,Cod3/139,Fabricación de tejidos de punto,,,,,,,,,
Cod4,1392,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1392,C,1,3,9,2,Cod3/139,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",,,,,,,,,
Cod4,1393,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1393,C,1,3,9,3,Cod3/139,Fabricación de alfombras y moquetas,,,,,,,,,
Cod4,1394,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1394,C,1,3,9,4,Cod3/139,"Fabricación de cuerdas, cordeles, bramantes y redes",,,,,,,,,
Cod4,1395,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1395,C,1,3,9,5,Cod3/139,"Fabricación de telas no tejidas y artículos confeccionados con ellas, excepto prendas de vestir",,,,,,,,,
Cod4,1396,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1396,C,1,3,9,6,Cod3/139,Fabricación de otros productos textiles de uso técnico e industrial,,,,,,,,,
Cod4,1399,http://vocab.linkeddata.es/datosabiertos/kos/comercio/cnae/Cod4/1399,C,1,3,9,9,Cod3/139,Fabricación de otros productos textiles n.c.o.p.,,,,,,,,,
