"filename","predicted_delimiter","predicted_quotechar","predicted_escapechar","target_delimiter","target_quotechar","target_escapechar","prediction_time"
"animal-health-and-veterinary-laboratories-agency__31-03-2012__ahvla_AHVLA_31_March-2012-senior.csv",",","""","@",",","""","","0"
"9d3bd815b3e9e72c878a32f583e57e62.csv",",","","",",","","","0"
"f31f7ef99a3eb99589b3ffaedc9c12f1.csv",",","","",",","","","0"
"e3cfae422b7786ae9ffec4d2f07302eb.csv",",","","",",","","","0"
"_25k_Oct_Data.csv",",","""","",",","""","""","0"
"dmsg50623.csv","	","","",",","","","0"
"WTMBT_Par_A.csv",",","","",",","","","0"
"HMRC_Spending_Over_25000_July_2015.csv",",","""","",",","""","","0"
"Childrens_openspace.csv",",","""","",",","""","","0"
"workforce-management-information-dft-201807.csv",",","""","""",",","""","","0"
"sector-wash.csv",",","""","",",","""","","0"
"708082c6dec729d545c0e3f8806058f1.csv",",","""","""",",","""","""","0"
"bc9eed4d9948d5439eab4c862079b893.csv",",","","",",","","","0"
"6dfb61e38d9fcce1493c0256221961a4.csv","|","","","|","","","0"
"ResultsOR30x100-0.25_5.dat__m18.csv",";","""","",";","""","","0"
"ministry-of-defence__30-09-2013__mod_20131021-DIO_Data_Organogram_Sept_2013-U-senior.csv",",","""","@",",","""","","0"
"6ea41deff68fb18d469d95b05d707830.csv",",","","",",","","","0"
"f176d7c8a9b2fc0957eb04147cc781ef.csv","#","""","",",","""","","0"
"17a78b5825d8a7ad601ca06774998d9a.csv","s","…","","|","","","0"
"32359b632f5f20db5e200338d47f9b3a.csv",",","""","",",","""","","0"
"Czimczic2006-Ra.csv",",","","",",","","","0"
"418179deb4b2b8c1a8f3fbfc16ce270e.csv",",","","",",","","","0"
"1f1b7191a6f7f832b18ba743393b1ba0.csv",";","","",";","","","0"
"cd74326e3e0aebb72a79732aabdcafa6.csv",";","","",";","","","0"
"bc331dc90e982c59160aa5a5d925674f.csv",",","","",",","","","0"
"S32.csv",",","","",",","","","0"
"SOPS3.1_Reconciliation_of_net_resource_outturn_to_net_operating_costs_13-14.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.25_10.dat__m18.csv",";","""","",";","""","","0"
"2e082023421167f8513aa7274a0b0be4.csv",";","","",";","","","0"
"pp-1997.csv",",","""","}",",","""","","0"
"21e2665f375198f348186af07a4168d8.csv","%","""","","%","""","","0"
"8d9d4a9f0e161a74b938d546e0e08d7f.csv",",","","",",","","","0"
"20a34366d5dea9fac2fabfb6c81a1891.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.25_5.dat__m17.csv",";","""","",";","""","","0"
"GH_Wine_Cellar_and_consumption_dataset_July_2014.csv",",","""","""",",","""","""","0"
"Purchase+Card+-+April+20.csv",",","","",",","""","","0"
"ce4be2514118493fe9894602a399bebb.csv",",","","",",","","","0"
"business_expenses_jul_sep_15_peter_lewis.csv",",","""","",",","""","","0"
"b7232e4060c5f209f470e94c62bbf73e.csv",";","""","",";","","","0"
"a0f2288c4464df68a047683df4cb4506.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.25_10.dat__m14.csv",";","""","",";","""","","0"
"1878724.csv",",","","",",","""","","0"
"ResultsOR30x250-0.25_9.dat.csv",";","""","",";","""","","0"
"nndropendatamarch2021.csv",",","""","",",","""","""","0"
"29dd66b1d591427725c281f47ff62bad.csv",",","","",",","","","0"
"0bf74558fdc07e4a2cd5577a84fc6937.csv",";","","",";","","","0"
"8dc63db5d80bc7f931c6a439080c3bbc.csv",",","""","",",","""","","0"
"241b6711e440282e014c8e0d44dc039f.csv",",","""","",",","""","","0"
"dwp-payments-sept-2015.csv",",","""","",",","""","","0"
"a43282ba5cc6fd94619b7d8b0e4bc11f.csv",",","""","",",","""","","0"
"Dry-2Layer-Friction.csv",",","","",",","","","0"
"recruitment-april-june14.csv",",","","",",","","","0"
"may14return.csv",",","","",",","""","","0"
"bea7900d358822557868203d52c039cf.csv",",","""","",",","""","","0"
"51f59167b88b58ad63dde9e0db1daf2e.csv",";","","",";","","","0"
"3f146bac9fff9314d50ed0b66874c02a.csv",",","","",",","","","0"
"6d031513c55fb709e085f5536415917e.csv","=","""","",",","""","","0"
"FCO_Senior_Staff_Expense_Return_1617_-_Hospitality.csv",",","""","",",","""","","0"
"S39sum.csv",",","","",",","","","0"
"b196dd9a1d5959a538ff325ae4cefcc1.csv",",","""","",",","""","","0"
"b0b1dbd4449935446f710841d29c16ea.csv",",","","",",","","","0"
"S40.csv",",","","",",","","","0"
"ffcbb80bc15944d7a5c22995abf92602.csv",",","","",",","","","0"
"Auto_Tone_sub309_day1.csv",",","'","",",","'","","0"
"fraud(1).csv",",","","",",","","","0"
"9e43f8879a646b3b5ac3e70f83fc3dc8.csv",",","","",",","""","","0"
"424014bef94d9208e6ab30ba77a08a0b.csv",",","""","",",","""","","0"
"588b0990357f378b6ec12b0cbac01e21.csv",",","","",",","","","0"
"e0dc15e65d2ded8ac61cbb5250219de2.csv",",","""","",",","""","","0"
"43906041b549e1a8c7e4436dc2c963b9.csv",",","","",",","","","0"
"OmRate.aspen.csv",",","""","",",","""","","0"
"3ea18fb469435e2b9531684287910bf1.csv",",","","",",","","","0"
"d62ae9542ad960db6b6df6fc032f3367.csv",",","","",",","","","0"
"ResultsOR30x100-0.75_1.dat__m13.csv",";","""","",";","""","","0"
"national_policing_improvement_agency-2011-09-30-organogram-junior.csv",",","""","",",","""","","0"
"SCRM_timeSeries_2018_test.csv",",","","",",","","","0"
"b1d1ec39c220903cf2cc43cc2e4df3a2.csv",",","","",",","","","0"
"probation-trusts-data-april-11.csv",",","","",",","","","0"
"5d14f6ce589d807e48deee3da3d8f7c6.csv",",","""","\",",","""","\","0"
"e5a45e72b223a8c4949b00879f35bec2.csv",",","","",",","","","0"
"2f0c70af8c787b58df98fc4fbe48b2e7.csv",",","""","",",","""","","0"
"c46dfab93822d1274e8a3b06c6b73376.csv",",","","",",","","","0"
"beis-senior-officials-hospitality-april-june-2017.csv",",","","",",","""","","0"
"ResultsOR30x100-0.25_10.dat__m22.csv",";","""","",";","""","","0"
"TC-KOH-800C-4mg-KOH LSV-2025.csv",",","","",",","","","0"
"TC-KOH-1000C-4mg-KOH LSV-2500.csv",",","","",",","","","0"
"a02b7183d4ca9ae11758a05fb855ef4a.csv",",","""","",",","""","""","0"
"6f389ca3e8943729249002a4e34b9fe8.csv",",","","",",","","","0"
"Open_Data_Planning_2014-2015_-_NG.csv",",","""","",",","""","""","0"
"39a92db619d28abf6532d206e2408267.csv",",","","",",","","","0"
"670adccb270beb7e59623d07aa159046.csv",",","""","",",","""","","0"
"7463de66fbc2e3e502464c866b235130.csv",",","","",",","","","0"
"38119b1eda5d3e569b873ffd142e5db4.csv",";","""","",";","""","","0"
"hypo7.csv",",","","",",","","","0"
"da3e9d42e2b388512527d1ba30e0b7f5.csv","	","","","	","","","0"
"9b4620895db33085c9bdcd0b6259665b.csv",";","","",";","","","0"
"9096037dc19eae1bd427bb9d41ee9ed9.csv",",","","",",","","","0"
"de7178223921be470b439180eb7509bf.csv",",","""","",",","""","","0"
"88bd90169af727b470b3370289e79160.csv","	","","","	","","","0"
"d7bfcd24afbb3ce2c54ac4ea5a2cb0a3.csv",",","","",",","","","0"
"ba69e916f00279bc4224997d9dc56fe6.csv",",","""","\",",","""","""","0"
"daa1ba8eda8da9b978f2ef5d707f1e9e.csv",",","""","",",","""","","0"
"NDFA 4AR - Open Data v1.0.csv",",","""","",",","""","","0"
"5d6655cb534cfc888bf647d2317cac08.csv",",","""","",",","""","","0"
"casualty2017.csv",",","","",",","","","0"
"S25sum.csv",",","","",",","","","0"
"f3b31693d4b0984dde825989d9426550.csv",",","","",",","","","0"
"e81494e25daad1c43e733be3fe6aa3ee.csv",",","""","",",","""","","0"
"f44c655ed5ce5ea317e4327027fd6010.csv","	","","","	","","","0"
"b180361fb99fe1d4bb94f59052275383.csv",",","","",",","","","0"
"65caf0d5a2db4a496956f3e28953c30e.csv",",","","",",","","","0"
"e7d019b4dca4c5fe0e6a46eb504c9d0d.csv",",","","",",","","","0"
"54602f6f9ecf2a76711a9331950bc7d5.csv",",","""","",",","""","","0"
"north-of-england-commissioning-support-unit__31-03-2014__nhs_Version-2-NHSE-Spreadsheet-junior.csv",",","""","",",","""","","0"
"eba941d30128b2c20167f70cded7e86d.csv",";","","",";","","","0"
"ResultsOR30x100-0.50_1.dat__m24.csv",";","""","",";","""","","0"
"44a66ccdb9f760bea649643c58be5d24.csv",";","","",";","","","0"
"S12out.csv",",","","",",","","","0"
"ResultsOR30x100-0.25_1.dat__m15.csv",";","""","",";","""","","0"
"b35cd78d2859014861fa86f3208cad05.csv",",","","",",","","","0"
"W40.csv",",","","",",","","","0"
"322ee85c4e1ceb2ebc3208cbde6215ef.csv",",","""","",",","""","","0"
"National_Parks_(December_2018)_Boundaries_GB_BFC.csv",",","","",",","","","0"
"47bbe53e9128930895fc5666da9c72d9.csv",",","'","","|","","","0"
"f636e36ac6a6dce7b61c7473c79ca221.csv",",","","",",","","","0"
"0656a509552c88b61196ca1f42246fcd.csv",",","","",",","","","0"
"Auto_Tone_sub312_day1.csv",",","'","",",","'","","0"
"9fb50c733ec05acf6a4dd8c1412e29a8.csv",",","""","",",","""","","0"
"2b82c2b873c5c8ae232ed10606f24059.csv",",","","",",","","","0"
"6531adc40fb204f6d2d6b2db58194e96.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.25_10.dat__m11.csv",";","""","",";","""","","0"
"W43sum.csv",",","","",",","","","0"
"ResultsOR30x250-0.50_3.dat.csv",";","""","",";","""","","0"
"3603ea657c7856881148b19a8c86b578.csv","*","^","",",","","","0"
"UnSDPpapersTrends_20190822.csv",",","","",",","","","0"
"dcms-monthly-workforce-data_nov-2011.csv",",","""","""",",","""","","0"
"d614def7debdcc592ae8e57b686faff8.csv",";","""","",";","""","","0"
"S12.csv",",","","",",","","","0"
"398a0a3b750b5f347062c0d3569308e8.csv",",","","",",","""","","0"
"38a3eedc822b6623c373918b4cbd017d.csv",";","","",";","","","0"
"29c322dadb7de83cc76a1ba7c6b1a131.csv",",","","",",","","","0"
"8b515aa38da470167c236c587beeec54.csv",",","","",",","","","0"
"44f7dae61885d65770050cc1335f3be9.csv",",","""","",",","""","","0"
"vissim_data_conf2709_i6_v1416.csv",";","","",";","","","0"
"4041e27e34f2313ef60b4b3913a15e9e.csv",",","","",",","","","0"
"K├╢ster2017-ch4.csv",",","","",",","","","0"
"vissim_data_conf4_i7_v1382.csv",";","","",";","","","0"
"note-3.2.csv",",","""","",",","""","","0"
"78f149e893b213299f99ab71419640e6.csv",",","""","",",","""","""","0"
"e5f403495cc11756d228fd4053bf2fa2.csv",";","","",";","","","0"
"03ef3cb8ddcfe53fdcdb8e0cda005be2.csv","	","""","'","	","""","","0"
"5e1128d97f284e0253294976e9c115bd.csv",",","","",",","","","0"
"efc3301cc12bb44f4e1643013be2392c.csv",";","","",";","","","0"
"vissim_data_conf2572_i10_v4139.csv",";","","",";","","","0"
"ResultsOR30x250-0.75_3.dat.csv",";","""","",";","""","","0"
"P15A-HS_clusters.csv",",","""","",",","""","","0"
"ec4ee6337741beb190f144b42587d489.csv",",","""","",",","""","","0"
"360655976dc5fccfbc1001e60c15a9d1.csv",",","","",",","","","0"
"GPC_DCLG_December_2015_for_Publication.csv",",","""","",",","""","","0"
"vissim_data_conf2572_i9_v4129.csv",";","","",";","","","0"
"2020-06-analytics.csv",",","","",",","","","0"
"vissim_data_conf1723_i12_v5137.csv",";","","",";","","","0"
"43ff211b523c9e3dbf0b0ea932f127b1.csv",",","","",",","","","0"
"Valle Secolo 1.csv",";","","",";","","","0"
"af4006f1a742d79dc6e23e85d7926bca.csv",",","","",",","","","0"
"48b3f3a2a13f1844867febfe1fcd2739.csv",",","","",",","","","0"
"gpc_feb2012.csv",",","","",",","","","0"
"permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv",",","""","",",","""","","0"
"GSpar-8mMCD_rate_sets.csv",",","","",",","","","0"
"8aba811926b236e8882df0cd518ae049.csv",",","'","""",",","'","\","0"
"68c78fc4839af374aab01b1a8591efff.csv",",","","",",","","","0"
"34150e8a789a1c1929b8bed5ceebd2c4.csv",",","","",",","","","0"
"7a8bdad3afc4cb1b7ec25040868cd6d6.csv",",","","",",","","","0"
"beis-workforce-management-information-october-2019.csv",",","""","""",",","""","","0"
"6509459fcd4d4d33994b18698ea0a98d.csv",",","","",",","","","0"
"a1a747313620b12257bb96f5b83f58f1.csv",",","""","",",","""","","0"
"S16sum.csv",",","","",",","","","0"
"56a829fa27bce685f519a860d37cb674.csv",";","'","""",",","""","""","0"
"7cff19d6164228d079527d048c158d51.csv",";","""","",";","""","","0"
"transparency_Spetember_Final_2-junior.csv",",","""","",",","""","","0"
"d08f527bf0e570ca1ca3722fde6c1143.csv",",","""","",",","""","","0"
"TC-KOH-1000C-4mg-KOH LSV-625.csv",",","","",",","","","0"
"Auto_Tone_sub302_day1.csv",",","","",",","","","0"
"a6c7a53679fa6e25c155e6c84d50e383.csv",";","","",";","","","0"
"2ee5f182d5a1e27ffd8235917ac74bc9.csv",",","","",",","","","0"
"f021e33539e99d587355abd3ce578e9b.csv",",","","",",","","","0"
"beis-epcs-500-august-2017.csv",",","""","",",","""","","0"
"8229515.csv",";","","",";","","","0"
"d0553a1293016675a3ca5ebc0c7b5992.csv","	","""","]","	","""","","0"
"63a25aed1eacc7d20a0ac742061c372a.csv","","""","","","""","","0"
"c83f2b0b6084258941f8206bffe58efe.csv",",","","",",","","","0"
"7cfc1f54e1a0d67be16a1d6aad4f4459.csv",",","""","",",","""","","0"
"UnSupPapersInfo_20190822.csv",",","","",",","","","0"
"460cc9e356037d8595d2793f7603eb4b.csv",",","""","",",","""","","0"
"1906IPOpaymentsb.csv",",","""","",",","""","""","0"
"kpi-occ02.csv",",","""","",",","""","","0"
"ed86d9dafeff02654854344f5f543293.csv",",","","",",","","","0"
"620ea9bcc344ebafcb89794425e07dc7.csv",",","""","",",","""","","0"
"Jun17.csv",",","""","",",","""","","0"
"7772c2280e59d225ff4dc5ba4f72d93d.csv",",","","",",","","","0"
"d5df2662f599301a66b4ae371b757de9.csv",",","","",",","","","0"
"a45a2016f173b087d7b872aee9b6c25e.csv",",","'","",",","""","","0"
"0f16c203755078f61d0dc9187f0a7404.csv",",","","",",","","","0"
"3e20ac68fdba272e67ffc7113ff396d4.csv",",","","",",","","","0"
"kfoinndr-datanndr-live-accounts-propertiesdec-2016barrow-nndr-live-accounts--properties2017-01-0.csv",",","""","",",","""","","0"
"HMRC_Spending_Over_25000_February_2015.csv",",","""","",",","""","","0"
"6cb256f074ecf897103c84866651610f.csv",",","","",",","","","0"
"d43bb22c86c8c7f484ebd85d41a9c681.csv",",","","",",","","","0"
"ministry-of-defence__30-09-2012__mod_20121210-Sep_2012_Navy_Command_data-U-junior.csv",",","""","",",","""","","0"
"f5ed5561383b7279a7ce7ac0f8ed0828.csv",",","","",",","","","0"
"kpi-ascof1e.csv",",","""","",",","""","","0"
"49404a39cfea8366f80ce331547dee4a.csv",",","""","",",","""","","0"
"e0251520cd1965eabd957ec4c91151d4.csv",",","","",",","","","0"
"406c3187e767872c51fe08642fa0db1e.csv",",","""","",",","""","","0"
"Local_Government_Districts_(December_2016)_Names_and_Codes_in_Northern_Ireland.csv",",","""","",",","""","","0"
"e76a4528a9bd9f6d350eaa36cac5cfb1.csv",",","""","‎",",","""","","0"
"Camp Palacios - Evaporation.csv",",","","",",","","","0"
"senior-staff-march-2020.csv",",","""","",",","""","","0"
"Intermediate_Zones_(December_2001)_Names_and_Codes_in_Scotland.csv",",","","",",","""","","0"
"fb0fdcef9889e377cafae35247f03e40.csv",";","","",";","","","0"
"41c286e87adf7b9f35e7ab94fdc49b53.csv",",","""","""",",","""","""","0"
"ec528289b2881f366920463d3d05120e.csv",",","""","""",",","""","""","0"
"ResultsOR30x100-0.25_10.dat__m29.csv",";","""","",";","""","","0"
"437e28ae547b77518155f164db9e6c8f.csv",",","""","",",","""","","0"
"30e077d4da65e784508245b8d2c488a1.csv",",","""","",",","""","","0"
"8222cbf0ddaaddafe054ac84683bf8bc.csv",",","","",",","","","0"
"b80d6bba6411e95fb3eec7a9cccc00f3.csv",",","","",",","","","0"
"Takakai2008-ch4-mod.csv",",","","",",","","","0"
"b431a0640a662a5b93f1ccccdd0f9ab8.csv",",","","",",","","","0"
"b586f0c1e34458310868f172309ede38.csv",",","","",",","""","","0"
"c5d7e273cc452631244fef34d1b930ef.csv",",","""","",",","""","","0"
"7102e30a06c11263200a73b1cea2c690.csv",",","","",",","","","0"
"e21fb12cee4b278f5de0a6d3ff45c5fd.csv",",","""","",",","""","","0"
"6e6295864d5b2fce69574c161f438a88.csv",",","""","",",","""","","0"
"799b04f03fc4dd5da6536173d789a89f.csv",",","""","",",","""","","0"
"01173939de9922f6df842304e5b70796.csv","	","","","	","","","0"
"69209ef0cb742cff5010a2086fd84031.csv",",","","",",","","","0"
"68a7b6f97a5dade6f48489ce741af808.csv",",","""","",",","""","","0"
"ResultsOR30x100-0.50_1.dat__m15.csv",";","""","",";","""","","0"
"Manaus_performancemetrics.csv",",","","",",","","","0"
"1e46da4e035471cae9c44f0b3f616cc6.csv",",","","",",","","","0"
"8635549b340ace079a251d479a00b938.csv",",","","",",","","","0"
"OpenDataBidsJultoSep2019.csv",",","","",",","","","0"
"7b52ea911726676e5e27bcf542767e70.csv",",","","",",","","","0"
"300917 Forestry Commission Organogram-junior.csv",",","""","",",","""","","0"
"ResultsOR30x500-0.75_7.dat.csv",";","""","",";","""","","0"
"ResultsOR30x100-0.50_5.dat__m17.csv",";","""","",";","""","","0"
"c652059ae51a18d688ff652816e2c678.csv",",","""","",",","""","","0"
"8722878e7a864d12ea6d5a6436ba41b9.csv",",","""","",",","""","","0"
"f0a34b71942d1e4ad636da1b85792595.csv",":","","",",","","","0"
"6d2eb7110a35c6ad6e706d79fe5fd44d.csv",",","","",",","","","0"
"57f71ce96ccf5f41283ec2fc13b4a759.csv",",","""","",",","""","","0"
"14ebd665d963c08e874c95938aeaf495.csv",",","""","",",","""","","0"
