Timestamp,Bear 1,Bear 2,Bear 4,Bear 6,Bear 7,Bear 8
42171.49954,0.296445413,0.273872628,0.273474412,0.277378404,0.277378404,0.296523345
42172.49954,0.249516406,0.243280053,0.245193957,0.25445816,0.25445816,0.265269126
42173.49954,0.238149715,0.227369275,0.227514424,0.236104633,0.236104633,0.246381221
42174.49954,0.22352891,0.211442127,0.207658805,0.215017271,0.215017271,0.233584279
42175.49954,0.194790511,0.178247569,0.179167845,0.186920417,0.173184058,0.19841357
42176.49954,0.175322747,0.159618711,0.162278318,0.16765215,0.153318567,0.182589055
42177.49954,0.162982329,0.147889498,0.151567323,0.150287509,0.141079242,0.172887
42178.49954,0.150802402,0.137689145,0.141538688,0.128828994,0.12992159,0.152137855
42179.49954,0.138522068,0.131759881,0.13028761,0.118745128,0.124069389,0.138543435
42180.49954,0.132680861,0.128706728,0.125091389,0.114445255,0.123190887,0.137053237
42181.49954,0.121163329,0.118364183,0.116554088,0.116106633,0.111830401,0.133721382
42182.49954,0.110922098,0.110162503,0.109923713,0.107615514,0.103373441,0.127766931
42183.49954,0.143914141,0.137287668,0.134599135,0.135513334,0.129024669,0.14080419
42184.49954,0.108342731,0.109603,0.108743862,0.106347676,0.097080478,0.115629322
42185.49954,0.099332115,0.103322837,0.101339049,0.097583231,0.087293138,0.135147443
42186.49954,0.087539152,0.092522129,0.092519778,0.086081966,0.077200641,0.136400839
42187.49954,0.083424324,0.087897829,0.087327685,0.079933187,0.070900981,0.12821696
42188.49954,0.089855471,0.093667479,0.092515116,0.083825897,0.075275569,0.134555805
42189.49954,0.071717211,0.08022752,0.080196325,0.07451395,0.061655068,0.114916522
42190.49954,0.06924523,0.077774146,0.078977554,0.071817331,0.061157802,0.10011599
42191.49954,0.077598792,0.090534142,0.089341536,0.084063882,0.072316005,0.111183955
42192.49954,0.081323473,0.100602909,0.103107303,0.102594528,0.091390179,0.126323797
42193.49954,0.125051296,0.127891611,0.123907508,0.128450621,0.116901965,0.147045733
42194.49954,0.138840128,0.13371518,0.132804447,0.140560685,0.126485236,0.143052284
42195.49954,0.1594342,0.158889141,0.155681036,0.157863239,0.14662339,0.151739626
42196.49954,0.133864808,0.131786659,0.128380885,0.133130443,0.120171177,0.145885105
42197.49954,0.099371029,0.102890075,0.103688529,0.108806682,0.09047444,0.137147039
42198.49954,0.080415071,0.088969792,0.091338748,0.090046295,0.074040661,0.124772666
42199.49954,0.073727393,0.083236745,0.086757066,0.079834454,0.066041492,0.116782725
42200.49954,0.065637697,0.079132653,0.081932139,0.076577005,0.061036776,0.10867894
42201.49954,0.058280857,0.073529423,0.074895663,0.069579938,0.054449111,0.100514502
42202.49954,0.04465897,0.064212658,0.061802479,0.059503493,0.045584366,0.090697365
42203.49954,0.044844331,0.060450502,0.06477567,0.059772449,0.047045686,0.093078953
42204.49954,0.052057922,0.067294663,0.069983465,0.065131757,0.051420614,0.097514402
42205.49954,0.039997205,0.059505982,0.060488911,0.0543277,0.042732418,0.068705738
42206.49954,0.039224793,0.055049459,0.056731445,0.050884067,0.039800657,0.065475852
42207.49954,0.04298053,0.056467735,0.058864332,0.052186806,0.041318169,0.065658959
42208.49954,0.033671957,0.050576306,0.050351126,0.04594962,0.034854469,0.056527346
42209.49954,0.028803668,0.047450037,0.045574368,0.042117526,0.031127314,0.054665384
42210.49954,0.024690504,0.043479277,0.042584422,0.039312231,0.028369796,0.0515237
42211.49954,0.024155949,0.039859721,0.039545443,0.03630296,0.02517769,0.04879797
42212.49954,0.023662541,0.035831783,0.035713942,0.036345423,0.023685012,0.049895021
42213.49954,0.02345306,0.038300396,0.038841961,0.036103554,0.023727565,0.050385975
42214.49954,0.023399434,0.035508278,0.035076122,0.03348402,0.023649527,0.044956852
42215.49954,0.023101187,0.030545027,0.029356875,0.029096102,0.023597212,0.040846066
42216.49954,0.022693461,0.027220598,0.026769043,0.026803496,0.0235793,0.038119156
42217.49954,0.022243769,0.023707868,0.019808543,0.020299394,0.023430699,0.033902019
42218.49954,0.02179284,0.02095308,0.013245164,0.012283051,0.02314406,0.027264542
42219.49954,0.020981941,0.019507374,0.011486655,0.013891926,0.023038859,0.026815362
42220.49954,0.020109327,0.020085381,0.014343578,0.023089091,0.022963094,0.029104605
42221.49954,0.018954865,0.020033031,0.012232365,0.0173869,0.0228085,0.025756252
42222.49954,0.016742972,0.013135239,0.010129189,0.014962888,0.021649579,0.027949843
42223.49954,0.023888167,0.021350779,0.018573905,0.042720571,0.038987013,0.038728663
42224.49954,0.037393236,0.042211761,0.039466027,0.069666992,0.062396131,0.050652907
42225.49954,0.033952261,0.036566473,0.033661238,0.061787904,0.054384447,0.043689146
42226.49954,0.031719252,0.033160213,0.029401791,0.056255156,0.04983141,0.039787385
42227.49954,0.026367599,0.024936029,0.022767067,0.041024711,0.035735467,0.037526575
42228.49954,0.020241763,0.014417829,0.012696291,0.017787509,0.019737222,0.036834038
42229.49954,0.020480823,0.013146189,0.013652988,0.016592361,0.019914693,0.035798842
42230.49954,0.017682502,0.011101212,0.013304696,0.015668419,0.01914306,0.035208847
42231.49954,0.015088578,0.009265331,0.013221226,0.014538111,0.018090286,0.034018888
42232.49954,0.014094819,0.006444189,0.012863646,0.009671761,0.015178863,0.030340299
42233.49954,0.014012775,0.006942275,0.012608988,0.007782471,0.014214759,0.029583572
42234.49954,0.014200977,0.009819093,0.012403583,0.008912639,0.014964624,0.030425029
42235.49954,0.015503779,0.011516517,0.01229165,0.009609478,0.015095732,0.030885746
42236.49954,0.014338261,0.010871249,0.012109924,0.006753447,0.01361359,0.028794276
42237.49954,0.013942303,0.010381229,0.011879973,0.005336647,0.012681663,0.027035139
42238.49954,0.013826329,0.010179394,0.011616392,0.003309042,0.011783102,0.025497981
42239.49954,0.013849163,0.011040911,0.011333588,0.004203459,0.01218183,0.025272192
42240.49954,0.013618192,0.010978312,0.011187423,0.002959849,0.012020044,0.024861499
42241.49954,0.014446749,0.010656779,0.011099696,0.004576419,0.012470061,0.024913742
42242.49954,0.015735316,0.011087924,0.010978793,0.007836336,0.014133062,0.026950268
42243.49954,0.022795706,0.021746359,0.018199627,0.032860581,0.032592103,0.041328604
42244.49954,0.026006613,0.028630306,0.024103098,0.044173459,0.041835973,0.044281653
42245.49954,0.020945698,0.021751533,0.015949971,0.026862217,0.028738991,0.030201131
42246.49954,0.019017763,0.019799991,0.013573324,0.022680442,0.025640674,0.026824079
42247.49954,0.014370442,0.014963849,0.012421309,0.011319808,0.014976989,0.024701069
42248.49954,0.010443971,0.010704033,0.012053383,0.00354738,0.008050569,0.022996961
42249.49954,0.009713569,0.009354761,0.011967788,0.003329495,0.007270824,0.021883092
42250.49954,0.009516915,0.008759831,0.011822291,0.003215188,0.006863394,0.021443506
42251.49954,0.010151209,0.008855466,0.01162917,0.003157056,0.006728987,0.021549882
42252.49954,0.009906454,0.008873903,0.011425217,0.003073004,0.006532732,0.021367395
42253.49954,0.010589395,0.008834849,0.011123946,0.003002087,0.006366041,0.021436946
42254.49954,0.010914257,0.009835963,0.010859262,0.002855876,0.005693477,0.020567694
42255.49954,0.010753738,0.010098338,0.010622591,0.002784699,0.005365218,0.020025518
42256.49954,0.011696067,0.010051257,0.010451895,0.002731973,0.004993224,0.019536867
42257.49954,0.011516456,0.008174019,0.010232592,0.00268055,0.004337594,0.018901561
42258.49954,0.009178127,0.005685897,0.009954437,0.002598747,0.004302852,0.018519979
42259.49954,0.010414582,0.009231426,0.009679215,0.002520085,0.004536136,0.017993862
42260.49954,0.010347319,0.008857853,0.009383821,0.002454154,0.004552505,0.017670851
42261.49954,0.01017132,0.009382683,0.009162808,0.002417159,0.004555889,0.017989817
42262.49954,0.010168897,0.010212997,0.00911476,0.00236586,0.005422212,0.019664473
42263.49954,0.01056551,0.010202293,0.008820629,0.003441245,0.006366625,0.023164749
42264.49954,0.01050076,0.010639982,0.008499141,0.003906263,0.00546194,0.023418207
42265.49954,0.016573231,0.019469002,0.013692291,0.020182298,0.020289661,0.02377399
42266.49954,0.021538651,0.024076001,0.017909878,0.029076923,0.029274577,0.02257634
42267.49954,0.020229758,0.021914426,0.015954619,0.026079392,0.026665433,0.020340713
42268.49954,0.019596667,0.020309225,0.014761428,0.024043672,0.025120165,0.01911846
42269.49954,0.019260969,0.021151464,0.014175093,0.023016251,0.024188035,0.018385052
42270.49954,0.018944832,0.019326064,0.013566348,0.021989013,0.023313319,0.017596222
42271.49954,0.018752759,0.017484974,0.013080062,0.021367622,0.022644921,0.017073855
42272.49954,0.018510611,0.016923069,0.012725032,0.020947778,0.02215391,0.01665377
42273.49954,0.018340593,0.017474096,0.012501285,0.020680075,0.021942125,0.016301945
42274.49954,0.018584532,0.017367781,0.012680615,0.020774159,0.022503754,0.016425959
42275.49954,0.019384812,0.018405168,0.01383995,0.022453345,0.024257621,0.017699522
42276.49954,0.018885194,0.017222411,0.012902315,0.020741519,0.022764043,0.016466933
42277.49954,0.018738628,0.016905352,0.01292205,0.020312708,0.022819323,0.016348597
42278.49954,0.01866321,0.016813858,0.012827115,0.020317651,0.022588409,0.016291918
42279.49954,0.022903011,0.027906584,0.019804788,0.032474026,0.033599501,0.025848341
42280.49954,0.040766061,0.056348472,0.05173314,0.081877796,0.073974957,0.064364098
42281.49954,0.032379183,0.045826109,0.03813161,0.06457812,0.055936322,0.04637134
42282.49954,0.026206096,0.030235036,0.025113772,0.045986716,0.040507568,0.032781488
42283.49954,0.023601721,0.024965151,0.021306795,0.038604304,0.035338694,0.028160296
42284.49954,0.021824289,0.022838795,0.01925539,0.034810482,0.032405921,0.025723753
42285.49954,0.020670082,0.021402088,0.017309431,0.030926398,0.02983005,0.023533035
42286.49954,0.019928552,0.020770014,0.016480229,0.029225093,0.028389996,0.022534758
42287.49954,0.019328895,0.02022464,0.015575455,0.027109233,0.027163419,0.021476567
42288.49954,0.018729009,0.018980204,0.014603977,0.025208486,0.025826527,0.020160075
42289.49954,0.016703359,0.017426638,0.013876079,0.023826333,0.024875082,0.019137694
42290.49954,0.016869101,0.01666469,0.014009353,0.024107752,0.025368324,0.019253241
42291.49954,0.016942639,0.016274973,0.013497135,0.023450335,0.024765365,0.018843959
42292.49954,0.017048846,0.015477222,0.013045135,0.022707455,0.024017759,0.018033452
42293.49954,0.016862645,0.014799858,0.012942342,0.022521767,0.023875867,0.01788844
42294.49954,0.016872329,0.014783322,0.012616428,0.022235091,0.023549958,0.017626421
42295.49954,0.016522655,0.017510581,0.012686959,0.022565597,0.02373128,0.017933745
42296.49954,0.017350451,0.021701619,0.014092554,0.024959014,0.026007038,0.028279151
42297.49954,0.019160886,0.02306357,0.01774816,0.031345549,0.031644916,0.01181745
42298.49954,0.018461128,0.020310687,0.015923338,0.028175397,0.02876008,0.021583818
42299.49954,0.018295732,0.018824386,0.014507057,0.025617717,0.026721512,0.019514532
42300.49954,0.017814904,0.017971554,0.013989899,0.024645592,0.025799498,0.018726684
42301.49954,0.015583638,0.014329086,0.01233881,0.018113061,0.019765973,0.013661809
42302.49954,0.016030066,0.014842391,0.012295994,0.020299394,0.021547136,0.015118865
RAW TOTAL,17.15226959,16.77775407,17.03034797,17.11921343,16.78272373,19.26340099
