Deal ID,Peer ID,Leg ID,Enron Entity,Counterparty,Instrument,Buy/Sell,Nature,Deal Date,Deal Start Date,Deal End Date,Deal Time Zone,CP Deal Number,Fixed Price,Instrument_1
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
51353.2,51353,2,EPMI-LT-NW,BPA,OPTION,B,P,1997-07-02 15:47:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,,21.6,OPTION
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,32.41,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,32.41,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,32.41,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
67492.3,67492,3,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-31 11:35:00,1997-12-01 00:00:00,2019-04-30 00:00:00,PPT,,31.55,FORWARD
