Index,Label,Date,Type,2001-11-01 00:00:00,2001-11-02 00:00:00,2001-11-03 00:00:00,2001-11-04 00:00:00,2001-11-05 00:00:00,2001-11-06 00:00:00,2001-11-07 00:00:00,2001-11-08 00:00:00,2001-11-09 00:00:00,2001-11-10 00:00:00,2001-11-11 00:00:00,2001-11-12 00:00:00,2001-11-13 00:00:00,2001-11-14 00:00:00,2001-11-15 00:00:00,2001-11-16 00:00:00,2001-11-17 00:00:00,2001-11-18 00:00:00,2001-11-19 00:00:00,2001-11-20 00:00:00,2001-11-21 00:00:00,2001-11-22 00:00:00,2001-11-23 00:00:00,2001-11-24 00:00:00,2001-11-25 00:00:00,2001-11-26 00:00:00,2001-11-27 00:00:00,2001-11-28 00:00:00,2001-11-29 00:00:00,2001-11-30 00:00:00,TOTALS,
20,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,
20,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,
21,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,
21,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,
22,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,0,0,-168,
22,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,0,0,0,-50400,
23,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,0,-168,
23,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,0,0,-50400,
24,MID1-MID (EPMI) (NP Daily) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,-400,
24,MID1-MID (EPMI) (NP Daily) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8800,0,0,0,0,0,0,0,0,0,0,0,-8800,
25,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,-168,
25,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,0,-50400,
26,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,0,-168,
26,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,0,-50400,
27,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,0,-168,
27,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,0,-50400,
28,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,0,-168,
28,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,0,-50400,
29,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,0,-168,
29,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,0,-50400,
30,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,0,-168,
30,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,0,-50400,
31,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,0,-168,
31,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,0,-50400,
32,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,0,-168,
32,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,0,-50400,
33,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,0,-168,
33,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,0,-50400,
34,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,-168,
34,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,0,-50400,
35,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,-168,
35,MID1-MID (EPMI) [LTDeal#1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50400,-50400,
36,SCL-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,
36,SCL-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,
37,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,-800,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1600,
37,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,-23200,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46400,
38,BCHA-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,-800,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1600,
38,BCHA-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,-23200,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46400,
39,SCL-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,
39,SCL-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,
40,PSE-MID (EPMI) ) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,
40,PSE-MID (EPMI) ) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,
41,SCL-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,-1600,
41,SCL-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,-23200,0,0,0,0,0,0,0,0,0,0,0,0,0,-46400,
42,BPA-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,0,0,0,0,0,0,0,0,0,-800,
42,BPA-MID (EPMI) (BOM) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,0,0,0,0,0,0,0,0,0,-23200,
43,PSE-MID (EPMI) [BOM] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,-800,0,0,0,0,0,0,0,0,0,-1600,
43,PSE-MID (EPMI) [BOM] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,-23200,0,0,0,0,0,0,0,0,0,-46400,
44,PSE-MID (EPMI) [BOM] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,-800,0,0,0,0,0,0,-1600,
44,PSE-MID (EPMI) [BOM] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,-23200,0,0,0,0,0,0,-46400,
45,PSE-MID (EPMI) [BOM #1] E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,0,0,-800,
45,PSE-MID (EPMI) [BOM #1] E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,0,0,-23200,
46,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,0,-800,
46,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,0,-23200,
47,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,0,0,-800,
47,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,0,0,-23200,
48,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-800,-800,-1600,
48,PSE-MID (EPMI) (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23200,-23200,-46400,
50,MID-EPMI [Deal #1] E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Quantity,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,5040,
50,MID-EPMI [Deal #1] E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Price,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,55104,1653120,
51,MID-EPMI (BOM #1) E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,36,36,36,36,0,36,36,36,36,36,36,0,36,36,36,0,36,36,0,36,36,36,36,36,720,
51,MID-EPMI (BOM #1) E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Price,0,0,0,0,0,0,1180.44,1153.44,1153.44,1047.24,0,1209.96,1209.96,942.48,893.88,797.76,797.4,0,747.72,639.72,639.72,0,784.8,784.8,0,865.8,909.72,1153.44,1201.32,1201.32,19314.36,
55,MID-EPMI (BOM #1) E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
55,MID-EPMI (BOM #1) E F Enron_MTA Non_Physical,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
57,MID-EPMI (NP Daily) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
57,MID-EPMI (NP Daily) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,12400,12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
58,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
58,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
59,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
59,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
60,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
60,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
61,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Quantity,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,
61,MID-EPMI (BOM #1) E F Enron_MTA Energy,2001-11-01 00:00:00,Price,0,0,0,0,0,0,0,0,0,0,0,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24800,
