filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
3e05f304b077fae20b2657706cd7fb99.csv,",",,,0.029782935
3e5401b6e3bc6f765c4c713f8dd33f04.csv,",",,,0.091364196
3e9e4df74d1746bb51a936a8267ad60b.csv,",","""",,0.335537048
3ea8b2e29bde112543cc9f00aff2a8e4.csv,",","""",,0.043159381000000004
3f1399d4f54af1fb0d5a7c39e37648cb.csv,",",,,0.019402919
400a6054d2ccafaa4813dd87cc9e5785.csv,,,,0.020854641
42d5e7009b463b5088971d812762bb61.csv, ,,,0.027338882999999998
44f178518f0355703651e02fe53cb7e7.csv,",",,,0.023103682
4587889f4d3cb988a278b50a3da3df75.csv,",",,,0.022248031
465fae08818691cff9156f5739c577dc.csv,,,,0.0021379009999999998
469112555b99e127e883b6820a85cfef.csv,	,,,0.027140424
472873842347eaa80e6d686ac79adf84.csv,",","""",,0.024210192000000002
4900cad46e1adfba0a236e060927f0cc.csv, ,"""",/,8.495957579
491af9a0a0cc7468d6a4a052349ec758.csv, ,,,0.069447385
49ea2eaae7aaa471ab5a331d650d2f05.csv, ,,,13.318888112
4b161c5140c57d869eac9576684dc22a.csv,",",,,0.042276510999999996
4bba91a235c5b7ce57df2b989327319f.csv,",",,,0.028038364
4bd18544eb094bbc812279123ddf6d27.csv,",","""",,0.018503989
4bd482a35c87618a95301e65db97e50d.csv,",","""",,0.040843501
4bdc2701cd1d5ee787e46feb38ce10be.csv,",",,,0.033947046999999994
4d3eeef7d8d968c5e7a826d19abad903.csv,",","""",,0.042188431
4d3f5e8f35fc7de4687e200585c76c8b.csv,[UNK],[UNK],[UNK],0.29961096
4d86860cd2a803df7b3f365a2cb694fe.csv,,"""",,0.001723961
4de6d489a8bfa1dc9da276293a8781f7.csv,",","""",,0.21109812500000003
5040383ff83445b0e7a295f263c2e2db.csv,",",',,0.46124042
51b2554eda750b3c63a1e0383c929556.csv,;,,,0.153634407
5210d2fc4241c6435419b1371233eae7.csv,",","""",,0.064220683
532b3b7ca7b1cb462f1df75aad5aa1f7.csv,",",,,0.026143283
533776559ba2f2620b85cdd8b93edbdd.csv,",",,,0.090985846
53d8e1f6f729a2ce0902780bea87c1df.csv,",",,,0.037360489
541423788fa872a167e9ab3f401efeec.csv,",",,,0.030416804999999998
546a0a8dfef0a48097e9e34d1ff679dd.csv,",",,,0.110688345
549913ae96e498f4b91784178811285e.csv,_,,,0.019025329
55030f70223e7212893c572158e6add0.csv,",",,,0.024344962
55a5ad01a9cf0df4999fc96a840a23a3.csv, ,"""",,0.02093149
55c05e1d736933ff6096ef647e65ab31.csv,",",,,0.094409577
55ec80fc2f264165ed1f3b18ee488c0c.csv,",",,,0.027079963999999998
575fb20e41ab2c6b8478a629fbe3c1ef.csv,",","""",,0.032157896
57acfe07540271936e53cc9dc83ee71a.csv, ,,@,2.027361664
5854d80596c824c8cbdfdfc05a030f11.csv,;,,,1.685621063
587d62098c982a80942dc972c887ae1e.csv, ,,,0.018875949
58fb7c7f194afc96abbb62c713089b05.csv,",",,,0.473865327
5913e3a7dc64176c9f727444cb83751a.csv,",",,,0.023727831999999997
5adeca820a3616826f57f89918f396ef.csv,",","""",,3.1001401310000003
5b1f322f50bef620b1768c1f5817f7b0.csv,",",,,0.7673396840000001
5b95d023efc9d8eeeb66289afa168333.csv,,"""",,0.06552738200000001
5bfba0527bc4f3e74129fc86afec30a5.csv,",",,,0.025284512
5d1b7ec552ef8383cda2fe834d1b1687.csv,;,"""",,0.941645741
5dbd20405bc2f711b11906d32671a4bf.csv,&,,,0.008753885
5df6a709ebab4d1f744ae05633757cdb.csv,",",,,0.710114186
5e830d79539d66020eea5d4907cf866e.csv,",",,,0.004081221999999999
5e8748e16348a3ad9cfec3b723aa11ca.csv,,,,0.22276263199999996
5eb54eb97773bdfbc351c3e30a56d38f.csv,",","""",,0.010533475000000004
5ec8f2262eff6f1f2c01e83bccbd3be7.csv, ,"""",,0.008692073999999998
5f2170363117ff7d01fd73c2f2aa23ae.csv,",","""",,0.0048630420000000014
5fdf5efc6e2359182ce567ec29035f0d.csv,",",,,0.108961624
60fff744f88feb26ae93f0fc826d51b4.csv,@,,,0.003476822000000001
618e1dba64139d061ac6d6ad4468d71b.csv,",",,,0.0016072909999999968
6208e24abb40f6dcecc310d58ecd7a99.csv,;,,,0.13293012599999998
6326cc5a8cc67283e77ee50bf2d63612.csv,,,,0.992751216
6367b9c5338b9a035a221cfffd928e92.csv,>,,,0.023283882
63cec60ce5d948115f871e1bca44c049.csv,",",,,0.32379210199999997
67656f6290e65c9b94c71c686ae1776a.csv,,,,0.00024182999999999844
6790fbb9c64d75def0ecbaf4d960671f.csv,",","""",,0.002151831
67992707eaa3f2c77a9b39ba5b0bc3b8.csv, ,,@,56.632563584
69de6a12bb097d6743d0a11a0ab4ebdb.csv,	,,,0.004448851999999996
6b2bc1f02fdbf06fed57d6459649aa90.csv,",","""",,0.11649094899999998
6b859cdfacec1e19e1ccd9a3a95c00cb.csv,",",,,1.8638033429999998
6bf291a2254988edf944dd0e8da6b63f.csv,_,,,0.022604680999999998
6bfa1ac69cea7523458e8adbd328231c.csv,,,,0.00046093999999999996
6c348e7c94e9f2f3b79cae4b7d459587.csv,+,,,0.005336312999999995
6c912990d311afcead6741a3cca5b614.csv,",","""",,1.188914605
6cce000fd6e65eb5ef37635bfea7d8b7.csv,",",,,0.111413086
6e39a7bd0a664b2239e771f0084bd784.csv, ,,,0.004030742000000004
6ec9c3d39438944aba0699b767b3a087.csv,",","""",,0.46691376399999995
6f1f28cb5d6ae48a8aaaacafd28fe66d.csv,[UNK],[UNK],[UNK],0.002449040999999999
6f25ab2efa8e52659525955d8d50b5a1.csv,",","""",,0.316740538
6fe10b4fb8bc62ff4c0e1364bf48ccf8.csv,,,,0.00021721999999999714
7044d944ff52597d8b2e31d87d9424a5.csv,",",,,0.223721952
70e390fb5b8c80ecc96a3135f3273375.csv,",","""",,0.027328343999999997
71128d0535f15eeb427e128e34d7b2f6.csv,",",,,2.802330922
71e7e572a2cb546b2a00f02a3064cabe.csv, ,,,0.008702733999999997
72d83e8d242dca63851b0e86f96f2e32.csv,",",,,14.864890425
72fadb903e824832a1b9c79dceb99cd0.csv,;,,,0.09434746799999999
73b68473221f97c507469f6eadc13dcd.csv,,,,0.06032778
7480b6fd3f6ec3f5357e360b9430aebd.csv,",",',,0.009063664000000003
74e435d9c819026919959f0de66df226.csv,",","""",,0.20752394400000002
757374a63cc1633addaf278e26da692b.csv,",",,,0.0074819840000000006
764f269a80b5ce851bea9ea88a08f777.csv,",",,,0.090136125
782c00cae335c28941d4fa0624db80c9.csv,_,,,0.054077947
79286d83ca90ad0d8e2b17e38456e802.csv,",","""",,0.003995082000000004
7ae19ba1075239a7838fd3f8624e96f1.csv, ,,/,2.276278799
7c0a135510e6fbdb5f88f4625e2c8d67.csv,",","""",,0.015923028
7cf6b191f2f116e509d150d8681a9521.csv, ,,,0.020912190999999997
7d213d5e011f1f6c2db6d8b76646624e.csv,",","""",,0.0188749
7de93ce05f3cf5400263961cacf8175b.csv,",",,,1.2245092329999998
7eac884dce9628e4a003f3b33b66e624.csv,",",,,0.05340402599999999
7edfd2dbab3b6a7913f3f4adec5ed8a5.csv,",",,,0.046751243
7f4dc48a557be7be2576afac43a25340.csv,",","""",,0.012866796
7f9d71d21ca53cb4a878ef55c27478a9.csv,",",,,0.007358813999999998
81418eaf16ba2ac1e6e477774abf4b13.csv,",","""",,0.9950153170000001
816ff6c73afc9a47bce7fe1b21c53928.csv, ,"""",,0.010492795
8259b09e53c4c40fdfed97cb5a99ee21.csv,,,,0.0006161999999999973
826519f001438ca2b5b1137ad4e81b62.csv,:,,,0.128300884
82c720b7091979e27a4de867d0a557d7.csv,,,,0.021056650000000003
82f136a9cf1d15d5cb4b24fb65dd46bf.csv,",",,,0.029879835
8344e5fc7ca2871688a82e6e93f2a42b.csv,",",,,0.026678823000000004
84e0e8fa769313739edfa997bc5a5582.csv,#,,,0.0014151000000000025
854532a6f5f9d7b7ac8d91760f20a3c6.csv,",","""",,0.10543317299999999
87902380fdf7e26622468bd588c2bf8c.csv,",","""",,0.003192651999999997
890ff6b2aa070e9340368a16d57dab44.csv,",",,,0.0025993009999999983
89704b757af5006db23ab7945d2cafee.csv,",","""",,0.029505105000000004
89c2d64f40fcffcd53eff734355c8293.csv,,,,0.0017596009999999995
8a33c75b24ced99e7830b587ce149489.csv,",",,,0.01865601
8d8ed3aec65d8594aeb1efa0471daac6.csv,",",,,0.006393503000000002
907fbee3b708b0c89a45fcb8ba2ebc6f.csv, ,"""",,0.47744098900000004
91df1e3681e51cd984c9f53b37232c08.csv,|,,,0.08938048500000001
922d75b02da0d98e2ccdd85ec365a47e.csv,",","""",,0.003724582000000004
924599c77f339d21942d261422922fb4.csv,",",,,0.436984148
92f7a36c3681e9823d7537cfbf8827c2.csv,",","""",,0.0029862810000000004
94711673323da241da3639ecf4736230.csv, ,,/,1.835171248
96938b13b63f77847d0627afe88cc330.csv,,"""",,0.066007183
97501bd3a53a5cc72e8e0b57c04cf85d.csv,",",,,0.08475914300000001
97e2213f490fe873f71325c1dd4cb9d5.csv,:,,,0.092971217
98188ac97171ffd9ee329f0532e13a8a.csv,",","""",\,0.262064611
98d3030b01f6ae7bf8a016432eb9bb2d.csv,",",,,0.649906325
9ad7149dbb6bd68ca0c21c8532ccd1d3.csv,#,"""",,0.05548134700000001
9ad74b9e90889f53e3710cbe43b83b0d.csv,",",,,0.14109594
9c0e3ae242394b52473ef0f44c8af036.csv,",","""",,0.173796157
9c8e1b53c3d8d1ab1acfc26540869b1b.csv,;,"""",,0.325554212
9ca9dab48b7725ad2a6901335e09e184.csv,",",,,0.23952696
9d025eb9ad4c850fb2d9c53a66390ccf.csv,",",,,1.722378422
9dda17405efc7f39e7ac54bc593ef866.csv,",",,,0.6111636149999999
9e52c53c4adc45c0fb1cc509ca1ae4bc.csv,",",,,0.007632123999999997
9f01b3ff59ed358e96c8d7251504a485.csv,",",,,0.061881801
9f7cc4d2db56da61138141bab81722e1.csv,",",,,0.000972439999999998
Copy of Social Worker agency spend 2015-16 data mill.csv,",","""",,0.007062763999999999
D16-142 X_0 NiFe2O4_1.csv,",","""",,0.358640299
D16-144 X_0.4 Ni 0.6 Zn 0.4 Fe2 O4_1.csv,",","""",,0.36339522199999996
D16-145 X_0.6 Ni 0.4 Zn 0.6 Fe2 O4.csv,",","""",,0.360727661
D16-147 X_1.0 ZnFe2 O4.csv,",","""",,0.226152863
GPC_DCLG_July_2013_for_publication.csv,",","""",,0.066079903
GPC_transparency_data_dec_2012.csv,",","""",,0.950364155
GPC_transparencydata_October2013.csv,",","""",,1.75894302
London_Brownfiled_Register.csv,",","""",,5.7243259140000005
N_181113nR.csv,",",,,0.194042267
N_LA05_0R0_0R2a.csv,",",,,0.206603493
N_LA05_0R2_0R5a.csv,",",,,0.332597617
N_LA05_0R2_0R5b.csv,",",,,0.333608576
N_LA05_0R5_1Rb.csv,",",,,0.328275094
N_LA05_1R_2Ra.csv,",",,,0.331657026
N_LA05_1R_2Rb.csv,",",,,0.207001924
N_LA08_0R0_0R2a.csv,",",,,0.327471594
N_LA08_0R0_0R2b.csv,",",,,0.329601345
N_LA08_0R2_0R5a.csv,",",,,0.328190894
N_LA08_0R2_0R5b.csv,",",,,0.32433292199999997
N_LA08_0R5_1Rb.csv,",",,,0.327202553
N_LA08_1R_2Ra.csv,",",,,0.328346124
N_LA08_1R_2Rb.csv,",",,,0.205138622
N_LA08_2R_4Ra.csv,",",,,0.205048562
N_LA08_2R_4Rb.csv,",",,,0.321446591
N_LA14_0R0_0R2a.csv,",",,,0.322375121
N_LA14_0R0_0R2b.csv,",",,,0.206904573
N_LA14_0R2_0R5a.csv,",",,,0.32622467299999997
N_LA14_0R2_0R5b.csv,",",,,0.329086795
N_LA14_0R5_1Ra.csv,",",,,0.327764144
N_LA14_0R5_1Rb.csv,",",,,0.33975007999999995
N_LA14_1R_2Ra.csv,",",,,0.33131796599999996
N_LA14_2R_4Ra.csv,",",,,0.306149753
N_LA14_2R_4Rb.csv,",",,,0.327730994
PLA_3%Talc-1hz.csv,",",,,0.12319342200000002
Specimen_DadosEmBruto_1.csv,;,"""",,0.871165376
Specimen_DadosEmBruto_10.csv,;,"""",,0.9474510140000001
Specimen_DadosEmBruto_6.csv,;,"""",,0.882449622
Specimen_DadosEmBruto_7.csv,;,"""",,0.809879255
Specimen_DadosEmBruto_9.csv,;,"""",,0.65899717
TC-KOH-1000C-4mg-KOH LSV-1600.csv,",",,,0.12743110399999996
TC-KOH-800C-4mg-KOH RRDE-1600-01.csv,",",,,0.12688569300000002
a188fdeac54ca9282d28d813e3cdd5c6.csv,",","""",,0.0036498120000000023
a27159c94e2448e33e771b21cb3de299.csv,",",,,0.281375811
a2e2e745df43bc3fa9a5bbf30070fe5c.csv,",",,,0.09157881599999998
a2ede1e93632314c2b7f4f0f89cf5a4d.csv,",","""",,0.216812268
a33fe7be8b6e2755cbe5acd3a2517b5d.csv,",",,,0.08651120300000001
a3bf66c7894490efd42649063d9db17a.csv,",",',,0.00869925399999999
a6ccf7aa7958dce6bfce0f0a3ebd948f.csv,",","""",,0.001763971000000003
a7546fcd05c152e92d17a8992ecf3029.csv, ,"""",,0.504524933
aa2a0c06203781dba15abc2a2b222852.csv,",",,,0.18552705299999997
aa2fe909c730e5282c0b3d1b1fedcf18.csv,",",,,0.138089089
aa2ff679dfe00ac56fa088a1df3c9dfc.csv, ,,,0.019971039999999995
aa5b07ecc8b1375e085b17ae6a76ebad.csv,",",`,,0.0014293900000000304
aac3cf2c02ecbd8742eb6786a5b48242.csv,,,,0.0007734400000000141
ac0d153214a44ecc9a3498133c3715e1.csv,",","""",,0.015226147999999995
ad8602acb7f1417aba5c3da916c3211a.csv,",","""",,0.056861088999999976
adccb460f62695dc22be087200f39d9c.csv,",","""",,0.10028008
ae69a08e0b82dbd5386b97fa05c78252.csv,:,,,0.00808065400000002
ae944208f1195083f47169c2da14d896.csv,",","""",,0.6673433129999999
af262cc8bfe0117d94a86be9d7cbe0da.csv,",",,,0.18114573
af501d524d6b00b234227cc5fe6963bc.csv,",",,,0.0036226220000000198
agency-staff-costs-schools-2020-21-quarter-3.csv,",","""",,0.037672649
b03f4bf1f9f90b108e84aa6397a045ea.csv,,,,0.00016536999999999802
b06537a229991abcc9dc8273fbe3d12d.csv,",",,,0.020643479999999992
b0a0a3226b961ddb64d804cf6516a80a.csv,",","""",,1.27884706
b12588bd37ed3005583557ada0478f03.csv,",","""",,5.351769997
b142ad5ab3d82232bed8b9fc57a3be96.csv, ,,,0.11229260599999996
b1514f87606f0c6a02ad86dcd5d51118.csv,",",,,0.00831033400000003
b3e8c80e176113ea7bc5d300f70e4a6e.csv,",",,,0.003656972000000036
b3fb59ef5d07246c1a0f7765daa80a24.csv,#,"""",,0.0046373120000000045
b44cdcd61d2c55d3f0117eaebcec56f2.csv,",",,,0.06009851999999999
b51c2c9fe719977f2fb18791be1de0ef.csv,",","""",,0.06848173399999996
b7bd35e43908f9c31c8d846cc9ae7c92.csv,",",,,0.016711079000000018
b7f51375841285b805b34f3b12b9eb08.csv,-,,,0.01976439999999996
b8533923974190f66bbf59137781a732.csv,:,,,2.622145052
b92cb24845a34c50d83fafdc31f5e475.csv,",","""",,0.276834928
b9f44268494906dd59a46798f20c5f13.csv, ,,,3.676696529
ba99580e38b71ff1a7ad693226837e72.csv,",","""",,0.02675597299999999
bb596a1fb392375f3954c51042056803.csv,;,,,0.842206121
bbdb0af1454d313acf57651489998731.csv, ,,,0.0011143999999999599
bc1ee97eb0b0c481b803ad6b1e3ec829.csv,	,,,0.151755776
be2a5272e693c352a63bdd81f5359525.csv, ,,,2.446100194
bfbc441888d2051d6a8a5d4f73a17659.csv,#,,,0.785224633
c02633706c63bb0ee63dfc3acd0c950f.csv,",",,,0.016552228999999974
c1a62ebcaafdcfc4377767c1cf94b32b.csv,",",,,0.0010333800000000282
c20884d44f53f95e24cf248d5fa0e3c2.csv, ,,,2.377712969
c24073ec7ae2c235ec172c15c05c362c.csv,",",,,0.36642744299999996
c3498e64bbb2a891fbcda5a67d24daf0.csv,;,',,0.11433637800000002
c36c498bdbe763edf3f507f5492eccc9.csv,",",,,0.12894902399999997
c470c53c053df911cb7b85eac7517e13.csv,",","""",\,3.031365616
c6e27821bbc60d0c0c6f92f9c53f2c42.csv,,,,0.011292325999999964
c7c4b1ccd958ea2d3ecd0d85d011a593.csv, ,,,0.10975718500000003
c8e63a8f690adb37e1b6bdfa8444e6d9.csv,",",,,0.150962396
c996dfd5766e3f7585f1691bd280f9e9.csv, ,,,0.005639911999999969
ca0b7b76074b9dc55d7c458ea3e11e0c.csv,",","""",,0.009560033999999995
cc0b7aebf79c892bfe0b5e9947b4c739.csv,[UNK],[UNK],[UNK],0.006535644000000007
cc18f599e9a6e4c287e91092b56084da.csv,",","""",,0.24615487300000005
cc32bc2308c734f4dad4014621d5c3dc.csv,",",,,0.002410531000000049
ccff7cd29e755eeedc416b96aba73f2d.csv, ,,,0.102102321
cf8280b93f2f63d6a4934454b2e9f494.csv,;,,,0.010917104999999983
cfa73db81b8aa29a1426d2d9fa66c2bb.csv,",","""",,4.504362443
cfa8bf39f7554956249b71b467041e71.csv, ,,,1.148162425
d0bbe59a6055adfa5d7facdae65b73b4.csv,;,,,0.14676144300000005
d0d9256edc66dafb62f4b4fa1eabefd2.csv,,,,0.00020372000000001833
d123b3a418dec97bb58549acbddd04c6.csv,",",,,0.004943211999999975
d3080ce984cdde1af14a1b9e77607605.csv,",","""",,0.007501323999999976
d351b4f4e209b51c8b10a95c0bd3c469.csv,",","""",,0.07058003600000001
d3990edd607a5dbca409c9b35edf07b2.csv,:,,,1.9315059769999998
d4345ba1ae70d198caba2e6fc302cf62.csv,",",,,0.010606824999999986
d57e07cb3d6e23e4dc04edf4ae5a0d66.csv,;,,,0.061658531000000016
d6ff8682dbd268565c2be06c686b4501.csv,-,,,0.030872536000000006
d71ecbd2a48365c0966c501fc41ff4d4.csv,	,,,0.021906040999999987
d8af11daf23c408181710fd69b585c60.csv,",",,,0.02557574300000004
dd2d8549f294e24cf60e1515352213a4.csv,;,"""",,0.00136126999999997
dd_Wickenburg_nobmp_1723.csv,;,,,1.424158293
dd_Wickenburg_nobmp_2473.csv,;,,,1.2856056630000001
dd_Wickenburg_nobmp_2572.csv,;,,,0.36112786100000005
dd_Wickenburg_nobmp_2613.csv,;,,,0.473143927
dd_Wickenburg_nobmp_2709.csv,;,,,1.15893943
dd_Wickenburg_nobmp_4.csv,;,,,0.884018363
dd_Wickenburg_nobmp_623.csv,;,,,1.376758949
de5ba446fc30714f32653ec4aa649d78.csv,",",,,0.003004810999999996
delgpa12015027.csv,",",,,0.0062622039999999934
df6ae17233e7c0699f6043a5b50e83b4.csv,",","""",,0.005505772999999992
dig1deldig1alphadose.csv,",",,,0.051324355000000044
download (1).csv,",","""",,0.024273221999999983
download (10).csv,",","""",,0.05868363900000001
download (11).csv,",","""",,0.06102548000000002
download (12).csv,",","""",,0.08355066200000005
download (13).csv,",","""",,0.06533383200000004
download (14).csv,",","""",,0.03271288600000005
download (15).csv,",","""",,0.044954732
download (16).csv,",","""",,0.034136637000000025
download (18).csv,",","""",,0.054459816999999966
download (19).csv,",","""",,0.05512212800000005
download (2).csv,",","""",,0.018277649000000007
download (3).csv,",","""",,0.024692712000000006
download (4).csv,",","""",,0.03122620599999998
download (5).csv,",","""",,0.043425062000000014
download (6).csv,",","""",,0.03355369699999999
download (7).csv,",","""",,0.04872202400000003
download (9).csv,",","""",,0.03215211600000001
download.csv,",","""",,0.04847385400000004
dsst20607.csv,",",,,0.03390798700000003
e1e0c883a182838c96ef214afacbb2fa.csv,",",,,0.10465990300000005
e38efc20ff2abaa3c7efbc2a53f659d7.csv,",","""",,0.008244924000000042
e39e7cc6505421006bf4f2840e4950e0.csv,#,,,0.05713060800000003
e3fe74052eb8d0dd6838cf1e83d86d01.csv,",","""",,0.003267220999999987
e44ae0f3857c5765cb5ccb7e3f4069a9.csv,%,,,0.002743031000000007
e58f23a71a024e8347e9ba33053b645a.csv,-,,,0.016901587999999967
e647665a0cc1923ba518f15508e5a8ac.csv,",",,,0.08388354200000003
e6c55c4e26b8162c8d504be61aef90b4.csv,;,,,0.006737833999999998
e7babfa13c8083fa9a5b2b0cf045e608.csv,-,,,1.4032087919999998
e94fe5d805eb719fd2a8383850656364.csv, ,,,0.0020256810000000014
e994c00ed9416096aa1413f514226533.csv,,,,0.010098374999999993
ea303c085181f197b2f697dd89646213.csv,",",,,0.005191261999999974
ead5589fe2d6c0c7e5c6416e29e40b65.csv,",",,,0.008468463999999953
ed26cf875efaa4a167588c0f2f56baa4.csv,",",,,0.003311951000000035
ed26ee2d54169c1d93a888e92233bfbe.csv,",",,,0.0011539600000000094
eeb0f8d35a288806d3aa8aebc04abd9e.csv,",",,,0.19290462600000008
f12f90d5eb97bc81b2d9865e87e0e4b4.csv,;,,,0.002161921000000011
f14cf212231e6491c23c4c01cdb82e18.csv,",",,,0.15856719999999996
f1ec348bf4f6e7ab582486a2836672a7.csv, ,"""",,2.6434365520000003
f24a64a8c5a7e47b3098367ba4912ac0.csv,&,,,0.05956197899999999
f2b9448cb1b9f1c54b61c90dabfecb3a.csv,",",,,0.191459465
f2e5bc8c0cc4801ef4d2a48d28101ab3.csv,",",,,0.05068488499999996
f367143f1ae3d756ed4c6b6221c9cc7a.csv,	,,,0.002412611000000009
f377b1864a5fd4ab17775f4a66ebaf7f.csv,-,,,0.014530827999999996
f3de0ebf6d74c7e38d18952922f197bf.csv,",","""",,36.206119238
f47c68dc9b61ccdbd4f7c0516065758e.csv, ,,,0.023981931999999984
f559d3d64881efcde574c9156b7d208c.csv,",","""",,2.1645005520000002
f731b2fea047f9342a2f26d6326eeff1.csv,",",,,0.365718163
f781876631bdc33d872bae8de188eb8d.csv,",","""",,0.09189546599999998
f7cdad7d21b837a10eeecee79e4480be.csv,",",,,0.01914357900000002
f7e2c6af75c91169a6fec53cea256dc3.csv, ,,,0.013896287000000007
f9c6192aef7b8a4f0defbc57c7116720.csv,",","""",,0.015360238000000026
fa941011dbf206fee5df11724aabdd72.csv,	,,,0.003559601999999995
fb19fc8ddbfebc334e7ad19fc6302a93.csv,|,,,0.05524076699999997
fbb7cbc7dbf48721eb4b2f6ee98fc8fd.csv,",","""",,0.031605464999999944
fc25e8f85fc401ab07acc5f869228ccb.csv,;,',,0.007503033999999964
fcaa1ba0dff718764e2d2a47aceb38b0.csv,^,,,0.055169417000000054
fcefffb275f052e259a246d7e7979341.csv,",",,,0.002954721999999965
fe3564040e860a480ba8657819428f38.csv,",","""",,0.07125056600000002
ffb9350761593462db7627bc94d594fd.csv,",",',\,0.18876050499999997
gpa120150221.csv,",",,,0.0051274529999999485
gpc-transparency-data-October-2014.csv,",","""",,1.525872144
puss-return-oct-dec10.csv,",","""",,0.012697175999999977
q=0.05_biserp_xy1.csv,",","""",,0.5726131670000001
q=0.05_biserp_xy2.csv,",","""",,0.7726103559999999
q=0.05_biserp_xy3.csv,",","""",,0.32417708199999995
q=0.05_biserp_z1.csv,",","""",,0.488673515
q=0.05_biserp_z2.csv,",","""",,0.99774374
q=0.05_biserp_z3.csv,",","""",,0.582252571
