New Jersey,NJ,34.0,27884.5,36747.0,29916.0,29236.0,35895.0,33022.0,36258.0,36381.0,26774.0,23950.0,27890.0,31571.0,36827.0,50034.0,32751.0,32959.0,34183.0,31167.0,784.0,661.0,605.0,705.0,925.0
New Mexico,NM,35.0,5836.0,5753.0,5281.0,5508.0,5683.0,5272.0,5536.0,6158.0,5971.0,6451.0,5495.0,7949.0,5770.0,5592.0,5670.0,5274.0,6003.0,5972.0,542.0,755.0,500.0,102.0,185.0
New York,NY,36.0,61507.0,62730.0,59571.0,60569.0,62854.0,62045.0,61718.0,67577.0,65624.0,57423.0,65616.0,63631.0,61199.0,64013.0,62667.0,61190.0,65500.0,69267.0,1843.0,1488.0,1922.0,1235.0,1534.0
North Carolina,NC,37.0,23310.0,22436.0,22950.0,22465.0,23387.0,25906.0,26729.0,29042.0,24153.0,23467.0,23217.0,22184.0,23234.0,22055.0,22867.0,23165.0,23570.0,23734.0,452.0,537.0,516.0,473.0,738.0
North Dakota,ND,38.0,1493.0,1419.0,1356.0,1456.0,1747.0,1893.0,1821.0,1812.0,1842.0,2191.0,2112.0,1893.0,2049.0,2621.0,2512.0,2181.0,2192.0,2344.0,90.0,74.0,66.0,57.0,54.0
Ohio,OH,39.0,22290.0,22951.0,22379.0,22227.0,22725.0,22542.0,22213.0,21900.0,20361.0,24276.0,25460.0,24269.0,23544.0,21328.0,23429.0,25412.0,23434.0,21038.0,1304.0,1590.0,1687.0,1172.0,1436.0
Oklahoma,OK,40.0,8979.0,9940.0,8702.0,8802.0,9263.0,8609.0,9962.0,8961.0,8943.0,8848.0,9498.0,8923.0,8434.0,8018.0,7231.0,7829.0,7777.0,7787.0,804.0,751.0,661.0,315.0,392.0
Oregon,OR,41.0,14729.0,13246.0,13160.0,13842.0,13481.0,14445.0,15085.0,14333.0,13952.0,16102.0,15512.0,14793.0,14194.0,14407.0,14804.0,14039.0,13479.0,14182.0,2350.0,871.0,853.0,298.0,283.0
Pennsylvania,PA,42.0,35104.0,33497.0,31939.0,31214.0,33188.0,36609.0,34928.0,34558.0,35587.0,34893.0,33426.0,35859.0,32917.0,34507.0,36989.0,35805.0,34528.0,42318.0,1390.0,1159.0,1141.0,889.0,1078.0
Rhode Island,RI,44.0,3675.0,3547.0,3397.0,3465.0,3932.0,3677.0,3739.0,3460.0,3310.0,4170.0,4152.0,4981.0,4103.0,4250.0,4164.0,4572.0,4536.0,4459.0,98.0,75.0,114.0,65.0,122.0
South Carolina,SC,45.0,11114.0,11372.0,10266.0,10759.0,11745.0,12341.0,12373.0,12554.0,11634.0,11721.0,12893.0,11491.0,10711.0,10975.0,10681.0,11661.0,11603.0,11657.0,166.0,163.0,135.0,118.0,196.0
South Dakota,SD,46.0,2138.0,1953.0,1389.0,1338.0,1691.0,2102.0,2258.0,2124.0,2127.0,1809.0,2156.0,2098.0,1899.0,2251.0,2354.0,2449.0,2442.0,2311.0,133.0,149.0,122.0,74.0,95.0
Tennessee,TN,47.0,15793.0,16488.0,15982.0,17700.0,17415.0,17484.0,17207.0,17619.0,17167.0,17563.0,17637.0,16514.0,16315.0,16520.0,17135.0,16395.0,17602.0,18614.0,783.0,542.0,481.0,483.0,653.0
Texas,TX,48.0,54330.0,53271.0,54009.0,52677.0,54098.0,55858.0,58943.0,55865.0,55214.0,57300.0,59342.0,58114.0,55461.0,55792.0,55039.0,54479.0,55269.0,36108.0,2424.0,2964.0,3199.0,2241.0,2728.0
Utah,UT,49.0,9875.0,10745.0,10431.0,10656.0,11357.0,11536.0,13379.0,13403.0,11238.0,10135.0,13565.0,11272.0,10368.0,11597.0,11871.0,11190.0,11419.0,8105.0,476.0,427.0,322.0,139.0,302.0
Vermont,VT,50.0,2511.0,2226.0,2331.0,2122.0,2322.0,1911.0,1957.0,2228.0,2146.0,2653.0,2578.0,3501.0,2584.0,2578.0,2346.0,2365.0,2374.0,2555.0,59.0,65.0,63.0,56.0,52.0
Virginia,VA,51.0,22219.0,21371.0,21438.0,22069.0,24134.0,25061.0,23686.0,28174.0,25517.0,20569.0,21449.0,20305.0,20539.0,19919.0,21359.0,20972.0,21726.0,23971.0,806.0,527.0,369.0,436.0,798.0
Washington,WA,53.0,40357.0,39641.0,37562.0,36136.0,31955.0,30353.0,32726.0,33191.0,33701.0,41793.0,41122.0,40782.0,35345.0,47141.0,40944.0,36331.0,35077.0,37955.0,668.0,681.0,605.0,439.0,565.0
West Virginia,WV,54.0,4177.0,3691.0,3944.0,4126.0,3937.0,3493.0,3823.0,3434.0,3363.0,5542.0,5741.0,5595.0,5550.0,5136.0,4869.0,4854.0,4824.0,4644.0,265.0,229.0,218.0,117.0,169.0
Wisconsin,WI,55.0,12436.0,12025.0,12172.0,12400.0,13093.0,13656.0,13371.0,12663.0,12905.0,15151.0,14135.0,13651.0,12629.0,12711.0,13397.0,13060.0,12920.0,12711.0,680.0,785.0,519.0,363.0,525.0
Wyoming,WY,56.0,2314.0,2558.0,2275.0,2419.0,2519.0,2632.0,2570.0,2707.0,2593.0,2908.0,2969.0,2895.0,2921.0,2737.0,2689.0,2773.0,2903.0,2703.0,57.0,60.0,81.0,35.0,42.0
