Chart 2.1: 16 and 18 year old population of the UK (1000s),,,,,,,,,,,,,,,,,,,,,,,
(Source: ONS & Government Actuaries Department Population Estimates),,,,,,,,,,,,,,,,,,,,,,,
2000 Based,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.3:  GCSEs achieved in Physics (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A*,0.0,4793.0,5650.0,6185.0,6101.0,7218.0,8514.0,8030.851999999999,8154.0,8605.0,,,,,,,,,,,,,
A,15362.0,10172.0,9287.0,10287.0,10226.0,11179.0,11413.0,12139.66,12285.0,12232.0,,,,,,,,,,,,,
B,13813.0,11538.0,13506.0,14503.0,13218.0,11374.0,11334.0,11439.295,11387.0,10791.0,,,,,,,,,,,,,
C,15329.0,13117.0,8934.0,8733.0,9250.0,9678.0,9665.0,9478.273000000001,9566.0,9535.0,,,,,,,,,,,,,
Other grades,20772.0,13883.0,6462.0,6744.0,6183.0,6075.0,5865.0,5602.92,5282.0,5348.0,,,,,,,,,,,,,
Total,65276.0,53503.0,43839.0,46452.0,44978.0,45524.0,46791.0,46691.0,46674.0,46511.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.4:  GCSEs achieved in Science: Double Award (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A*,0.0,23903.0,33906.0,31608.0,35300.0,34410.0,37459.0,38728.307,41684.0,41973.0,,,,,,,,,,,,,
A,57083.0,58540.0,65464.0,71309.0,70654.0,76939.0,76311.0,80596.747,83508.0,82923.0,,,,,,,,,,,,,
B,74825.0,155915.0,173599.0,179260.0,177682.0,126113.0,126298.0,124558.609,130929.0,132063.0,,,,,,,,,,,,,
C,139614.0,160803.0,201625.0,208733.0,208177.0,258794.0,267092.0,276331.704,294087.0,282553.0,,,,,,,,,,,,,
Other grades,335475.0,479593.0,523081.0,523361.0,523760.0,522652.0,533367.0,526495.633,538519.0,484229.0,,,,,,,,,,,,,
Total,606997.0,878754.0,997675.0,1014271.0,1015573.0,1018908.0,1040527.0,1046711.0,1088727.0,1023742.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Note: Science: Double Award counts as two GCSE entries.  These entries, therefore, are counted twice both in the subject and in the overall figures",,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.5:  GCSEs achieved in Chemistry (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A*,0.0,3904.0,4831.0,5396.0,6281.0,6228.0,7235.0,7414.466,7604.0,7860.0,,,,,,,,,,,,,
A,14143.0,10724.0,9443.0,10699.0,10040.0,12200.0,12170.0,12341.801000000001,12833.0,12708.0,,,,,,,,,,,,,
B,15638.0,12754.0,12474.0,13890.0,13433.0,12478.0,12175.0,12060.239,11708.0,11626.0,,,,,,,,,,,,,
C,13270.0,11661.0,10190.0,10417.0,10040.0,9504.0,9823.0,9760.815999999999,9718.0,9696.0,,,,,,,,,,,,,
Other grades,19250.0,13014.0,6984.0,6522.0,6053.0,5674.0,5782.0,5349.678,5141.0,5176.0,,,,,,,,,,,,,
Total,62302.0,52056.0,43921.0,46924.0,45846.0,46084.0,47185.0,46927.0,47004.0,47068.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.6:  GCSEs achieved in Design and Technology (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A*,0.0,4156.0,4882.0,4930.0,4954.0,8970.0,9768.0,10934.144,10897.0,11707.0,,,,,,,,,,,,,
A,18834.0,15378.0,24787.0,20543.0,20339.0,36890.0,41536.0,43316.032,45993.0,46828.0,,,,,,,,,,,,,
B,28046.0,29302.0,58212.0,44920.0,43286.0,53874.0,60541.0,63502.144,65492.0,66773.0,,,,,,,,,,,,,
C,38282.0,39277.0,78117.0,55329.0,53456.0,89129.0,95624.0,98827.84,102876.0,104930.0,,,,,,,,,,,,,
Other grades,119553.0,119700.0,209563.0,148182.0,138724.0,194902.0,201493.0,203963.84,207455.0,203356.0,,,,,,,,,,,,,
Total,204715.0,207813.0,375561.0,273904.0,260759.0,383765.0,408962.0,420544.0,432713.0,433594.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.7: GCSEs achieved in Information Technology (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source, Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A*,0.0,1584.0,978.0,1736.0,1799.0,2408.0,2849.0,3945.0,5644.0,6034.0,,,,,,,,,,,,,
A,5916.0,4753.0,3359.0,5484.0,6786.0,8047.0,9386.0,7920.0,13107.0,13924.0,,,,,,,,,,,,,
B,8782.0,8569.0,7942.0,11887.0,14756.0,12478.0,13718.0,11887.0,18366.0,18913.0,,,,,,,,,,,,,
C,12168.0,11507.0,9729.0,15750.0,17254.0,20048.0,21943.0,18639.0,28867.0,29820.0,,,,,,,,,,,,,
Other Grades,26291.0,23727.0,21061.0,28035.0,29971.0,33950.0,38091.0,33778.0,47428.0,47342.0,,,,,,,,,,,,,
Total,53157.0,50140.0,43069.0,62892.0,70566.0,76931.0,85987.0,76169.0,113412.0,116033.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.8: A-levels achieved in Mathematics (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,15940.0,16188.0,17520.0,18314.0,19027.0,19955.0,20003.0,19646.0,19893.0,20012.0,,,,,,,,,,,,,
B,11097.0,11496.0,11648.0,12953.0,13862.0,13317.0,13221.0,12806.0,12548.0,10249.0,,,,,,,,,,,,,
C,10134.0,10448.0,10527.0,11281.0,11753.0,11463.0,11508.0,11054.0,10706.0,8199.0,,,,,,,,,,,,,
D,9043.0,9039.0,8914.0,9330.0,9609.0,9406.0,9453.0,9257.0,9217.0,6257.0,,,,,,,,,,,,,
E,7411.0,6997.0,6642.0,7223.0,7056.0,7191.0,7330.0,6644.0,7052.0,4099.0,,,,,,,,,,,,,
N & U,11298.0,9359.0,8176.0,7150.0,6803.0,6916.0,6987.0,6429.0,6475.0,5124.0,,,,,,,,,,,,,
Total,64923.0,63527.0,63427.0,66251.0,68110.0,68248.0,68502.0,65836.0,65891.0,53940.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.9: A-levels achieved in Further Mathematics (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,1667.0,1551.0,1464.0,1731.0,1763.0,1889.0,2726.0,2726.0,2822.0,n/a,,,,,,,,,,,,,
B,781.0,648.0,664.0,748.0,738.0,772.0,1089.0,1007.0,1008.0,n/a,,,,,,,,,,,,,
C,522.0,444.0,447.0,513.0,541.0,519.0,740.0,694.0,666.0,n/a,,,,,,,,,,,,,
D,365.0,340.0,325.0,342.0,332.0,370.0,459.0,468.0,463.0,n/a,,,,,,,,,,,,,
E,282.0,248.0,234.0,243.0,243.0,215.0,292.0,269.0,264.0,n/a,,,,,,,,,,,,,
N & U,306.0,270.0,254.0,220.0,166.0,174.0,232.0,198.0,215.0,n/a,,,,,,,,,,,,,
Total,3923.0,3501.0,3388.0,3797.0,3783.0,3939.0,5538.0,5362.0,5438.0,n/a,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.10: A-levels achieved in Physics (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,6329.0,6511.0,7367.0,6838.0,7186.0,7745.0,8253.0,7979.0,7740.0,8454.0,,,,,,,,,,,,,
B,6038.0,5616.0,5740.0,6330.0,7173.0,7109.0,6777.0,6419.0,6150.0,6340.0,,,,,,,,,,,,,
C,6178.0,5992.0,5863.0,5893.0,6120.0,6270.0,6307.0,5884.0,5658.0,5867.0,,,,,,,,,,,,,
D,6444.0,5988.0,5561.0,5148.0,5142.0,5161.0,5065.0,4749.0,4506.0,4984.0,,,,,,,,,,,,,
E,5474.0,5433.0,4664.0,4230.0,3813.0,3747.0,3724.0,3542.0,3544.0,3754.0,,,,,,,,,,,,,
N & U,7478.0,6341.0,5398.0,4594.0,3809.0,3737.0,3422.0,3221.0,3204.0,2144.0,,,,,,,,,,,,,
Total,37941.0,35881.0,34593.0,33033.0,33243.0,33769.0,33548.0,31794.0,30802.0,31543.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.11: A-levels achieved in Chemistry (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,6884.0,7463.0,8205.0,8123.0,9044.0,10092.0,10353.0,10552.0,10504.0,10408.0,,,,,,,,,,,,,
B,7498.0,7628.0,7486.0,8488.0,9086.0,8952.0,8920.0,8937.0,8457.0,8466.0,,,,,,,,,,,,,
C,6556.0,6762.0,7105.0,7437.0,7734.0,7705.0,7611.0,7406.0,7115.0,7000.0,,,,,,,,,,,,,
D,6392.0,6102.0,6598.0,6021.0,6297.0,6004.0,5974.0,5840.0,5469.0,5277.0,,,,,,,,,,,,,
E,5409.0,5442.0,5498.0,4812.0,5029.0,4564.0,4256.0,4048.0,3982.0,3555.0,,,,,,,,,,,,,
N & U,8236.0,7834.0,7401.0,5537.0,5072.0,4576.0,3806.0,3478.0,3175.0,1942.0,,,,,,,,,,,,,
Total,40975.0,41231.0,42293.0,40418.0,42262.0,41893.0,40920.0,40261.0,38702.0,36648.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.12: A-levels achieved in Technology Subjecst (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
"(Source: Joint Council, AQA)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,1126.0,1138.0,1291.0,1392.0,1507.0,1629.0,1892.0,2059.0,2347.0,2024.0,,,,,,,,,,,,,
B,1465.0,1624.0,1463.0,1615.0,1752.0,1860.0,2050.0,2353.0,2337.0,3278.0,,,,,,,,,,,,,
C,2252.0,2298.0,2453.0,2639.0,2850.0,3128.0,3421.0,3794.0,3766.0,3792.0,,,,,,,,,,,,,
D,2340.0,2463.0,2335.0,2550.0,2651.0,3008.0,3176.0,3238.0,3209.0,3354.0,,,,,,,,,,,,,
E,1870.0,1812.0,1829.0,1848.0,1729.0,2171.0,1954.0,1991.0,1994.0,1919.0,,,,,,,,,,,,,
N & U,1880.0,1712.0,1388.0,1292.0,1192.0,1524.0,1246.0,1215.0,1256.0,740.0,,,,,,,,,,,,,
Total,10934.0,11046.0,10760.0,11336.0,11680.0,13320.0,13739.0,14650.0,14909.0,15107.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.13: A-levels achieved in Computing (all boards, UK candidates)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,,,
A,919.0,1003.0,1106.0,1123.0,1190.0,1237.0,1514.0,1684.0,1934.0,2276.0,,,,,,,,,,,,,
B,1269.0,1198.0,1287.0,1386.0,1561.0,2040.0,2356.0,2851.0,3334.0,4044.0,,,,,,,,,,,,,
C,1612.0,1631.0,1797.0,1945.0,2198.0,3087.0,3508.0,4190.0,5016.0,5758.0,,,,,,,,,,,,,
D,1930.0,1883.0,1965.0,2078.0,2404.0,2990.0,3761.0,4550.0,5229.0,6534.0,,,,,,,,,,,,,
E,1797.0,1687.0,1817.0,1807.0,2088.0,2533.0,3003.0,3369.0,3866.0,5249.0,,,,,,,,,,,,,
N & U,2176.0,2184.0,2224.0,2371.0,2545.0,2770.0,2980.0,3002.0,3283.0,2919.0,,,,,,,,,,,,,
Total,9703.0,9586.0,10196.0,10710.0,11986.0,14657.0,17122.0,19646.0,22662.0,26780.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Chart 2.14:  Ratio of A-level Mathematics, Physics, Chemistry,Technology and IT/Computing awards to the 18 year old population",,,,,,,,,,,,,,,,,,,,,,,
"(Sources: Joint Council, AQA/Government population estimates)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,,,,,,,,,,,
Maths,9.4,9.7,9.2,9.3,9.7,10.0,9.5,9.2,9.2,9.0,8.9,7.3,,,,,,,,,,,
Physics,5.5,5.6,5.4,5.3,5.3,5.0,4.6,4.5,4.5,4.4,4.2,4.3,,,,,,,,,,,
Chemistry,5.7,5.8,5.8,6.1,6.5,6.1,5.9,5.6,5.5,5.5,5.2,5.0,,,,,,,,,,,
Technology,1.1,1.3,1.6,1.6,1.6,1.7,1.6,1.8,1.8,2.0,2.0,2.05,,,,,,,,,,,
IT/Computing,1.1,1.25,1.4,1.4,1.6,1.6,1.7,2.0,2.3,2.7,3.1,3.6,,,,,,,,,,,
