,Newman1,,,,,,,,Copper,Rio Grande,,
22,12.568507272727272,11.602963636363638,12.641909090909088,16.676839454545455,16.676839454545455,17.120600999999997,17.120600999999997,26.832662118181815,19.44330029090909,12.894143090909091,11.14000290909091,12.39309090909091
23,12.484422173913043,11.513204347826086,12.45595652173913,16.403282304347826,16.403282304347826,16.645507369565216,16.645507369565216,25.91613177608696,18.949066886956523,12.790198391304349,11.036097130434783,12.222195652173912
24,12.407593333333333,11.431366666666667,12.286583333333333,16.154071333333334,16.154071333333334,16.210975333333334,16.210975333333334,25.0765876,18.4988404,12.698769666666669,10.948053999999999,12.066749999999999
25,12.33715,11.3565,12.1318,15.926285,15.926285,15.812137499999999,15.812137499999999,24.304791249999997,18.087339999999998,12.618355000000001,10.87397,11.924900000000001
26,12.272355384615384,11.287800000000002,11.989923076923077,15.71745123076923,15.71745123076923,15.444875307692307,15.444875307692307,23.59292566923077,17.71009729230769,12.54768353846154,10.812234461538461,11.795076923076923
27,12.212581851851851,11.224581481481483,11.859518518518518,15.525464185185184,15.525464185185184,15.105680351851852,15.105680351851852,22.934331883333332,17.363305866666664,12.485672703703703,10.761475333333335,11.675944444444442
28,12.157291428571428,11.166257142857145,11.739357142857143,15.348518857142858,15.348518857142858,14.791545428571427,14.791545428571427,22.323302199999997,17.043703085714284,12.431394571428571,10.720516571428572,11.566357142857143
29,12.106020344827586,11.112320689655174,11.628379310344828,15.185059206896552,15.185059206896552,14.499878120689655,14.499878120689655,21.754916194827583,16.74847633103448,12.384049206896552,10.688344344827586,11.465327586206895
30,12.058366666666666,11.062333333333333,11.525666666666666,15.033736666666668,15.033736666666668,14.228431666666667,14.228431666666667,21.224909500000003,16.475187999999996,12.342943333333332,10.66408,11.372000000000002
31,12.013980322580645,11.015912903225807,11.43041935483871,14.893376677419353,14.893376677419353,13.97524920967742,13.97524920967742,20.72956798870968,16.22171501935484,12.307473129032259,10.646958258064515,11.285629032258063
32,11.972555,10.972725000000002,11.3419375,14.7629515,14.7629515,13.7386185,13.7386185,20.2656418,15.986199699999998,12.27711025,10.6363095,11.205562500000001
33,11.933821515151514,10.932475757575759,11.25960606060606,14.641557969696969,14.641557969696969,13.517034833333332,13.517034833333332,19.830274995454545,15.767009527272725,12.251390393939394,10.631545272727273,11.131227272727273
34,11.897542352941176,10.894905882352944,11.182882352941178,14.528399176470588,14.528399176470588,13.309170529411764,13.309170529411764,19.420947629411764,15.562704047058824,12.229903882352941,10.632146352941177,11.062117647058823
35,11.863507142857143,10.859785714285715,11.111285714285716,14.422769285714283,14.422769285714283,13.113849642857142,13.113849642857142,19.03542775,15.372007428571429,12.212287857142858,10.637652857142855,10.997785714285714
36,11.83152888888889,10.826911111111112,11.04438888888889,14.32404088888889,14.32404088888889,12.930026888888891,12.930026888888891,18.6717314,15.1937856,12.198219777777778,10.647656000000001,10.937833333333332
37,11.80144081081081,10.796100000000001,10.981810810810812,14.231654405405404,14.231654405405404,12.75676998648649,12.75676998648649,18.32808910405405,15.027027091891892,12.187411972972972,10.661791189189188,10.881905405405405
38,11.773093684210528,10.767189473684212,10.92321052631579,14.145109157894737,14.145109157894737,12.593244789473685,12.593244789473685,18.00291764736842,14.870826905263156,12.179607052631578,10.679732210526316,10.829684210526315
39,11.74635358974359,10.740033333333335,10.868282051282053,14.063955820512819,14.063955820512819,12.438702705128206,12.438702705128206,17.694796196153845,14.724372861538463,12.174574025641027,10.701186307692309,10.780884615384615
40,11.7211,10.714500000000001,10.81675,13.987789999999999,13.987789999999999,12.29247,12.29247,17.402446,14.586934,12.172105,10.725889999999998,10.735249999999999
41,11.697224146341464,10.690470731707316,10.768365853658537,13.916246756097562,13.916246756097562,12.153938670731707,12.153938670731707,17.124713064634147,14.45785067317073,12.172012365853659,10.753605512195122,10.692548780487805
42,11.67462761904762,10.667838095238096,10.722904761904763,13.848995904761905,13.848995904761905,12.02255861904762,12.02255861904762,16.8605533,14.336526057142853,12.174126380952382,10.784117714285715,10.652571428571429
43,11.653221162790697,10.646504651162791,10.680162790697675,13.785737976744187,13.785737976744187,11.897830918604653,11.897830918604653,16.609019740697676,14.222418846511626,12.178293093023257,10.817231488372093,10.615127906976744
44,11.632923636363635,10.62638181818182,10.639954545454545,13.726200727272726,13.726200727272726,11.779302000000001,11.779302000000001,16.369251509090905,14.115036945454547,12.184372545454545,10.852769454545454,10.580045454545454
45,11.61366111111111,10.607388888888892,10.602111111111112,13.67013611111111,13.67013611111111,11.666558611111112,11.666558611111112,16.140464249999997,14.013932,12.192237222222222,10.89057,10.547166666666667
46,11.595366086956519,10.589452173913045,10.566478260869564,13.617317652173913,13.617317652173913,11.55922343478261,11.55922343478261,15.921941813043476,13.918694643478261,12.201770695652172,10.930485565217392,10.516347826086957
47,11.577976808510638,10.57250425531915,10.532914893617022,13.56753814893617,13.56753814893617,11.456951265957446,11.456951265957446,15.71302899680851,13.828950348936168,12.21286644680851,10.97238114893617,10.487457446808511
48,11.561436666666665,10.556483333333334,10.501291666666667,13.520607666666665,13.520607666666665,11.359425666666667,11.359425666666667,15.5131252,13.7443558,12.225426833333335,11.016133000000002,10.460375
49,11.545693673469387,10.541332653061225,10.47148979591837,13.476351775510203,13.476351775510203,11.266356030612245,11.266356030612245,15.32167885,13.664595706122448,,,10.434989795918368
50,11.5307,10.527000000000001,10.443400000000002,13.434609999999997,13.434609999999997,11.177475,11.177475,15.138182500000001,13.58938,,,10.4112
51,11.516411568627449,10.51343725490196,10.416921568627451,13.395234450980393,13.395234450980393,11.09253618627451,11.09253618627451,14.962168502941173,13.518441364705883,,,10.388911764705883
52,11.502787692307692,10.5006,10.39196153846154,13.358088615384615,13.358088615384615,11.011312153846152,11.011312153846152,14.793205184615383,13.451533046153845,,,10.368038461538463
53,11.48979075471698,10.488447169811321,10.368433962264152,13.323046283018867,13.323046283018867,10.93359263207547,10.93359263207547,14.630893449999999,13.388426913207544,,,10.3485
54,11.477385925925924,10.476940740740742,10.34625925925926,13.289990592592593,13.289990592592593,10.859182925925925,10.859182925925925,14.474863766666667,13.328911733333333,,,10.330222222222222
55,11.465540909090908,10.466045454545455,10.325363636363639,13.258813181818182,13.258813181818182,10.7879025,10.7879025,14.324773477272728,13.272791636363637,,,10.31313636363636
56,11.454225714285712,10.455728571428574,10.305678571428572,13.22941342857143,13.22941342857143,10.719583714285715,10.719583714285715,14.1803044,13.219884742857143,,,10.29717857142857
57,11.44341245614035,10.445959649122807,10.287140350877193,13.201697771929824,13.201697771929824,10.654070692982454,10.654070692982454,14.041160681578948,13.170021936842105,,,10.28228947368421
58,11.433075172413792,10.436710344827588,10.269689655172412,13.175579103448275,13.175579103448275,10.59121831034483,10.59121831034483,13.907066872413793,13.12304576551724,,,10.268413793103448
59,11.423189661016949,10.427954237288137,10.25327118644068,13.15097622033898,13.15097622033898,10.530891279661018,10.530891279661018,13.777766197457625,13.078809450847457,,,10.2555
60,11.413733333333333,10.419666666666668,10.237833333333333,13.127813333333334,13.127813333333334,10.472963333333334,10.472963333333334,13.653018999999999,13.037175999999999,,,10.243500000000001
61,11.404685081967212,10.411824590163937,10.22332786885246,13.106019622950818,13.106019622950818,10.417316483606559,10.417316483606559,13.53260133852459,12.998017403278688,,,10.232368852459018
62,11.396025161290321,10.404406451612903,10.209709677419355,13.085528838709676,13.085528838709676,10.363840354838711,10.363840354838711,13.41630371935484,12.96121390967742,,,10.222064516129032
63,11.387735079365077,10.397392063492065,10.196936507936508,13.066278936507937,13.066278936507937,10.31243157936508,10.31243157936508,13.30392995,12.92665337142857,,,10.21254761904762
64,11.379797499999999,10.390762500000001,10.184968750000001,13.04821175,13.04821175,10.262993250000001,10.262993250000001,13.1952961,12.894230649999999,,,10.20378125
65,11.372196153846152,10.384500000000001,10.17376923076923,13.031272692307693,13.031272692307693,10.215434423076925,10.215434423076925,13.09022955769231,12.863847076923076,,,10.19573076923077
66,11.364915757575757,10.378587878787881,10.16330303030303,13.015410484848486,13.015410484848486,10.169669666666667,10.169669666666667,12.988568172727271,12.835409963636362,,,10.188363636363636
67,11.357941940298506,10.373010447761194,10.153537313432835,13.000576910447762,13.000576910447762,10.125618649253731,10.125618649253731,12.890159475373132,12.80883215522388,,,10.181649253731342
68,11.351261176470587,10.367752941176473,10.144441176470586,12.986726588235294,12.986726588235294,10.083205764705882,10.083205764705882,12.79485996470588,12.784031623529412,,,10.17555882352941
69,11.34486072463768,10.362801449275363,10.135985507246378,,,10.042359789855073,10.042359789855073,12.702534458695652,,,,10.170065217391304
70,11.33872857142857,10.358142857142857,10.128142857142857,,,10.003013571428571,10.003013571428571,12.6130555,,,,10.165142857142856
71,11.332853380281689,10.353764788732397,10.120887323943661,,,9.96510373943662,9.96510373943662,12.526302811971831,,,,10.160767605633803
72,11.327224444444445,10.349655555555556,10.114194444444443,,,9.928570444444444,9.928570444444444,12.4421628,,,,10.156916666666666
73,11.321831643835615,10.345804109589043,10.108041095890412,,,9.893357116438356,9.893357116438356,12.360528093835617,,,,10.153568493150685
74,11.316665405405406,10.3422,10.102405405405404,,,9.859410243243243,9.859410243243243,12.281297127027026,,,,10.150702702702704
75,11.311716666666666,10.338833333333334,10.097266666666666,,,9.826679166666667,9.826679166666667,12.204373749999998,,,,10.148299999999999
76,11.306976842105263,10.335694736842106,10.092605263157893,,,9.795115894736842,9.795115894736842,12.12966687368421,,,,10.146342105263155
77,11.302437792207792,10.332775324675326,10.088402597402597,,,9.764674928571429,9.764674928571429,12.057090140909091,,,,10.14481168831169
78,11.298091794871794,10.330066666666667,10.084641025641025,,,9.735313102564103,9.735313102564103,11.986561623076922,,,,10.143692307692307
79,11.29393151898734,10.327560759493672,10.081303797468355,,,9.70698943670886,9.70698943670886,11.918003539873418,,,,10.14296835443038
80,11.28995,10.32525,10.078375,,,9.679665,9.679665,11.851342,,,,10.142624999999999
81,11.28614061728395,10.323127160493828,10.07583950617284,,,9.653302783950618,9.653302783950618,11.786506761111111,,,,10.14264814814815
82,11.282497073170731,10.321185365853658,10.07368292682927,,,9.627867585365854,9.627867585365854,11.723431007317073,,,,10.143024390243903
83,,,10.07189156626506,,,9.603325897590361,9.603325897590361,11.662051142771082,,,,10.143740963855421
84,,,10.07045238095238,,,9.57964580952381,9.57964580952381,11.6023066,,,,10.144785714285714
85,,,10.06935294117647,,,9.556796911764707,9.556796911764707,11.544139661764705,,,,10.14614705882353
86,,,10.068581395348838,,,9.534750209302327,9.534750209302327,11.487495295348836,,,,10.147813953488372
87,,,10.068126436781608,,,9.513478040229886,9.513478040229886,11.432320998275863,,,,10.149775862068966
88,,,10.067977272727273,,,9.492954,9.492954,11.378566654545454,,,,10.152022727272726
89,,,10.068123595505618,,,9.473152870786517,9.473152870786517,11.326184400561798,,,,10.154544943820223
90,,,10.068555555555555,,,9.454050555555556,9.454050555555556,11.275128500000001,,,,10.157333333333334
91,,,10.069263736263736,,,9.435624016483517,9.435624016483517,11.225355226923076,,,,10.16037912087912
92,,,10.070239130434782,,,9.417851217391304,9.417851217391304,11.176822756521737,,,,10.163673913043478
93,,,10.07147311827957,,,9.400711069892473,9.400711069892473,11.129491062903226,,,,10.167209677419352
94,,,10.07295744680851,,,9.384183382978724,9.384183382978724,11.083321823404255,,,,10.170978723404257
95,,,10.074684210526316,,,9.368248815789473,9.368248815789473,11.038278328947367,,,,10.174973684210526
96,,,10.076645833333332,,,9.352888833333333,9.352888833333333,10.994325400000001,,,,10.1791875
97,,,10.078835051546392,,,9.338085664948455,9.338085664948455,10.95142930773196,,,,10.183613402061853
98,,,10.081244897959184,,,9.323822265306124,9.323822265306124,10.909557700000002,,,,10.188244897959185
99,,,10.083868686868687,,,9.310082277777777,9.310082277777777,10.86867953181818,,,,10.193075757575757
100,,,10.0867,,,9.296850000000001,9.296850000000001,10.828764999999999,,,,10.1981
101,,,10.089732673267326,,,9.284110351485149,9.284110351485149,10.789785481683168,,,,10.20331188118812
102,,,10.092960784313725,,,9.271848843137255,9.271848843137255,10.75171347647059,,,,10.208705882352941
103,,,10.096378640776699,,,9.26005154854369,9.26005154854369,10.714522551941748,,,,10.214276699029126
104,,,,,,9.248705076923077,9.248705076923077,10.678187292307692,,,,10.220019230769232
105,,,,,,9.237796547619048,9.237796547619048,10.642683250000001,,,,10.22592857142857
106,,,,,,9.227313566037736,9.227313566037736,10.607986900000002,,,,10.232000000000001
107,,,,,,9.217244200934578,9.217244200934578,10.57407559672897,,,,10.238228971962618
108,,,,,,9.207576962962962,9.207576962962962,10.540927533333333,,,,10.24461111111111
109,,,,,,,,10.50852170321101,,,,10.251142201834861
110,,,,,,,,10.476837863636362,,,,10.25781818181818
111,,,,,,,,10.445856501351352,,,,10.264635135135137
112,,,,,,,,10.4155588,,,,10.271589285714285
113,,,,,,,,10.385926609292037,,,,10.27867699115044
114,,,,,,,,10.356942415789474,,,,10.285894736842105
115,,,,,,,,10.32858931521739,,,,10.293239130434783
116,,,,,,,,10.300850986206896,,,,10.300706896551725
117,,,,,,,,10.273711665384615,,,,10.308294871794871
118,,,,,,,,10.247156123728814,,,,10.315999999999999
119,,,,,,,,10.221169644117648,,,,10.323819327731092
120,,,,,,,,10.195738,,,,10.33175
121,,,,,,,,10.170847435123967,,,,10.339789256198346
122,,,,,,,,10.146484644262296,,,,10.347934426229507
123,,,,,,,,10.122636754878048,,,,10.356182926829268
124,,,,,,,,10.099291309677419,,,,10.364532258064516
125,,,,,,,,10.076436249999999,,,,10.37298
126,,,,,,,,10.054059899999999,,,,10.38152380952381
127,,,,,,,,10.032150951574803,,,,10.390161417322835
128,,,,,,,,10.01069845,,,,10.398890625
129,,,,,,,,9.989691780232558,,,,10.40770930232558
130,,,,,,,,9.969120653846154,,,,10.416615384615383
131,,,,,,,,9.948975096564885,,,,10.425606870229005
132,,,,,,,,9.929245436363635,,,,10.434681818181815
133,,,,,,,,9.909922292105263,,,,10.44383834586466
134,,,,,,,,9.890996562686567,,,,10.453074626865671
135,,,,,,,,9.872459416666667,,,,10.462388888888889
136,,,,,,,,9.854302282352942,,,,10.471779411764704
137,,,,,,,,9.836516838321169,,,,10.481244525547444
138,,,,,,,,9.819095004347826,,,,10.490782608695653
139,,,,,,,,9.802028932733812,,,,10.500392086330935
140,,,,,,,,9.785311,,,,10.510071428571427
141,,,,,,,,9.76893379893617,,,,10.51981914893617
142,,,,,,,,9.752890130985916,,,,10.529633802816901
143,,,,,,,,9.73717299895105,,,,10.539513986013986
144,,,,,,,,9.7217756,,,,10.549458333333332
145,,,,,,,,9.706691318965518,,,,10.559465517241378
146,,,,,,,,9.691913721917809,,,,10.569534246575342
147,,,,,,,,9.67743655,,,,10.579663265306122
148,,,,,,,,9.663253713513512,,,,10.58985135135135
149,,,,,,,,9.64935928624161,,,,10.600097315436242
150,,,,,,,,9.635747499999999,,,,10.6104
151,,,,,,,,9.622412739403973,,,,
152,,,,,,,,9.609349536842107,,,,
153,,,,,,,,9.596552567647059,,,,
154,,,,,,,,9.584016645454545,,,,
155,,,,,,,,9.571736717741935,,,,
156,,,,,,,,9.559707861538461,,,,
157,,,,,,,,9.547925279299363,,,,
158,,,,,,,,9.536384294936708,,,,
159,,,,,,,,9.52508035,,,,
160,,,,,,,,9.514009,,,,
161,,,,,,,,9.503165910869566,,,,
162,,,,,,,,9.492546855555556,,,,
163,,,,,,,,9.482147710736195,,,,
164,,,,,,,,9.471964453658536,,,,
165,,,,,,,,9.461993159090909,,,,
166,,,,,,,,9.452229996385542,,,,
167,,,,,,,,9.442671226646707,,,,
168,,,,,,,,9.4333132,,,,
169,,,,,,,,9.424152352958581,,,,
170,,,,,,,,9.415185205882354,,,,
171,,,,,,,,9.406408360526315,,,,
172,,,,,,,,9.397818497674418,,,,
173,,,,,,,,9.38941237485549,,,,
174,,,,,,,,9.38118682413793,,,,
175,,,,,,,,9.373138749999999,,,,
176,,,,,,,,9.365265127272728,,,,
177,,,,,,,,9.357562999152544,,,,
178,,,,,,,,9.3500294752809,,,,
179,,,,,,,,9.342661729888267,,,,
180,,,,,,,,9.335457,,,,
181,,,,,,,,9.328412583701658,,,,
182,,,,,,,,9.321525838461538,,,,
183,,,,,,,,9.314794179508196,,,,
184,,,,,,,,9.30821507826087,,,,
185,,,,,,,,9.30178606081081,,,,
186,,,,,,,,9.295504706451613,,,,
187,,,,,,,,9.289368646256683,,,,
188,,,,,,,,9.283375561702126,,,,
189,,,,,,,,9.277523183333333,,,,
190,,,,,,,,9.271809289473685,,,,
191,,,,,,,,9.266231704973823,,,,
192,,,,,,,,9.2607883,,,,
193,,,,,,,,9.255476988860103,,,,
194,,,,,,,,9.25029572886598,,,,
195,,,,,,,,9.24524251923077,,,,
196,,,,,,,,9.2403154,,,,
197,,,,,,,,9.235512451015229,,,,
198,,,,,,,,9.230831790909091,,,,
199,,,,,,,,9.226271576130653,,,,
200,,,,,,,,9.22183,,,,
,,,,,,,,9.217505291791046,,,,
,,,,,,,,9.213295715841584,,,,
,,,,,,,,9.209199570689655,,,,
,,,,,,,,9.205215188235293,,,,
,,,,,,,,9.20134093292683,,,,
,,,,,,,,9.197575200970874,,,,
,,,,,,,,9.193916419565218,,,,
,,,,,,,,9.190363046153847,,,,
,,,,,,,,9.18691356770335,,,,
,,,,,,,,9.1835665,,,,
,,,,,,,,9.180320386966825,,,,
,,,,,,,,9.1771738,,,,
,,,,,,,,9.174125337323943,,,,
,,,,,,,,9.171173623364485,,,,
,,,,,,,,9.168317308139535,,,,
