,    13     36    153    1.28     .20,1.00    .0, .99    .0,i .25   .24, 73.9  76.6, N13  ,,,,,
,    18     54    153     .67     .18, .95   -.8, .90  -1.1,h .36   .27, 68.6  66.9, N18  ,,,,,
,    17     59    153     .51     .17, .95   -.9, .91  -1.2,g .37   .28, 62.7  64.9, N17  ,,,,,
,     8     30    153    1.53     .21, .90   -.8, .80  -1.2,f .39   .23, 81.0  80.4, N8   ,,,,,
,    22     30    153    1.53     .21, .90   -.8, .80  -1.2,e .39   .23, 81.0  80.4, N22  ,,,,,
,    23     29    153    1.57     .21, .90   -.8, .82  -1.1,d .38   .22, 81.7  81.0, N23  ,,,,,
,    15     56    153     .60     .17, .85  -2.6, .81  -2.5,c .50   .28, 73.9  66.0, N15  ,,,,,
,    19     56    153     .60     .17, .85  -2.6, .81  -2.5,b .50   .28, 73.9  66.0, N19  ,,,,,
,    21     57    153     .57     .17, .85  -2.7, .81  -2.6,a .51   .28, 75.8  65.6, N21  ,,,,,
,------------------------------------+----------+----------+-----------+-----------+------,,,,,,,,,,
, MEAN    46.4  153.0     .94     .19,1.00    .0, .99    .0,           , 71.7  71.4,      ,,,,,
, S.D.    13.0     .0           .45     .02, .08   1.3, .13   1.4,           ,  7.5   6.7,      ,,,,,
-------------------------------------------------------------------------------------------,,,,,,,,,,,
 ,,,,,,,,,,,
TABLE 10.3 MATHEMATICS LEARNING DIFICULTIES      ZOU867WS.TXT  Apr 14  8:24 2018,,,,,,,,,,,
INPUT: 153 Person  24 Item  REPORTED: 149 Person  24 Item  2 CATS  WINSTEPS 3.73,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,
 ,,,,,,,,,,,
         Item CATEGORY/OPTION/DISTRACTOR FREQUENCIES:  MISFIT ORDER,,,,,,,,,,,
 ,,,,,,,,,,,
---------------------------------------------------------------------,,,,,,,,,,,
,ENTRY   DATA  SCORE ,     DATA   , AVERAGE  S.E.  OUTF PTMEA,      ,,,,,,,
,NUMBER  CODE  VALUE ,  COUNT   % , ABILITY  MEAN  MNSQ CORR., Item ,,,,,,,
,--------------------+------------+--------------------------+------,,,,,,,,,,
,    5 A D         0 ,     47  32 ,    -.12   .09  1.0  -.11 ,N5    ,,,,,,,
,        C         0 ,     47  32 ,     .04   .11  1.2   .05 ,      ,,,,,,,
,        B         0 ,     20  13 ,     .15   .14  1.2   .10 ,      ,,,,,,,
,        A         1 ,     35  23 ,    -.03*  .09  1.3  -.01 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    2 B B         0 ,     35  23 ,    -.13   .12  1.0  -.10 ,N2    ,,,,,,,
,        C         0 ,     47  32 ,    -.11   .08  1.0  -.10 ,      ,,,,,,,
,        D         0 ,     25  17 ,     .09   .12  1.2   .07 ,      ,,,,,,,
,        A         1 ,     42  28 ,     .14   .11  1.3   .15 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   16 C A         0 ,     29  19 ,    -.23   .14   .9  -.16 ,N16   ,,,,,,,
,        C         0 ,     31  21 ,     .04   .12  1.2   .04 ,      ,,,,,,,
,        B         0 ,     39  26 ,     .04   .09  1.2   .05 ,      ,,,,,,,
,        D         1 ,     50  34 ,     .04*  .09  1.2   .06 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    4 D B         0 ,     31  21 ,    -.19   .10   .9  -.14 ,N4    ,,,,,,,
,        C         0 ,     49  33 ,    -.13   .09  1.0  -.13 ,      ,,,,,,,
,        A         0 ,      9   6 ,     .02   .13  1.1   .01 ,      ,,,,,,,
,        D         1 ,     60  40 ,     .17   .09  1.2   .23 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    9 E A         0 ,     20  13 ,    -.31   .14   .8  -.18 ,N9    ,,,,,,,
,        B         0 ,     34  23 ,    -.01   .10  1.1   .00 ,      ,,,,,,,
,        D         0 ,     58  39 ,     .02   .10  1.2   .04 ,      ,,,,,,,
,        C         1 ,     37  25 ,     .09   .09  1.1   .09 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    3 F C         0 ,     43  29 ,    -.23   .11  1.0  -.21 ,N3    ,,,,,,,
,        B         0 ,     29  19 ,     .01   .12  1.2   .02 ,      ,,,,,,,
,        A         0 ,     16  11 ,     .07   .18  1.4   .05 ,      ,,,,,,,
,        D         1 ,     61  41 ,     .10   .07  1.1   .15 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   20 G C         0 ,     43  29 ,    -.23   .11  1.0  -.21 ,N20   ,,,,,,,
,        B         0 ,     29  19 ,     .01   .12  1.2   .02 ,      ,,,,,,,
,        A         0 ,     16  11 ,     .07   .18  1.4   .05 ,      ,,,,,,,
,        D         1 ,     61  41 ,     .10   .07  1.1   .15 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    7 H D         0 ,     46  31 ,    -.11   .11  1.0  -.10 ,N7    ,,,,,,,
,        C         0 ,     49  33 ,    -.03   .08  1.0  -.02 ,      ,,,,,,,
,        A         0 ,     28  19 ,     .00   .13  1.1   .01 ,      ,,,,,,,
,        B         1 ,     26  17 ,     .18   .11  1.1   .14 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   12 I C         0 ,     41  28 ,    -.26   .12  1.0  -.23 ,N12   ,,,,,,,
,        B         0 ,     23  15 ,    -.10   .11  1.0  -.06 ,      ,,,,,,,
,        A         0 ,     15  10 ,     .03   .17  1.2   .02 ,      ,,,,,,,
,        D         1 ,     70  47 ,     .15   .07  1.0   .24 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    1 J D         0 ,     23  15 ,    -.34   .14   .8  -.21 ,N1    ,,,,,,,
,        B         0 ,     53  36 ,    -.08   .08  1.0  -.08 ,      ,,,,,,,
,        C         0 ,     26  17 ,    -.01   .10  1.1   .01 ,      ,,,,,,,
,        A         1 ,     47  32 ,     .22   .10  1.1   .24 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    6 K D         0 ,     57  38 ,    -.11   .10  1.0  -.12 ,N6    ,,,,,,,
,        C         0 ,     50  34 ,    -.03   .08  1.0  -.02 ,      ,,,,,,,
,        B         0 ,     15  10 ,    -.03   .13  1.0  -.01 ,      ,,,,,,,
,        A         1 ,     27  18 ,     .24   .12  1.1   .18 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   10 L D         0 ,     50  34 ,    -.23   .10   .9  -.24 ,N10   ,,,,,,,
,        B         0 ,     19  13 ,    -.06   .12  1.0  -.03 ,      ,,,,,,,
,        A         0 ,     21  14 ,    -.02   .13  1.1   .00 ,      ,,,,,,,
,        C         1 ,     59  40 ,     .19   .08  1.0   .25 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   24 l C         0 ,     43  29 ,    -.14   .11  1.0  -.13 ,N24   ,,,,,,,
,        A         0 ,     21  14 ,    -.05   .14  1.0  -.02 ,      ,,,,,,,
,        D         0 ,     50  34 ,    -.05   .09  1.1  -.04 ,      ,,,,,,,
,        B         1 ,     35  23 ,     .22   .09  1.0   .20 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   14 k C         0 ,     49  33 ,    -.16   .10  1.0  -.16 ,N14   ,,,,,,,
,        A         0 ,     16  11 ,    -.06   .18  1.0  -.03 ,      ,,,,,,,
,        D         0 ,     54  36 ,    -.01   .09  1.1   .00 ,      ,,,,,,,
,        B         1 ,     30  20 ,     .25   .08   .9   .20 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   11 j C         0 ,     49  33 ,    -.25   .09   .9  -.26 ,N11   ,,,,,,,
,        B         0 ,     32  21 ,    -.03   .12  1.1  -.02 ,      ,,,,,,,
,        A         0 ,     19  13 ,     .01   .13  1.1   .01 ,      ,,,,,,,
,        D         1 ,     49  33 ,     .24   .09  1.0   .27 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   13 i C         0 ,     47  32 ,    -.17   .10  1.0  -.17 ,N13   ,,,,,,,
,        D         0 ,     46  31 ,    -.10   .10  1.0  -.09 ,      ,,,,,,,
,        A         0 ,     21  14 ,     .06   .13  1.2   .04 ,      ,,,,,,,
,        B         1 ,     35  23 ,     .28   .09  1.0   .25 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   18 h D         0 ,     40  27 ,    -.21   .11   .9  -.18 ,N18   ,,,,,,,
,        C         0 ,     36  24 ,    -.17   .11  1.0  -.14 ,      ,,,,,,,
,        A         0 ,     21  14 ,    -.11   .14  1.0  -.06 ,      ,,,,,,,
,        B         1 ,     52  35 ,     .29   .07   .9   .34 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   17 g D         0 ,     37  25 ,    -.22   .11   .9  -.19 ,N17   ,,,,,,,
,        C         0 ,     34  23 ,    -.21   .11   .9  -.17 ,      ,,,,,,,
,        A         0 ,     22  15 ,    -.08   .17  1.2  -.05 ,      ,,,,,,,
,        B         1 ,     56  38 ,     .27   .06   .9   .34 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,    8 f C         0 ,     43  29 ,    -.26   .09   .8  -.24 ,N8    ,,,,,,,
,        A         0 ,     37  25 ,    -.14   .11   .9  -.12 ,      ,,,,,,,
,        D         0 ,     43  29 ,     .02   .09  1.1   .04 ,      ,,,,,,,
,        B         1 ,     26  17 ,     .52   .09   .7   .38 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   22 e C         0 ,     43  29 ,    -.26   .09   .8  -.24 ,N22   ,,,,,,,
,        A         0 ,     37  25 ,    -.14   .11   .9  -.12 ,      ,,,,,,,
,        D         0 ,     43  29 ,     .02   .09  1.1   .04 ,      ,,,,,,,
,        B         1 ,     26  17 ,     .52   .09   .7   .38 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   23 d C         0 ,     38  26 ,    -.22   .10   .9  -.19 ,N23   ,,,,,,,
,        A         0 ,     36  24 ,    -.20   .11   .9  -.16 ,      ,,,,,,,
,        D         0 ,     50  34 ,     .01   .08  1.0   .03 ,      ,,,,,,,
,        B         1 ,     25  17 ,     .52   .11   .8   .37 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   15 c B         0 ,     30  20 ,    -.28   .11   .8  -.21 ,N15   ,,,,,,,
,        C         0 ,     39  26 ,    -.26   .09   .9  -.23 ,      ,,,,,,,
,        A         0 ,     25  17 ,    -.25   .12   .8  -.17 ,      ,,,,,,,
,        D         1 ,     55  37 ,     .42   .07   .8   .51 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   19 b B         0 ,     30  20 ,    -.28   .11   .8  -.21 ,N19   ,,,,,,,
,        C         0 ,     39  26 ,    -.26   .09   .9  -.23 ,      ,,,,,,,
,        A         0 ,     25  17 ,    -.25   .12   .8  -.17 ,      ,,,,,,,
,        D         1 ,     55  37 ,     .42   .07   .8   .51 ,      ,,,,,,,
,                    ,            ,                          ,      ,,,,,,,
,   21 a A         0 ,     24  16 ,    -.28   .12   .8  -.18 ,N21   ,,,,,,,
,        B         0 ,     30  20 ,    -.28   .11   .8  -.21 ,      ,,,,,,,
,        C         0 ,     39  26 ,    -.26   .09   .9  -.23 ,      ,,,,,,,
,        D         1 ,     56  38 ,     .42   .07   .8   .51 ,      ,,,,,,,
---------------------------------------------------------------------,,,,,,,,,,,
 * Average ability does not ascend with category score,,,,,,,,,,,
 ,,,,,,,,,,,
TABLE 10.4 MATHEMATICS LEARNING DIFICULTIES      ZOU867WS.TXT  Apr 14  8:24 2018,,,,,,,,,,,
INPUT: 153 Person  24 Item  REPORTED: 149 Person  24 Item  2 CATS  WINSTEPS 3.73,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,
 ,,,,,,,,,,,
MOST MISFITTING RESPONSE STRINGS,,,,,,,,,,,
Item   OUTMNSQ  ,Person,,,,,,,,,,
                ,   11111       11111111     1111     11111      1,,,,,,,,,,
                ,98642200999886243332111876515521996314322166432847,,,,,,,,,,
                ,12295297850315266206861616761045643330898494955845,,,,,,,,,,
             high--------------------------------------------------,,,,,,,,,,,
 5 N5     1.24 A,...1..11.......1.11..1.11..1...1..........1....1..,,,,,,,,,,
 2 N2     1.17 B,...............1.1.....1....11...1.1.............1,,,,,,,,,,
16 N16    1.17 C,.............................11....1.1..11..1.....,,,,,,,,,,
 4 N4     1.13 D,...........................................11.1.1.,,,,,,,,,,
 9 N9     1.12 E,.....1...1.111..11.1..11..1...1...1...1...........,,,,,,,,,,
 3 N3     1.10 F,......................................1......1....,,,,,,,,,,
20 N20    1.10 G,......................................1......1....,,,,,,,,,,
 7 N7     1.06 H,.........1....1..1..1...1.......11........1.......,,,,,,,,,,
 1 N1     1.05 J,.....................................1.11.1.1.....,,,,,,,,,,
 6 N6     1.04 K,111.....111.111.................1.1........1......,,,,,,,,,,
10 N10    1.04 L,.......................................1...1..1...,,,,,,,,,,
24 N24     .99 l,...1.111..1...........1..1.........1..........1...,,,,,,,,,,
14 N14     .94 k,1..1.111..1...........1..1........................,,,,,,,,,,
11 N11    1.01 j,...................................1...1.1...1....,,,,,,,,,,
13 N13     .99 i,...................1...1.1.1...................1..,,,,,,,,,,
 8 N8      .80 f,....1......1........................1.............,,,,,,,,,,
22 N22     .80 e,....1......1........................1.............,,,,,,,,,,
23 N23     .82 d,...........1..................1.....1.............,,,,,,,,,,
                ,--------------------------------------------------low,,,,,,,,,,
                ,98611111999886211111111876511111996311111166432817,,,,,,,,,,
                ,12242200850315243332111616765521643334322194955845,,,,,,,,,,
                ,   95297       66206861     1045     08984      4,,,,,,,,,,
 ,,,,,,,,,,,
TABLE 10.5 MATHEMATICS LEARNING DIFICULTIES      ZOU867WS.TXT  Apr 14  8:24 2018,,,,,,,,,,,
INPUT: 153 Person  24 Item  REPORTED: 149 Person  24 Item  2 CATS  WINSTEPS 3.73,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,
 ,,,,,,,,,,,
MOST UNEXPECTED RESPONSES,,,,,,,,,,,
Item   MEASURE  ,Person,,,,,,,,,,
                ,   11111       11111111     1111     11111      1,,,,,,,,,,
                ,98642200999886243332111876515521996314322166432847,,,,,,,,,,
                ,12295297850315266206861616761045643330898494955845,,,,,,,,,,
             high--------------------------------------------------,,,,,,,,,,,
 3 N3      .43 F,......................................1......1....,,,,,,,,,,
20 N20     .43 G,......................................1......1....,,,,,,,,,,
 4 N4      .45 D,...........................................11.1.1.,,,,,,,,,,
10 N10     .51 L,.......................................1...1..1...,,,,,,,,,,
16 N16     .76 C,.............................11....1.1..11..1.....,,,,,,,,,,
11 N11     .79 j,...................................1...1.1...1....,,,,,,,,,,
 1 N1      .86 J,.....................................1.11.1.1.....,,,,,,,,,,
 2 N2      .99 B,...............1.1.....1....11...1.1.............1,,,,,,,,,,
 9 N9     1.21 E,.....1...1.111..11.1..11..1...1...1...1...........,,,,,,,,,,
 5 N5     1.24 A,...1..11.......1.11..1.11..1...1..........1....1..,,,,,,,,,,
24 N24    1.24 l,...1.111..1...........1..1.........1..........1...,,,,,,,,,,
13 N13    1.28 i,...................1...1.1.1...................1..,,,,,,,,,,
14 N14    1.44 k,1..1.111..1...........1..1........................,,,,,,,,,,
 8 N8     1.53 f,....1......1........................1.............,,,,,,,,,,
22 N22    1.53 e,....1......1........................1.............,,,,,,,,,,
23 N23    1.57 d,...........1..................1.....1.............,,,,,,,,,,
 6 N6     1.62 K,111.....111.111.................1.1........1......,,,,,,,,,,
 7 N7     1.62 H,.........1....1..1..1...1.......11........1.......,,,,,,,,,,
                ,--------------------------------------------------low,,,,,,,,,,
                ,98611111999886211111111876511111996311111166432817,,,,,,,,,,
                ,12242200850315243332111616765521643334322194955845,,,,,,,,,,
                ,   95297       66206861     1045     08984      4,,,,,,,,,,
 ,,,,,,,,,,,
TABLE 10.6 MATHEMATICS LEARNING DIFICULTIES      ZOU867WS.TXT  Apr 14  8:24 2018,,,,,,,,,,,
INPUT: 153 Person  24 Item  REPORTED: 149 Person  24 Item  2 CATS  WINSTEPS 3.73,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,
 ,,,,,,,,,,,
MOST UNEXPECTED RESPONSES,,,,,,,,,,,
 ,,,,,,,,,,,
---------------------------------------------------------------------------------------,,,,,,,,,,,
, DATA ,OBSERVED,EXPECTED,RESIDUAL,ST. RES.,MEASDIFF, Item  , Person , Item  , Person ,
,------+--------+--------+--------+--------+--------+-------+--------+-------+--------,,,,,,,,,,
,    A ,      1 ,    .04 ,    .96 ,   5.13 ,  -3.27 ,     2 ,     75 , N2    , 075FKD ,
,    B ,      1 ,    .06 ,    .94 ,   4.09 ,  -2.82 ,    13 ,     88 , N13   , 088MKI ,
,    A ,      1 ,    .06 ,    .94 ,   4.01 ,  -2.78 ,     5 ,     88 , N5    , 088MKI ,
,    D ,      1 ,    .06 ,    .94 ,   3.92 ,  -2.73 ,     4 ,    144 , N4    , 144FLD ,
,    B ,      1 ,    .06 ,    .94 ,   3.84 ,  -2.69 ,     7 ,     69 , N7    , 069FKD ,
,    A ,      1 ,    .06 ,    .94 ,   3.84 ,  -2.69 ,     6 ,     64 , N6    , 064MKD ,
,    B ,      1 ,    .09 ,    .91 ,   3.24 ,  -2.35 ,     7 ,     96 , N7    , 096MLD ,
,    A ,      1 ,    .09 ,    .91 ,   3.24 ,  -2.35 ,     6 ,     96 , N6    , 096MLD ,
,    B ,      1 ,    .09 ,    .91 ,   3.24 ,  -2.35 ,     7 ,     94 , N7    , 094MLI ,
,    A ,      1 ,    .09 ,    .91 ,   3.24 ,  -2.35 ,     6 ,     63 , N6    , 063FKD ,
,    A ,      1 ,    .09 ,    .91 ,   3.18 ,  -2.32 ,     5 ,     69 , N5    , 069FKD ,
,    B ,      1 ,    .09 ,    .91 ,   3.18 ,  -2.32 ,    24 ,     25 , N24   , 025MKI ,
,    B ,      1 ,    .09 ,    .91 ,   3.16 ,  -2.30 ,    23 ,    124 , N23   , 124FLD ,
,    B ,      1 ,    .09 ,    .91 ,   3.16 ,  -2.30 ,    23 ,     13 , N23   , 013FKI ,
,    C ,      1 ,    .09 ,    .91 ,   3.13 ,  -2.28 ,     9 ,    138 , N9    , 138FLI ,
,    B ,      1 ,    .09 ,    .91 ,   3.09 ,  -2.26 ,    22 ,     13 , N22   , 013FKI ,
,    B ,      1 ,    .09 ,    .91 ,   3.09 ,  -2.26 ,     8 ,     13 , N8    , 013FKI ,
,    B ,      1 ,    .11 ,    .89 ,   2.81 ,  -2.07 ,     7 ,    132 , N7    , 132FLI ,
,    B ,      1 ,    .11 ,    .89 ,   2.81 ,  -2.07 ,     7 ,    118 , N7    , 118FLD ,
,    B ,      1 ,    .11 ,    .89 ,   2.81 ,  -2.07 ,     7 ,     71 , N7    , 071FKI ,
,    A ,      1 ,    .12 ,    .88 ,   2.68 ,  -1.97 ,     5 ,    115 , N5    , 115FLD ,
,    B ,      1 ,    .12 ,    .88 ,   2.68 ,  -1.97 ,    24 ,     33 , N24   , 033MKI ,
,    C ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     9 ,    124 , N9    , 124FLD ,
,    C ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     9 ,     63 , N9    , 063FKD ,
,    A ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     1 ,    140 , N1    , 140FLD ,
,    A ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     1 ,    129 , N1    , 129FLD ,
,    A ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     1 ,    128 , N1    , 128FLD ,
,    A ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     1 ,     69 , N1    , 069FKD ,
,    A ,      1 ,    .13 ,    .87 ,   2.63 ,  -1.93 ,     1 ,     49 , N1    , 049FKI ,
,    B ,      1 ,    .13 ,    .87 ,   2.57 ,  -1.89 ,    14 ,    111 , N14   , 111MLD ,
,    B ,      1 ,    .13 ,    .87 ,   2.57 ,  -1.89 ,    14 ,     66 , N14   , 066MKI ,
,    D ,      1 ,    .13 ,    .87 ,   2.54 ,  -1.87 ,    11 ,    129 , N11   , 129FLD ,
,    D ,      1 ,    .13 ,    .87 ,   2.54 ,  -1.87 ,    11 ,    114 , N11   , 114FLD ,
,    D ,      1 ,    .13 ,    .87 ,   2.54 ,  -1.87 ,    11 ,     35 , N11   , 035FKI ,
,    D ,      1 ,    .14 ,    .86 ,   2.50 ,  -1.83 ,    16 ,    140 , N16   , 140FLD ,
,    D ,      1 ,    .14 ,    .86 ,   2.50 ,  -1.83 ,    16 ,    128 , N16   , 128FLD ,
,    D ,      1 ,    .14 ,    .86 ,   2.50 ,  -1.83 ,    16 ,    114 , N16   , 114FLD ,
,    D ,      1 ,    .14 ,    .86 ,   2.50 ,  -1.83 ,    16 ,     49 , N16   , 049FKI ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     98 , N6    , 098MLD ,
,    B ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     7 ,     95 , N7    , 095MLI ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     95 , N6    , 095MLI ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     90 , N6    , 090FKD ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     81 , N6    , 081FKD ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     65 , N6    , 065FKI ,
,    B ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     7 ,     22 , N7    , 022FKD ,
,    A ,      1 ,    .14 ,    .86 ,   2.49 ,  -1.82 ,     6 ,     22 , N6    , 022FKD ,
,    B ,      1 ,    .14 ,    .86 ,   2.43 ,  -1.78 ,    23 ,     83 , N23   , 083FKI ,
,    B ,      1 ,    .15 ,    .85 ,   2.38 ,  -1.73 ,    22 ,    125 , N22   , 125FLD ,
,    B ,      1 ,    .15 ,    .85 ,   2.38 ,  -1.73 ,     8 ,    125 , N8    , 125FLD ,
,    B ,      1 ,    .15 ,    .85 ,   2.38 ,  -1.73 ,    22 ,     83 , N22   , 083FKI ,
---------------------------------------------------------------------------------------,,,,,,,,,,,
