AM60 RS CT 298K,,,
,,,
True Strain,True Stress,,
5.13186831739297E-5,0.733242273,,
5.20926431546511E-5,0.692141652,,
5.28086056009451E-5,0.788396955,,
5.35235675882992E-5,0.74831152,,
5.4238529064483E-5,0.770956278,,
5.5013486730436E-5,0.74169904,,
5.57284471411642E-5,0.701978028,,
5.64444069845868E-5,0.787404954,,
5.71593663722647E-5,0.776159823,,
5.79343217746966E-5,0.85906148,,
5.8768273111306E-5,0.728447437,,
5.94832308375165E-5,0.828736186,,
6.01991879924487E-5,0.913018048,,
6.0974141039381E-5,0.974445522,,
6.16890971884915E-5,0.861947775,,
6.24040528266621E-5,0.907419562,,
6.31190079534495E-5,0.97522372,,
6.38939587374406E-5,0.966451943,,
6.46089127992353E-5,1.030533552,,
6.54438585040009E-5,1.011922836,,
6.61588114574677E-5,0.945443869,,
6.69337598859872E-5,1.039094687,,
6.76487117742458E-5,0.974204719,,
6.83646630830695E-5,0.94827956,,
6.90796139485243E-5,1.135398865,,
6.98545601133546E-5,0.954160511,,
7.05695099136074E-5,1.129124641,,
7.12844592024853E-5,1.15744257,,
7.19994079804331E-5,1.180893421,,
7.28933432157483E-5,1.177535176,,
7.36092907696824E-5,1.193229675,,
7.43242378854973E-5,1.198486686,,
7.50391844899411E-5,1.223186374,,
7.58141260364406E-5,1.20725584,,
7.65290715759172E-5,1.128987908,,
7.72450165268661E-5,1.183802605,,
7.7959961043335E-5,1.209700108,,
7.87349003264076E-5,1.226748228,,
7.95688343163123E-5,1.245617747,,
8.02837771713829E-5,1.202019334,,
8.09997194341753E-5,1.341686964,,
8.17746563616243E-5,1.240747333,,
8.24895976396605E-5,1.222527027,,
8.3204538406334E-5,1.305321932,,
8.39194786620895E-5,1.288324475,,
8.46944133269134E-5,1.294935226,,
8.54093525174986E-5,1.342956662,,
8.61252911106858E-5,1.405683637,,
8.69592189375177E-5,1.436811686,,
8.7734151246746E-5,1.420699477,,
8.84490882641075E-5,1.29771471,,
8.91650246810346E-5,1.409817576,,
8.98799606754128E-5,1.428244352,,
9.06548907212681E-5,1.419862628,,
9.13698256502667E-5,1.493130565,,
9.20847600683556E-5,1.289069176,,
9.27996939750917E-5,1.57673049,,
9.36946105228931E-5,1.459863067,,
9.44095432789158E-5,1.542735338,,
9.51244755235881E-5,1.530188799,,
9.58394072573546E-5,1.485914707,,
9.66143326850713E-5,1.505512357,,
9.73292633534708E-5,1.590258241,,
9.80451934130097E-5,1.569538713,,
9.87601230584441E-5,1.584581375,,
9.9535046222828E-5,1.509541988,,
1.00249974803346E-4,1.577135563,,
1.01083890851299E-4,1.746757627,,
1.01799818222571E-4,1.587466002,,
1.02574739031651E-4,1.626272202,,
1.03289665438788E-4,1.652455449,,
1.04004591335027E-4,1.761068463,,
1.04719516719925E-4,1.852398515,,
1.05494435266474E-4,1.742637634,,
1.06209359586247E-4,1.762027502,,
1.06925283288066E-4,1.699299574,,
1.07759193769616E-4,1.751326799,,
1.08534109960445E-4,1.797056794,,
1.09249032107084E-4,1.773760438,,
1.09964953632956E-4,1.725946426,,
1.10679874756655E-4,1.71012032,,
1.11454788684205E-4,1.831017613,,
1.12169708743012E-4,1.822296619,,
1.12884628290487E-4,1.956727743,,
1.13599547327074E-4,1.832731009,,
1.14374458992134E-4,1.947224736,,
1.15209363146422E-4,1.871639132,,
1.15924280521014E-4,1.956644058,,
1.16639197384278E-4,1.918980479,,
1.17414106693882E-4,1.948911071,,
1.18129022492267E-4,2.128342628,,
1.18844937660572E-4,1.955831528,,
1.19559852436034E-4,1.910385966,,
1.203347594824E-4,1.9905231,,
1.21049673192768E-4,2.00176549,,
1.21824579084662E-4,2.084062338,,
1.22599484376078E-4,2.080729485,,
1.23314396467366E-4,2.173358679,,
1.24029308047333E-4,2.068935871,,
1.24804211630295E-4,2.108626127,,
1.25519122145398E-4,2.165467978,,
1.262940245739E-4,2.086447001,,
1.27008934023922E-4,2.115466118,,
1.27783835297965E-4,2.088370323,,
1.28499743554278E-4,2.221680403,,
1.29273643802498E-4,2.18008709,,
1.29989550992246E-4,2.202130556,,
1.3076444995661E-4,2.137112856,,
1.31479356210691E-4,2.276694775,,
1.32254254020608E-4,2.257458925,,
1.32969159209398E-4,2.367604017,,
1.33684063887321E-4,2.204360723,,
1.34458959988817E-4,2.274735689,,
1.35173863601675E-4,2.371034145,,
1.35948758548733E-4,2.369288445,,
1.3666366109653E-4,2.208909035,,
1.37438554889152E-4,2.284515381,,
1.38154456233608E-4,2.371547937,,
1.38928349010082E-4,2.487339735,,
1.39644249287993E-4,2.207184315,,
1.40419140770981E-4,2.346296072,,
1.41134040122899E-4,2.331667185,,
1.41908930451461E-4,2.491652966,,
1.42623828738108E-4,2.431190729,,
1.43338726513899E-4,2.412475586,,
1.44113615134073E-4,2.433321238,,
1.4482851184482E-4,2.398261547,,
1.45603399310578E-4,2.358178616,,
1.46318294956062E-4,2.47326684,,
1.47093181267629E-4,2.482582092,,
1.47809075700361E-4,2.54108882,,
1.48582961005012E-4,2.472792864,,
1.49298854371441E-4,2.600191355,,
1.50072738523176E-4,2.436064959,,
1.50788630822862E-4,2.622648716,,
1.5150352276168E-4,2.469219446,,
1.52278405055075E-4,2.512551785,,
1.52993295928866E-4,2.58948493,,
1.53768177067864E-4,2.625920057,,
1.54483066876631E-4,2.576597929,,
1.55257946861235E-4,2.60389781,,
1.55972835604761E-4,2.624639034,,
1.56747714435196E-4,2.659772635,,
1.57462602113704E-4,2.588484049,,
1.5823747978953E-4,2.741725683,,
1.5895336624439E-4,2.77511549,,
1.59727242924689E-4,2.659322262,,
1.60443128312827E-4,2.745311737,,
1.61158013349757E-4,2.761263609,,
1.61932888162098E-4,2.833822489,,
1.62647772134023E-4,2.79662919,,
1.63422645791988E-4,2.834755182,,
1.64137528698688E-4,2.908173561,,
1.64912401202503E-4,2.82205081,,
1.65627283044204E-4,2.802060127,,
1.66402154393429E-4,2.785011053,,
1.67117035170356E-4,2.894709349,,
1.67891905365216E-4,2.848666668,,
1.68607784908416E-4,2.842834711,,
1.69381654117648E-4,2.864590645,,
1.70097532594369E-4,2.817923069,,
1.70812410729546E-4,2.914426088,,
1.71587278060976E-4,2.916427851,,
1.72302155131168E-4,2.922099829,,
1.73077021308246E-4,2.955514908,,
1.73791897313233E-4,2.99179244,,
1.74566762336183E-4,3.03626895,,
1.75281637276192E-4,2.966283083,,
1.76056501144574E-4,2.948036432,,
1.76771375019829E-4,3.006957293,,
1.77546237733868E-4,3.039070606,,
1.7826111054415E-4,3.044273376,,
1.7903597210385E-4,3.102595091,,
1.79751843669289E-4,3.0600667,,
1.80466714902846E-4,3.060688734,,
1.8124157475351E-4,3.037289858,,
1.81956444921881E-4,3.208094358,,
1.82731303618436E-4,3.159606457,,
1.83446172721845E-4,3.152290583,,
1.84221030263852E-4,3.116424799,,
1.84935898302524E-4,3.198481321,,
1.85710754690207E-4,3.292614222,,
1.86425621663924E-4,3.103769302,,
1.87200476897286E-4,3.256589413,,
1.87915342806052E-4,3.193188667,,
1.88631208015032E-4,3.174552202,,
1.89406061539387E-4,3.246145964,,
1.90120925871457E-4,3.146596193,,
1.908957782415E-4,3.254677534,,
1.91610641508404E-4,3.264591217,,
1.9238549272436E-4,3.364188671,,
1.93100354926323E-4,3.284677744,,
1.93875204987753E-4,3.316322088,,
1.94590066125E-4,3.333418608,,
1.95364915032128E-4,3.225488424,,
1.96079775104441E-4,3.203182936,,
1.96854622857271E-4,3.314126492,,
1.97569481864652E-4,3.307904482,,
1.98285340162606E-4,3.391339302,,
1.99060186206461E-4,3.303683281,,
1.99775043636956E-4,3.285281181,,
2.00549888526744E-4,3.301517725,,
2.01264744892315E-4,3.417224169,,
2.02039588627595E-4,3.407670021,,
2.02754443928467E-4,3.411962032,,
2.03529286509464E-4,3.452428102,,
2.0424414074542E-4,3.449901581,,
2.05018982172138E-4,3.448597908,,
2.05733835343179E-4,3.440006733,,
2.06508675615621E-4,3.346339703,,
2.07223527721529E-4,3.472949028,,
2.07939379108812E-4,3.431670904,,
2.08713217880922E-4,3.545398474,,
2.09429068201587E-4,3.510053635,,
2.10203905611042E-4,3.466458797,,
2.10918755075413E-4,3.346194744,,
2.11693591330383E-4,3.448678493,,
2.12408439730076E-4,3.506789446,,
2.13183274830785E-4,3.621973515,,
2.13898122165582E-4,3.497571945,,
2.14672956112034E-4,3.635501385,,
2.15387802381937E-4,3.584932089,,
2.16102648140614E-4,3.61844945,,
2.16877480378927E-4,3.614777565,,
2.17593324855228E-4,3.677312851,,
2.18367156157001E-4,3.595852137,,
2.19082999566927E-4,3.638113499,,
2.19857829495972E-4,3.580986738,,
2.20572672059499E-4,3.610183716,,
2.21347500834303E-4,3.702386856,,
2.2206234233295E-4,3.787875652,,
2.22837169953516E-4,3.668184519,,
2.23552010387287E-4,3.822300196,,
2.24326836853618E-4,3.815999746,,
2.25041676222294E-4,3.766991854,,
2.25756515080198E-4,3.710334063,,
2.26531339838422E-4,3.7880404,,
2.27247177404097E-4,3.862936258,,
2.28021001235456E-4,3.871443987,,
2.28736837734777E-4,3.861994028,,
2.29510660413402E-4,3.990031719,,
2.30226495846372E-4,4.008922577,,
2.31001317141154E-4,3.801556826,,
2.31716151738888E-4,4.022293091,,
2.32490971879455E-4,3.981873751,,
2.33205805412334E-4,3.915691614,,
2.33980624398688E-4,4.017287731,,
2.34695456866493E-4,3.996230841,,
2.35410288823534E-4,4.050541401,,
2.36185106101815E-4,4.083120823,,
2.36899936994009E-4,4.028440475,,
2.37674753118086E-4,3.908803225,,
2.38390582706935E-4,4.068719864,,
2.39164397915312E-4,4.020832062,,
2.3988022643783E-4,4.08602047,,
2.40655040252735E-4,4.052002907,,
2.4136986794969E-4,4.145843506,,
2.42144680610402E-4,4.074403763,,
2.428595072423E-4,4.097406864,,
2.43634318749043E-4,4.155724049,,
2.4434914431611E-4,4.092871666,,
2.45063969372423E-4,4.109941006,,
2.45838779170904E-4,4.170287609,,
2.4655360316239E-4,4.065980434,,
2.4732841180669E-4,4.161277294,,
2.480442344852E-4,4.205020428,,
2.48818042223474E-4,4.137510777,,
2.49533863835674E-4,4.212535858,,
2.50308670170846E-4,4.157465935,,
2.51023490966933E-4,4.169538021,,
2.51798296148156E-4,4.235011101,,
2.52513115879429E-4,4.288929462,,
2.53227935099956E-4,4.042609692,,
2.54002738572945E-4,4.241298676,,
2.54717556728663E-4,4.233566761,,
2.5549235904749E-4,4.263074398,,
2.56207176138179E-4,4.380855083,,
2.56981977303068E-4,4.19964838,,
2.57696793328954E-4,4.268686295,,
2.58471593339465E-4,4.300640583,,
2.59187408041702E-4,4.26464653,,
2.59961207157131E-4,4.290041924,,
2.6067702079286E-4,4.231901646,,
2.61451818494517E-4,4.292247772,,
2.62166631325297E-4,4.385436058,,
2.62881443645342E-4,4.351653576,,
2.63656239638799E-4,4.269311905,,
2.64371050894054E-4,4.366480827,,
2.6514584573337E-4,4.34336853,,
2.65860655923618E-4,4.402933121,,
2.66635449609018E-4,4.31382513,,
2.67350258734483E-4,4.447973728,,
2.68125051265528E-4,4.461762428,,
2.68840859057492E-4,4.455227852,,
2.69614650703351E-4,4.542610645,,
2.70330457429049E-4,4.42638731,,
2.71105247651062E-4,4.393698692,,
2.71820053581705E-4,4.43650341,,
2.72534859001401E-4,4.458281994,,
2.73309647515468E-4,4.446359634,,
2.74024451870173E-4,4.572154045,,
2.74799239230345E-4,4.558383465,,
2.75514042520284E-4,4.503991604,,
2.76288828726119E-4,4.586456299,,
2.77003630951518E-4,4.684586048,,
2.77778416003242E-4,4.66613245,,
2.78494216885287E-4,4.609528542,,
2.79268001061497E-4,4.604815006,,
2.79983800877298E-4,4.726625919,,
2.80757583900893E-4,4.65956068,,
2.81473382650451E-4,4.710562706,,
2.82188181169931E-4,4.672878265,,
2.82962962204754E-4,4.690804482,,
2.83677759659264E-4,4.767075062,,
2.84452539540213E-4,4.900621891,,
2.85167335929978E-4,4.682362556,,
2.85942114656613E-4,4.795376778,,
2.86656909981857E-4,4.80958271,,
2.87431687554404E-4,4.76838398,,
2.8814648181491E-4,4.928578377,,
2.8892125823337E-4,4.714431763,,
2.89637051139407E-4,4.720231056,,
2.90351843823534E-4,4.866971493,,
2.91126618533335E-4,4.81364584,,
2.91841410152509E-4,4.804899216,,
2.92616183708455E-4,4.85779953,,
2.93330974262902E-4,4.853424549,,
2.94105746664552E-4,4.937005997,,
2.94820536154497E-4,4.900961399,,
2.95595307402077E-4,4.881882668,,
2.963100958273E-4,4.862465858,,
2.97084865920813E-4,4.940660954,,
2.97799653281319E-4,5.182668686,,
2.98574422220769E-4,5.018695831,,
2.99290208217175E-4,5.070399284,,
3.00004994001332E-4,5.133552551,,
3.00779761232155E-4,5.025033951,,
3.0149454595138E-4,5.133493423,,
3.0226931202837E-4,5.109574795,,
3.02984095682888E-4,5.23289156,,
3.03758860605605E-4,5.006621361,,
3.04473643195641E-4,5.235720634,,
3.0524840696431E-4,5.220519543,,
3.05963188489645E-4,5.205188751,,
3.0673795110427E-4,5.193734169,,
3.07452731564686E-4,5.259593487,,
3.08227493025492E-4,5.205227852,,
3.08942272421213E-4,5.204782486,,
3.09658050996499E-4,5.197257996,,
3.10432810748711E-4,5.24615097,,
3.11147588568119E-4,5.25595665,,
3.11922347166076E-4,5.253064632,,
3.1263712392102E-4,5.217877865,,
3.13411881364948E-4,5.22063303,,
3.14126657055209E-4,5.228331566,,
3.14901413345112E-4,5.318078995,,
3.15616187970692E-4,5.297959328,,
3.16390943106573E-4,5.220565796,,
3.17105716667254E-4,5.255171299,,
3.17880470649338E-4,5.414813995,,
3.18595243145346E-4,5.329769135,,
3.19311014811278E-4,5.404708862,,
3.20085767084801E-4,5.378344536,,
3.20800538004526E-4,5.469834328,,
3.21575289123817E-4,5.35463047,,
3.22290058979098E-4,5.482395649,,
3.23064808944382E-4,5.398756027,,
3.23779577735E-4,5.533416271,,
3.24554326546281E-4,5.438769817,,
3.25269094272018E-4,5.488624096,,
3.2604384192952E-4,5.473657131,,
3.26758608590601E-4,5.489422798,,
3.27474374413453E-4,5.563893795,,
3.28248120690535E-4,5.581532478,,
3.28963885447246E-4,5.568413258,,
3.29737630571825E-4,5.659173489,,
3.30453394262399E-4,5.523023129,,
3.31228137903168E-4,5.628537178,,
3.31942900858919E-4,5.608366013,,
3.32717643345703E-4,5.591057301,,
3.33432405236813E-4,5.583142757,,
3.34207146569616E-4,5.681058407,,
3.34921907395864E-4,5.722662926,,
3.35696647574912E-4,5.654716015,,
3.36411407336524E-4,5.585780621,,
3.37126166587478E-4,5.680833817,,
3.37900905058578E-4,5.702557087,,
3.38616662906202E-4,5.817387104,,
3.39390400562031E-4,5.758651733,,
3.40106157343538E-4,5.823779583,,
3.40880893505929E-4,5.754323483,,
3.41595649562284E-4,5.793976307,,
3.42370384570713E-4,5.717364311,,
3.43085139562224E-4,5.790975094,,
3.43859873416916E-4,5.858340263,,
3.44574627343809E-4,5.779959202,,
3.45349360044324E-4,5.839154243,,
3.46064112906824E-4,5.844770908,,
3.46778865258452E-4,5.852104187,,
3.47553596251274E-4,5.919626236,,
3.48269347189945E-4,5.984622002,,
3.49043077377167E-4,5.918367863,,
3.49758827249741E-4,5.943968773,,
3.50533555933899E-4,5.951640129,,
3.51248305090991E-4,5.971022129,,
3.52023032621208E-4,6.007577419,,
3.52737780713477E-4,6.030731678,,
3.5351250708998E-4,6.029061794,,
3.54227254117651E-4,5.951773643,,
3.54942000634681E-4,6.081720829,,
3.55716725303297E-4,6.032431602,,
3.56431470755512E-4,6.071485043,,
3.57206194270422E-4,6.089174271,,
3.57920938658047E-4,6.228045464,,
3.58695661018811E-4,5.992288589,,
3.59411403982808E-4,6.073470592,,
3.60185125548914E-4,6.137763977,,
3.60900867446616E-4,6.077052116,,
3.61675587498988E-4,6.183213711,,
3.62390328692148E-4,6.112848759,,
3.63165047590384E-4,6.137537003,,
3.63879787719189E-4,6.275522232,,
3.6459452733714E-4,6.251162529,,
3.65369244527744E-4,6.023240089,,
3.66083983080901E-4,6.262342453,,
3.66858699117822E-4,6.269050598,,
3.67573436606409E-4,6.257675171,,
3.68348151489205E-4,6.355118752,,
3.69063887544536E-4,6.304035664,,
3.69837601642346E-4,6.269787312,,
3.70553336631402E-4,6.246337414,,
3.71328049205852E-4,6.33399725,,
3.72042783500036E-4,6.300347805,,
3.72817494920372E-4,6.273150444,,
3.73532228150221E-4,6.464971542,,
3.74246960869004E-4,6.380399704,,
3.75021670581963E-4,6.368294716,,
3.75736402236194E-4,6.373754501,,
3.76511110795048E-4,6.526178837,,
3.77225841384953E-4,6.57980299,,
3.78000548789927E-4,6.561427593,,
3.78716277936502E-4,6.508731365,,
3.79489984566383E-4,6.453094006,,
3.80205712646927E-4,6.494019985,,
3.80979418124424E-4,6.520217419,,
3.81695145138939E-4,6.545322418,,
3.8246984908152E-4,6.548674107,,
3.83184575412546E-4,6.570266247,,
3.83899301232516E-4,6.547624111,,
3.84674003467753E-4,6.591437817,,
3.85388728223192E-4,6.527318478,,
3.86163429304345E-4,6.747159958,,
3.86878152995478E-4,6.493481636,,
3.87652852922774E-4,6.583975315,,
3.88367575549382E-4,6.674574375,,
3.89142274322823E-4,6.75788641,,
3.89857995494988E-4,6.618151665,,
3.90631693504499E-4,6.718716145,,
3.91347413610657E-4,6.703151226,,
3.92062133596462E-4,6.667497635,,
3.92836829507962E-4,6.685992718,,
3.93551548429253E-4,6.690099239,,
3.9432624318669E-4,6.682522774,,
3.95040961043692E-4,6.824926376,,
3.95815654647289E-4,6.740252018,,
3.96530371439783E-4,6.69239521,,
3.97305063889545E-4,6.797199726,,
3.98019779617535E-4,6.870545387,,
3.98794470913465E-4,6.846601963,,
3.99510185177384E-4,6.909357071,,
4.00283875719054E-4,6.847735882,,
4.00999588916987E-4,6.920405865,,
4.01714302004225E-4,6.949803829,,
4.02488990438269E-4,6.947092533,,
4.03203702461014E-4,6.958926201,,
4.03978389741016E-4,6.893271446,,
4.04693100699492E-4,7.058805943,,
4.05467786825678E-4,6.957765102,,
4.06182496719667E-4,7.06746006,,
4.06957181692039E-4,7.027644157,,
4.07671890521322E-4,6.918745995,,
4.08446574340107E-4,7.156068325,,
4.09161282104909E-4,7.232587814,,
4.09935964769665E-4,6.994968891,,
4.10651671059728E-4,7.113093376,,
4.11366377248533E-4,7.154069424,,
4.12141058205042E-4,7.096846581,,
4.12855763329596E-4,7.039051533,,
4.13630443132308E-4,7.159413815,,
4.14345147192392E-4,7.175827503,,
4.1511982584131E-4,7.104007244,,
4.15834528836927E-4,7.26641655,,
4.16609206332054E-4,7.229698181,,
4.17323908262986E-4,7.220221043,,
4.18098584604547E-4,7.228437901,,
4.18813285471019E-4,7.179047585,,
4.19587960658574E-4,7.237585545,,
4.20303660040678E-4,7.456821918,,
4.21018359331183E-4,7.387005806,,
4.21793032810525E-4,7.264370441,,
4.22507731036799E-4,7.372293472,,
4.23282403362365E-4,7.409626007,,
4.2399710052419E-4,7.374468803,,
4.24771771695984E-4,7.327315331,,
4.25486467793141E-4,7.332514286,,
4.26261137811389E-4,7.450974941,,
4.26975832844102E-4,7.442825794,,
4.27750501708363E-4,7.397207737,,
4.28465195676859E-4,7.513977051,,
4.2918088870534E-4,7.5395751,,
4.29955555861415E-4,7.483783245,,
4.30670248253974E-4,7.560301781,,
4.31444914256293E-4,7.4045434,,
4.3215960558442E-4,7.680758953,,
4.32934270432985E-4,7.518471241,,
4.33648960696683E-4,7.614633083,,
4.34423624391499E-4,7.599510193,,
4.3513831359055E-4,7.547518253,,
4.35912976131841E-4,7.555057526,,
4.3662766426647E-4,7.603006363,,
4.37402325653796E-4,7.605679512,,
4.38117012724227E-4,7.682378292,,
4.38832698845006E-4,7.641626835,,
4.39606358963829E-4,7.685775757,,
4.40322044018704E-4,7.756411552,,
4.41096702544144E-4,7.694402695,,
4.41811386974257E-4,7.711751938,,
4.42586044345966E-4,7.822586536,,
4.43300727711449E-4,7.652651787,,
4.44075383929653E-4,7.818593502,,
4.44790066230731E-4,7.829933167,,
4.45564721294988E-4,7.688695908,,
4.46279402531886E-4,7.784700394,,
4.47054056442423E-4,7.826844692,,
4.47768736614922E-4,7.952119827,,
4.48484415828132E-4,7.941680431,,
4.49258068479846E-4,7.816159725,,
4.49973746627173E-4,7.915129662,,
4.50748397675877E-4,7.910596371,,
4.5146307520811E-4,7.991924763,,
4.52237725103107E-4,7.989734173,,
4.5295240157073E-4,7.965295792,,
4.53727050312243E-4,8.033641815,,
4.54441725715482E-4,7.959169865,,
4.55216373303071E-4,7.999258518,,
4.5593104764215E-4,7.996807098,,
4.56645721470249E-4,8.021571159,,
4.57420367350743E-4,8.04857254,,
4.58136039656516E-4,7.924561501,,
4.58909684841043E-4,7.946540833,,
4.59625356081177E-4,8.143052101,,
4.60399000113502E-4,8.116147995,,
4.61114670287555E-4,8.158889771,,
4.61889312706205E-4,8.0867033,,
4.62603982276101E-4,8.126796722,,
4.63378623540846E-4,8.178436279,,
4.64093292046601E-4,8.17343235,,
4.64867932157667E-4,8.203819275,,
4.6558259959906E-4,8.143632889,,
4.66297266529483E-4,8.265958786,,
4.67071904933486E-4,8.255131721,,
4.67786570799553E-4,8.252033234,,
4.68561208049663E-4,8.382635117,,
4.69276872382515E-4,8.324943542,,
4.70050508948041E-4,8.351583481,,
4.70766172214833E-4,8.334636688,,
4.71540807157059E-4,8.446641922,,
4.72255469829362E-4,8.373293877,,
4.73030103617705E-4,8.400943756,,
4.73744765225887E-4,8.346715927,,
4.74519397860573E-4,8.369706154,,
4.75234058404414E-4,8.545791626,,
4.75948718437294E-4,8.437052727,,
4.76723349364729E-4,8.440768242,,
4.77438008333495E-4,8.446333885,,
4.78212638107281E-4,8.512466431,,
4.78928295532763E-4,8.364598274,,
4.79701924631856E-4,8.579262733,,
4.8041758099152E-4,8.541015625,,
4.81192208457245E-4,8.461595535,,
4.81906864232309E-4,8.651317596,,
4.82681490544395E-4,8.649276733,,
4.83396145255137E-4,8.73799324,,
4.84170770413588E-4,8.672889709,,
4.8488542406001E-4,8.526790619,,
4.8560007719548E-4,8.68653965,,
4.86374700646713E-4,8.701098442,,
4.8708935271809E-4,8.724565506,,
4.87863975015697E-4,8.817391396,,
4.88578626022762E-4,8.654845238,,
4.89353247166746E-4,8.781963348,,
4.90068896619415E-4,8.817840576,,
4.90842517099866E-4,8.779995918,,
4.91558165486741E-4,8.719213486,,
4.92332784322715E-4,8.728887558,,
4.9304743213615E-4,8.788487434,,
4.93762079438641E-4,8.883606911,,
4.94536696567424E-4,8.781085968,,
4.9525134280584E-4,8.850391388,,
4.96025958781015E-4,8.805215836,,
4.96740603955136E-4,8.832864761,,
4.97515218776707E-4,8.901651382,,
4.98229862886537E-4,9.011127472,,
4.99004476554508E-4,9.007220268,,
4.99720119100316E-4,8.956684113,,
5.00493732114423E-4,9.024970055,,
5.01209373594457E-4,9.017059326,,
5.01983984954462E-4,9.132620811,,
5.02698625870723E-4,9.135505676,,
5.03413266276051E-4,9.196218491,,
5.04187875928898E-4,9.174362183,,
5.0490251527017E-4,9.10062027,,
5.05677123769432E-4,9.13510704,,
5.06391762046431E-4,9.171160698,,
5.07166369392111E-4,9.105072021,,
5.07881006604616E-4,9.210202217,,
5.0865561279694E-4,9.219585419,,
5.0937124843602E-4,9.167596817,,
5.10144853983705E-4,9.254776001,,
5.10860488557254E-4,9.268455505,,
5.11634092952855E-4,9.278516769,,
5.12349726460433E-4,9.258268356,,
5.13064359968951E-4,9.204850197,,
5.13838962146007E-4,9.366434097,,
5.1455359459027E-4,9.244585991,,
5.15328195613762E-4,9.33915329,,
5.16042826993771E-4,9.293405533,,
5.16817426863704E-4,9.224718094,,
5.17532057179241E-4,9.316758156,,
5.1830665589584E-4,9.444050789,,
5.1902128514713E-4,9.277173042,,
5.19795882709954E-4,9.531763077,,
5.20511510376929E-4,9.360646248,,
5.21285107306497E-4,9.416214943,,
5.22000733907521E-4,9.475497246,,
5.22715360519142E-4,9.46734333,,
5.23489955220551E-4,9.483419418,,
5.24204580767936E-4,9.47851944,,
5.24979174315804E-4,9.612423897,,
5.25693798798735E-4,9.501032829,,
5.26468391193287E-4,9.455188751,,
5.27183014611988E-4,9.542778969,,
5.27957605852785E-4,9.606435776,,
5.28672228207481E-4,9.71169281,,
5.29446818294747E-4,9.662279129,,
5.30162439055059E-4,9.771879196,,
5.30877059834135E-4,9.788682938,,
5.31651648213563E-4,9.687651634,,
5.3236626792842E-4,9.792882919,,
5.33140855154326E-4,9.889079094,,
5.33855473804967E-4,9.707168579,,
5.34630059877355E-4,9.888257027,,
5.35344677463562E-4,9.812958717,,
5.36119262382656E-4,9.982838631,,
5.36833878904654E-4,9.975161552,,
5.37608462670015E-4,9.939740181,,
5.38323078128029E-4,9.767067909,,
5.39097660739881E-4,10.102540016,,
5.39812275133692E-4,9.818719864,,
5.4052788847631E-4,9.873527527,,
5.41302469380357E-4,9.866261482,,
5.42017082198583E-4,9.86497879,,
5.4279166194913E-4,9.865802765,,
5.43506273702939E-4,9.979672432,,
5.44280852300212E-4,10.066977501,,
5.44995462989829E-4,10.08881855,,
