Mineral,Unit,World production 1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008 \1,Percent of U.S. World 1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008 \1
Mica (including scrap),"1,000 metric tons",227.0,(NA),(NA),(NA),(NA),255.0,(NA),(NA),(NA),(NA),217.0,211.0,186.0,196.0,238.0,328.0,225.0,315.0,289.0,278.0,328.0,369.0,278.0,279.0,322.0,294.0,410.0,380.0,390.0,46.0,(NA),(NA),(NA),(NA),49.0,(NA),(NA),(NA),(NA),50.0,49.0,46.0,45.0,46.0,33.0,43.11111111111111,37.1,30.0,34.0,31.0,27.0,30.0,29.0,31.0,26.89655172413793,26.82926829268293,25.526315789473685,25.384615384615383
Nitrogen (nitrogen content),Millions of metric tons,73.6,(NA),(NA),(NA),(NA),91.0,(NA),(NA),(NA),(NA),98.0,94.0,92.5,92.0,92.0,100.0,96.0,101.0,104.0,107.0,108.0,105.0,109.0,110.0,117.0,123.0,126.0,131.0,136.0,20.0,(NA),(NA),(NA),(NA),14.0,(NA),(NA),(NA),(NA),13.0,14.0,14.0,14.0,15.0,13.0,13.75,12.8,13.0,12.0,11.0,9.0,9.0,8.256880733944955,8.256880733944955,6.644628099173554,6.596774193548387,6.748091603053435,6.0588235294117645
Phosphate rock (gross weight),Millions of metric tons,147.0,(NA),(NA),(NA),(NA),149.0,(NA),(NA),(NA),(NA),162.0,150.0,144.0,121.0,128.0,130.0,133.0,138.0,144.0,135.0,132.0,126.0,135.0,138.0,141.0,147.0,142.0,156.0,167.0,37.0,(NA),(NA),(NA),(NA),34.0,(NA),(NA),(NA),(NA),29.0,32.0,33.0,29.0,32.0,33.0,34.13533834586466,31.9,31.0,31.0,30.0,25.0,26.666666666666668,25.547445255474454,26.811594202898554,24.693877551020407,21.197183098591548,19.038461538461537,18.50299401197605
Potash (potassium oxide equivalent),Millions of metric tons,27.9,(NA),(NA),(NA),(NA),29.2,(NA),(NA),(NA),(NA),27.8,26.1,24.3,20.0,23.0,25.0,23.0,26.0,25.0,27.0,27.0,26.0,26.3,28.4,28.9,31.0,29.1,35.0,36.0,8.0,(NA),(NA),(NA),(NA),4.0,(NA),(NA),(NA),(NA),6.0,7.0,7.0,7.0,6.0,6.0,6.03448275862069,5.5,4.0,4.0,4.0,4.0,5.0,3.873239436619719,4.0,3.858520900321544,3.7800687285223367,3.1791907514450863,3.0
"Sulfur, elemental basis",Millions of metric tons,55.0,(NA),(NA),(NA),(NA),53.8,(NA),(NA),(NA),(NA),58.1,55.0,52.4,49.0,54.0,54.0,52.0,54.0,57.0,57.0,58.0,58.0,62.0,64.0,66.0,67.0,67.0,68.0,69.0,22.0,(NA),(NA),(NA),(NA),22.0,(NA),(NA),(NA),(NA),20.0,20.0,20.0,22.0,21.0,22.0,22.51908396946565,20.6,21.0,19.0,19.0,16.0,15.0,15.0,15.0,14.333333333333334,13.0,13.0,13.333333333333334
Bauxite,Millions of metric tons,89.2,(NA),(NA),(NA),(NA),84.2,(NA),(NA),(NA),(NA),113.0,108.2,103.6,108.0,104.0,112.0,114.0,123.0,123.0,129.0,136.0,137.0,144.0,153.0,164.0,179.0,190.0,199.0,205.0,2.0,(NA),(NA),(NA),(NA),1.0,(NA),(NA),(NA),(NA),(D),(D),(D),(NA),(D),(D),(D),(D),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
Beryllium \3,Metric tons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),284.0,(NA),(NA),(NA),(NA),247.0,(NA),(NA),(NA),(NA),(NA),(NA),101.0,107.0,111.0,137.0,179.0,179.0,180.0,73.0,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),64.0,(NA),(NA),(NA),(NA),82.0,(NA),(NA),(NA),(NA),(NA),(NA),79.0,79.0,81.0,79.71014492753623,87.0,84.44444444444444,86.11111111111111
Copper,"1,000 metric tons",7405.0,(NA),(NA),(NA),(NA),7988.0,(NA),(NA),(NA),(NA),8950.0,9187.0,9290.0,9430.0,9500.0,10100.0,11000.0,11400.0,12146.0,12755.0,13200.0,13700.0,13600.0,13800.0,14700.0,15000.0,15100.0,15400.0,15500.0,16.0,(NA),(NA),(NA),(NA),14.0,(NA),(NA),(NA),(NA),18.0,18.0,19.0,19.0,19.0,18.0,17.0,17.0,15.0,13.0,11.0,10.0,8.38235294117647,8.235294117647058,8.0,7.6,7.9470198675496695,7.597402597402597,8.343949044585987
Gold,Metric tons,1219.0,(NA),(NA),(NA),(NA),1532.0,(NA),(NA),(NA),(NA),2180.0,2149.0,2248.0,2310.0,2240.0,2530.0,2250.0,2410.0,2500.0,2570.0,2590.0,2600.0,2560.0,2440.0,2430.0,2470.0,2460.0,2380.0,2330.0,2.0,(NA),(NA),(NA),(NA),5.0,(NA),(NA),(NA),(NA),14.0,14.0,15.0,14.0,15.0,14.0,14.13333333333333,14.93775933609959,15.0,13.0,14.0,13.0,11.686274509803923,10.694980694980694,11.0,10.364372469635628,10.24390243902439,10.0,9.871244635193133
Iron ore (gross weight),Millions of metric tons,877.0,(NA),(NA),(NA),(NA),861.0,(NA),(NA),(NA),(NA),983.0,956.0,930.0,983.0,981.0,1030.0,1020.0,1040.0,1050.0,1020.0,1070.0,1050.0,1090.0,1190.0,1340.0,1540.0,1800.0,2000.0,2200.0,8.0,(NA),(NA),(NA),(NA),6.0,(NA),(NA),(NA),(NA),6.0,6.0,6.0,6.0,6.0,6.0,6.078431372549019,5.9,6.0,6.0,6.0,4.0,4.814814814814815,3.9655172413793105,4.32,3.506493506493506,2.944444444444444,2.6,2.4545454545454546
Lead \3,"1,000 metric tons",3470.0,(NA),(NA),(NA),(NA),3431.0,(NA),(NA),(NA),(NA),3370.0,3276.0,3242.0,2830.0,2790.0,2830.0,2920.0,3010.0,3062.0,3070.0,3184.0,3152.0,2870.0,3160.0,3170.0,3450.0,3470.0,3770.0,3800.0,17.0,(NA),(NA),(NA),(NA),12.0,(NA),(NA),(NA),(NA),15.0,15.0,13.0,13.0,13.0,14.0,15.0,14.6,16.0,17.0,15.0,15.0,16.0,15.0,13.968253968253968,13.027522935779817,12.363112391930835,11.777188328912466,11.578947368421053
Mercury,Metric tons,6806.0,(NA),(NA),(NA),(NA),6136.0,(NA),(NA),(NA),(NA),4520.0,3213.0,3014.0,2290.0,1980.0,3160.0,2890.0,2730.0,1580.0,1310.0,1350.0,1490.0,1490.0,1370.0,1890.0,1680.0,1480.0,1170.0,950.0,16.0,(NA),(NA),(NA),(NA),9.0,(NA),(NA),(NA),(NA),12.0,(NA),2.0,(NA),(D),(D),(D),(D),(D),(D),(NA),(NA),(D),(D),(D),(D),(NA),(NA),(NA)
Molybdenum,"1,000 metric tons",108.0,(NA),(NA),(NA),(NA),98.0,(NA),(NA),(NA),(NA),111.0,118.0,112.0,94.0,112.0,136.0,128.0,140.0,136.0,129.0,133.0,132.0,122.0,131.0,159.0,186.0,185.0,205.0,212.0,63.0,(NA),(NA),(NA),(NA),50.0,(NA),(NA),(NA),(NA),55.0,45.0,45.0,39.0,42.0,45.0,42.890625,43.4,39.0,33.0,31.0,29.0,26.0,26.0,26.0,31.351351351351354,32.5,27.80487804878049,28.962264150943394
Nickel  \3,"1,000 metric tons",779.0,(NA),(NA),(NA),(NA),813.0,(NA),(NA),(NA),(NA),974.0,949.0,922.0,899.0,929.0,1040.0,1080.0,1120.0,1180.0,1160.0,1270.0,1340.0,1350.0,1330.0,1360.0,1460.0,1560.0,1660.0,1610.0,2.0,(NA),(NA),(NA),(NA),1.0,(NA),(NA),(NA),(NA),(Z),1.0,1.0,(NA),(Z),(Z),(Z),(Z),(Z),(Z),(Z),(Z),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niobium concentrates (niobium content),,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),12.0,(NA),(NA),(NA),(NA),18.0,(NA),(NA),(NA),(NA),(NA),(NA),29.9,32.8,34.0,39.0,44.5,60.0,60.0,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silver,"1,000 metric tons",10.7,(NA),(NA),(NA),(NA),13.1,(NA),(NA),(NA),(NA),16.2,15.7,15.3,14.0,14.0,15.0,15.0,16.0,17.0,18.0,18.0,19.0,20.0,18.8,19.7,19.0,20.2,20.5,21.0,9.0,(NA),(NA),(NA),(NA),9.0,(NA),(NA),(NA),(NA),13.0,12.0,12.0,12.0,10.0,10.0,10.52631578947368,13.6,12.0,11.0,11.0,9.0,7.0,6.382978723404255,6.153846153846153,6.373056994818653,5.643564356435644,6.0576923076923075,5.358851674641149
Tantalum concentrates (tantalum content),Metric tons,443.0,(NA),(NA),(NA),(NA),315.0,(NA),(NA),(NA),(NA),344.0,463.0,353.0,(NA),333.0,356.0,383.0,413.0,779.0,645.0,1040.0,1170.0,1540.0,1210.0,1510.0,1260.0,1400.0,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titanium mineral concentrates (titanium content) \4,"1,000 metric tons",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3600.0,(NA),(NA),(NA),(NA),3800.0,(NA),(NA),(NA),(NA),(NA),(NA),4800.0,5300.0,5000.0,5200.0,5800.0,6300.0,6300.0,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(D),(NA),(NA),(NA),(NA),(D),(NA),(NA),(NA),(NA),(NA),(NA),6.0,6.0,6.0,6.0,5.0,5.0,3.0
Tungsten \3,"1,000 metric tons",52.0,(NA),(NA),(NA),(NA),46.6,(NA),(NA),(NA),(NA),52.0,41.7,32.9,32.0,34.0,39.0,32.0,33.0,37.0,38.0,44.0,45.0,47.0,47.0,67.0,60.0,57.0,55.0,55.0,5.0,(NA),(NA),(NA),(NA),2.0,(NA),(NA),(NA),(NA),(D),(D),13.0,(NA),(D),0.0,(D),(D),0.0,0.0,(NA),0.0,0.0,0.0,0.0,0.0,0.0,(D),(D)
Vanadium \3,"1,000 metric tons",36.0,(NA),(NA),(NA),(NA),30.2,(NA),(NA),(NA),(NA),33.0,28.5,26.7,33.0,32.0,42.0,35.0,37.0,43.0,52.0,56.0,57.0,51.0,48.0,52.0,56.0,55.7,58.6,60.0,12.0,(NA),(NA),(NA),(NA),(D),(NA),(NA),(NA),(NA),6.0,(D),(D),9.0,(D),6.0,(D),(D),(D),(D),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinc \3,"1,000 metric tons",5960.0,(NA),(NA),(NA),(NA),6758.0,(NA),(NA),(NA),(NA),7150.0,7170.0,7137.0,6960.0,7000.0,7280.0,7440.0,7460.0,7570.0,7970.0,8788.0,8927.0,8880.0,9530.0,9600.0,9530.0,10300.0,10900.0,11300.0,5.0,(NA),(NA),(NA),(NA),4.0,(NA),(NA),(NA),(NA),8.0,8.0,8.0,7.0,9.0,6.0,8.440860215053764,8.4,10.0,11.0,10.0,9.0,9.330143540669857,8.190899001109878,8.461538461538462,7.63265306122449,6.0,7.366972477064221,6.814159292035399
Aluminum,"1,000 metric tons",15400.0,(NA),(NA),(NA),(NA),15398.0,(NA),(NA),(NA),(NA),19300.0,19528.0,19219.0,19700.0,19200.0,19700.0,20700.0,21400.0,22600.0,23600.0,24400.0,24300.0,26100.0,28000.0,29900.0,31900.0,33900.0,37900.0,39700.0,30.0,(NA),(NA),(NA),(NA),23.0,(NA),(NA),(NA),(NA),21.0,21.0,21.0,19.0,17.0,17.0,17.28019323671498,16.7,16.0,16.0,15.0,11.0,10.463320463320464,9.75812274368231,8.0,7.77742946708464,6.777448071216617,6.721052631578947,6.649874055415617
Cadmium,"1,000 metric tons",18.2,(NA),(NA),(NA),(NA),18.9,(NA),(NA),(NA),(NA),19.8,20.2,18.8,19.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,18.0,18.0,18.0,18.8,20.0,20.0,19.9,21.0,9.0,(NA),(NA),(NA),(NA),8.0,(NA),(NA),(NA),(NA),8.0,8.0,9.0,6.0,5.0,7.0,8.095238095238095,10.7,5.0,5.0,10.0,6.0,7.0,8.0,8.0,7.0,3.6269430051813467,3.602941176470588,3.581730769230769
Copper,"1,000 metric tons",7649.0,(NA),(NA),(NA),(NA),8630.0,(NA),(NA),(NA),(NA),9470.0,9217.0,9496.0,11500.0,10100.0,10400.0,10600.0,11400.0,11300.0,11700.0,11000.0,11500.0,12600.0,12700.0,12900.0,13600.0,14100.0,15400.0,15700.0,14.0,(NA),(NA),(NA),(NA),14.0,(NA),(NA),(NA),(NA),15.0,16.0,18.0,20.0,17.0,15.0,15.0,18.0,15.0,11.0,9.0,8.0,5.0,4.0,4.0,4.0,4.0,7.597402597402597,8.343949044585987
"Iron, pig",Millions of metric tons,514.0,(NA),(NA),(NA),(NA),499.0,(NA),(NA),(NA),(NA),539.0,506.0,498.0,506.0,516.0,525.0,562.0,550.0,535.0,539.0,573.0,577.0,610.0,663.0,712.0,825.0,866.0,947.0,927.0,12.0,(NA),(NA),(NA),(NA),9.0,(NA),(NA),(NA),(NA),9.0,9.0,10.0,10.0,10.0,10.0,8.790035587188612,9.018181818181818,9.0,9.0,8.0,7.0,7.0,6.275115919629057,5.803698435277383,4.484848484848484,4.387990762124711,3.8014783526927136,3.7578288100208765
Lead \5,"1,000 metric tons",5430.0,(NA),(NA),(NA),(NA),5641.0,(NA),(NA),(NA),(NA),5950.0,5603.0,5542.0,5450.0,5260.0,5590.0,5480.0,3010.0,5970.0,6170.0,6580.0,6470.0,6800.0,6990.0,7070.0,7640.0,7890.0,8280.0,8750.0,23.0,(NA),(NA),(NA),(NA),20.0,(NA),(NA),(NA),(NA),22.0,22.0,22.0,23.0,24.0,25.0,26.0,24.9,24.0,24.0,22.0,21.0,20.0,20.0,18.0,17.0,16.0,16.0,15.0
Magnesium \6,"1,000 metric tons",316.0,(NA),(NA),(NA),(NA),325.0,(NA),(NA),(NA),(NA),354.0,340.0,304.0,281.0,282.0,395.0,341.0,392.0,396.0,341.0,428.0,428.0,432.0,509.0,595.0,622.0,689.0,749.0,808.0,49.0,(NA),(NA),(NA),(NA),42.0,(NA),(NA),(NA),(NA),39.0,39.0,45.0,47.0,45.0,36.0,39.00293255131965,42.0,39.0,(NA),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Raw Steel,Millions of metric tons,717.0,(NA),(NA),(NA),(NA),718.0,(NA),(NA),(NA),(NA),777.0,736.0,721.0,728.0,730.0,752.0,758.0,795.0,770.0,784.0,845.0,847.0,906.0,972.0,1050.0,1130.0,1170.0,1340.0,1310.0,14.0,(NA),(NA),(NA),(NA),11.0,(NA),(NA),(NA),(NA),12.0,11.0,12.0,12.0,12.0,13.0,12.4934036939314,12.38993710691824,13.0,12.0,12.0,11.0,10.244988864142538,9.74012474012474,9.339805825242719,8.4070796460177,8.376068376068375,7.313432835820896,6.911764705882353
Tin \7,"1,000 metric tons",246.0,(NA),(NA),(NA),(NA),193.0,(NA),(NA),(NA),(NA),220.0,190.0,182.0,194.0,198.0,189.0,196.0,211.0,235.0,249.0,271.0,279.0,249.0,207.0,264.0,290.0,302.0,320.0,333.0,(D),(NA),(NA),(NA),(NA),2.0,(NA),(NA),(NA),(NA),0.0,0.0,0.0,0.0,0.0,0.0,(NA),(NA),3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinc,"1,000 metric tons",6050.0,(NA),(NA),(NA),(NA),6786.0,(NA),(NA),(NA),(NA),7180.0,7175.0,6875.0,7400.0,7450.0,7370.0,7530.0,7460.0,8100.0,8518.0,9137.0,9274.0,9840.0,10100.0,10600.0,10400.0,10800.0,11500.0,11300.0,6.0,(NA),(NA),(NA),(NA),5.0,(NA),(NA),(NA),(NA),5.0,5.0,6.0,5.0,5.0,5.0,8.440860215053764,8.4,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0
