Europe and Central Asia (IFC classification),CEU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,73.57713,73.53909,73.38871,73.288,73.42644,73.19581,72.99889,73.19229,73.27978,74.01364,75.19993,75.86352,76.93591,78.2498,,,,,81.65741,82.16135,82.05917,81.03424,80.8299,81.23527,82.11014,82.68463,82.5043,82.33344,81.58654,82.12267,81.85098,79.79748,
Channel Islands,CHI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.998,85.44442,83.89096,85.58353,86.36721,85.93063,
China,CHN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America and the Caribbean (IFC classification),CLA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East and North Africa (IFC classification),CME,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,4.05059,4.7201,5.30874,5.90832,6.53894,7.33659,8.24581,9.10473,9.73958,10.10817,10.67857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,11.58594,,20.72936,,27.25338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.64963,66.43196,70.99871,73.68341,74.14036,76.368,76.9216,78.41015,76.56268,
Comoros,COM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08324,,,,,,,23.06863,,,,,,,,58.58044,60.65776,60.82629,65.2813,66.73485,68.80267,,,,,74.03762,
Costa Rica,CRI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,22.48221,,,32.72222,,35.71264,36.28687,,,40.35625,,41.55228,39.97819,,,36.1796,36.48939,37.05688,,37.30705,38.48849,39.28997,,,,,,,,,,,,,,,,,,,,75.97378,75.33712,
South Asia (IFC classification),CSA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,50.7793426513672,55.9867401123047,57.6530456542969,58.1812057495117,59.752513885498,,63.8364067077637,,,,61.8425331115723,63.189525604248,63.9725914001465,64.9391250610352,66.5787353515625,65.9525604248047,66.7558059692383,68.0876312255859,,66.9917526245117,68.7545776367188,70.3440170288086,71.9001922607422,73.402961730957,74.2308044433594,75.5225067138672,75.2068862915039,75.8544082641602,76.4630889892578,76.1147155761719,78.6377258300781,79.0933837890625,79.8338317871094,80.6622085571289,80.6470260620117,80.1930847167969,78.9136734008789,79.0826187133789,78.6494979858398,
Cuba,CUB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,20.21616,21.99873,25.82785,,,,,61.43961,,,,,,,71.28595,70.04888,70.93282,73.29726,71.89579,74.25261,72.78231,,64.39967,,,,,79.24855,81.67222,84.06227,82.65161,84.58604,85.30681,85.81439,86.43547,85.35743,84.07962,82.59985,85.25985,86.52011,87.31644,
Curacao,CUW,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84987,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,49.26928,52.15357,57.03425,60.26758,57.23284,62.09538,62.72218,61.56679,62.09487,62.85698,62.89118,62.09941,62.76542,,,,,,,,,,,90.5196,90.55158,90.86582,90.45496,,89.56057,89.4389,89.373,93.13152,94.34654,94.56854,95.28755,95.12994,96.30041,96.70051,96.45937,89.65071,90.62311,92.9666,
Czech Republic,CZE,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,6.81656,7.46001,8.25388,8.04368,,,,,,,,,9.10118,,,,11.02178,11.26486,,15.25602,16.22714,,,21.04243,,,,,
Dominica,DMA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16315,89.54883,86.98532,96.35058,100.0,99.02706,97.36999,,91.7934,88.30275,89.53623,86.91921,87.90003,,
Denmark,DNK,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,89.27861,89.25045,88.1626,86.37376,84.99771,84.43351,84.55672,85.71097,87.45054,88.2765,88.43373,87.94213,87.95355,88.49435,88.15983,88.51465,,89.24588,,89.62755,90.65391,92.57483,95.80304,92.79583,93.08338,91.01593,90.83693,90.98528,91.29102,91.39319,92.54901,92.29133,
Dominican Republic,DOM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29312,44.1147,,55.42748,,53.15657,57.08676,,66.27475,64.44813,65.81428,65.86127,65.66189,66.4964,
Algeria,DZA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,5.17636,,,,,,,,,,,,,32.35272,,,,,,,,,,,48.0733,48.45681,49.35346,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1610527038574,51.9849166870117,52.5932846069336,53.2671089172363,53.8926315307617,55.6711235046387,,58.589900970459,61.0897560119629,64.7683410644531,67.2090225219727,69.6937484741211,71.3908538818359,74.3217315673828,75.8045654296875,
East Asia & Pacific (all income levels),EAS,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.648738861084,55.2089805603027,55.5992240905762,56.0324478149414,56.4791221618652,58.0669174194336,59.6635894775391,60.7889366149902,63.148006439209,66.645622253418,68.9968795776367,71.4228515625,73.0937652587891,75.8659286499023,77.2995986938477,
Europe & Central Asia (developing only),ECA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8172607421875,73.383674621582,74.2748794555664,76.8927917480469,79.2709426879883,78.6035079956055,80.2305297851563,80.7875747680664,81.0514907836914,82.7233047485352,83.6511306762695,83.67333984375,82.8539047241211,84.2905426025391,85.2471160888672,84.8694763183594,
Europe & Central Asia (all income levels),ECS,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7216873168945,84.7677612304688,85.6286926269531,85.228630065918,85.4915924072266,86.0972442626953,86.3211212158203,86.7379150390625,86.8341217041016,88.063102722168,88.5266265869141,88.7457733154297,
Ecuador,ECU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27993,48.90218,49.37234,50.1219,50.85356,51.08037,51.45273,54.21419,55.8742,57.49338,,,72.13613,72.98617,74.99171,
"Egypt, Arab Rep.",EGY,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,16.93286,17.10141,18.97953,18.87582,,,,,,,,,,,,,,,,,,,,59.90459,,,,,,,,,,,,,,,,,79.90652,82.42445,
Euro area,EMU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3331527709961,86.1196441650391,86.2176666259766,86.4902496337891,87.3536834716797,88.1263046264648,88.8866806030273,89.5187759399414,90.7197570800781,91.1247253417969,90.7222137451172,91.3323364257813,91.3596343994141,91.7885208129883,91.5806427001953,91.9289474487305,
Eritrea,ERI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.70619,10.43165,,11.94693,,14.32443,15.97346,15.67264,15.27419,15.5185,15.23716,16.81727,17.72561,18.64223,19.22853,20.57362,22.49257,23.01789,23.16854,
Spain,ESP,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,42.32781,41.7816,49.33234,,57.63634,60.8086,64.34255,66.68867,69.50178,72.78085,73.98158,,,,,,,,,,,,,,,,,,89.2342,91.04856,92.87685,93.4133,93.84173,95.41545,96.02223,95.91472,95.46034,95.37606,95.65823,96.24368,95.79506,96.41994,
Estonia,EST,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.78729,85.76316,86.24299,86.00973,89.04308,91.28714,93.46422,96.22352,97.66941,98.09135,97.46718,96.25589,94.93346,93.34176,90.93685,
Ethiopia,ETH,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14709,10.31307,10.57267,11.21987,,,,,,,,,,,
European Union,EUU,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.491081237793,87.8899765014648,87.6012954711914,86.4823455810547,87.017219543457,87.4608535766602,88.4068984985352,89.1262359619141,89.7099838256836,89.9650802612305,91.0615158081055,91.0040588378906,90.6811599731445,91.3117294311523,91.6674270629883,92.2787628173828,91.7966918945313,91.708625793457,
Fragile and conflict affected situations,FCS,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2151565551758,26.6033954620361,27.1987342834473,28.2393836975098,28.7932643890381,29.996997833252,30.9059562683105,31.5749244689941,31.8230686187744,32.0195465087891,
Finland,FIN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,86.94167,,,,,,,,,,,,93.9257,,96.06495,95.54783,93.18998,93.7221,93.88468,98.88236,95.00399,95.38601,95.09287,95.29328,95.54831,95.50637,96.23455,96.51907,96.28322,95.47217,94.57942,93.96542,93.24555,92.68113,
Fiji,FJI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.41232,76.20472,77.63724,79.95056,79.97385,87.09233,,89.22363,86.31725,,84.59087,,88.06235,87.50984,
France,FRA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,80.12419,,80.11664,80.48326,,80.72632,81.30516,,82.4594,82.35786,82.40401,82.57205,83.61399,85.30763,,93.01016,94.71182,99.15208,99.01137,97.28569,95.22932,,92.45117,91.57299,91.5698,92.35156,92.91259,92.97328,96.53415,96.33543,96.41473,96.54568,96.56744,96.50552,96.66618,97.52881,
Faeroe Islands,FRO,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,69.42778,69.83775,70.5824,76.0303,76.25181,78.16512,78.07556,77.55884,77.14523,,79.15367,79.86655,80.76258,80.59533,,81.67995,80.9567,,,78.97213,81.58523,84.19062,91.37865,93.14326,94.19375,93.59404,92.5738,93.49352,94.79151,95.09044,95.42971,96.40406,96.87718,96.44462,97.36971,94.37184,93.63758,95.52512,98.01246,100.0,97.13627,94.76632,
Georgia,GEO,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.13691,75.59614,,76.21828,76.90432,,,,,75.4235,77.74513,,80.34162,,,,,
Ghana,GHA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.55511,32.1885,31.09151,32.76969,33.88003,35.81658,37.39129,38.35374,44.64615,44.74776,43.61249,,,,50.17847
Guinea,GIN,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07886,,,3.99486,3.81483,,,,,,,,,6.18905,,9.06375,10.62212,12.1707,13.19593,16.05654,18.59205,,,,,23.47206,,
"Gambia, The",GMB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,5.18332,4.97299,,,,7.75161,8.68529,8.693,8.4525,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,1.45224,1.54136,,1.70509,,,,,,,,,,,,,,,,6.0965,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44275,,,,,,19.09759,,,,,,,,
Greece,GRC,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,47.81625,52.25928,53.89204,55.21057,56.52369,59.0985,60.27677,63.13356,64.37441,68.86285,,74.57185,,77.7005,79.62131,80.90979,83.27606,83.51662,84.52599,,83.93302,83.8064,,81.18495,,85.33359,85.21668,85.16338,84.57757,84.33028,85.37814,87.32279,86.91136,88.85871,92.61518,93.02597,90.64135,,,99.06986,,,
Grenada,GRD,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,24.90251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2347,76.03143,83.50909,77.12223,,,,,,,,
Greenland,GRL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,7.45067,,8.87653,9.4741,,,,,,,,,,,,,,,,,,,,,,,,21.67524,25.55364,29.18793,29.46752,,,,,,38.58073,40.50374,44.35307,44.5417,,
Guam,GUM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,55.24056,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.71983,,,,,,,,,,88.20034,,100.0,,
High income,HIC,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2894592285156,87.2581024169922,87.7441558837891,87.4322738647461,88.6627731323242,88.5032653808594,88.6410064697266,88.4244003295898,88.361946105957,88.7652359008789,89.3067016601563,89.7031402587891,90.0671539306641,90.2844467163086,
