College,,Dept,Dept Abbrv,,Degree Program,,,Major Abbrv,,Opt.,,Degree,,Level,,CIP
AGLS,,Entomology,ENTO,,ECONOMIC ENTOMOLOGY,,,ECEN,,,,MAGR,,3.0,,01110500
AGLS,,Rangeland Ecology & Mgmt,RLEM,,RANGELAND ECOLOGY & MANAGEMENT,,,RLEM,,,,[BS],,2.0,,01110600
AGLS,,Rangeland Ecology & Mgmt,RLEM,,,RGLN ECL & MGT-RANGELAND RESOURCES,,RLEM,,RRO,,BS,,2.0,,01110600
AGLS,,Rangeland Ecology & Mgmt,RLEM,,RANGELAND ECOLOGY & MANAGEMENT,,,RLEM,,,,MAGR,,3.0,,01110600
AGLS,,Rangeland Ecology & Mgmt,RLEM,,RANGELAND ECOLOGY & MANAGEMENT,,,RLEM,,,,MS,,3.0,,01110600
AGLS,,Rangeland Ecology & Mgmt,RLEM,,RANGELAND ECOLOGY & MANAGEMENT,,,RLEM,,,,PHD,,4.0,,01110600
AGLS,,Soil & Crop Sciences,SCSC,,SOIL SCIENCE,,,SOSC,,,,MS,,3.0,,01120100
AGLS,,Soil & Crop Sciences,SCSC,,SOIL SCIENCE,,,SOSC,,,,PHD,,4.0,,01120100
AGLS,,College Interdisciplinary,CLAG,,RENEWABLE NATURAL RESOURCES,,,RENR,,,,BS,,2.0,,03010100
AGLS,,College Interdisciplinary,CLAG,,NATURAL RESOURCES DEVELOPMENT,,,NRDV,,,,MAGR,,3.0,,03010100
AGLS,,Agricultrual Economics,AGEC,,,AGRI ECON-RESOURCE ECONOMICS,,AGEC,,REO,,BS,,2.0,,03010100
AGLS,,Wildlife & Fisheries Sci,WFSC,,WILDLIFE & FISHERIES SCIENCES,,,WFSC,,,,[BS],,2.0,,03010100
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-URBAN WILDLIFE & FISHERIES,,WFSC,,UWF,,BS,,2.0,,03010100
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-WILDLIFE/FISHERIES MANAGEMENT,,WFSC,,WFM,,BS,,2.0,,03010100
AGLS,,Wildlife & Fisheries Sci,WFSC,,WILDLIFE & FISHERIES SCIENCES,,,WFSC,,,,MS,,3.0,,03010100
AGLS,,Wildlife & Fisheries Sci,WFSC,,WILDLIFE & FISHERIES SCIENCES,,,WFSC,,,,PHD,,4.0,,03010100
GEOS,,College Interdisciplinary,CLGE,,ENVIRONMENTAL STUDIES,,,ENST,,,,BS,,2.0,,03010300
GEOS,,Geography,GEOG,,,GEOG-ENVIRONMENTAL STUDIES (end 2007),,GEOG,,ENV,,BS,,2.0,,03010300
AGLS,,Plant Pathology & Micro,PLPM,,BIOENVIRONMENTAL SCIENCES,,,BESC,,,,BS,,2.0,,03010400
GEOS,,College Interdisciplinary,CLGE,,ENVIRONMENTAL GEOSCIENCE,,,ENGS,,,,BS,,2.0,,03010400
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-FISHERIES ECOLOGY & MGMT,,WFSC,,FEM,,BS,,2.0,,03030100
AGLS,,Wildlife & Fisheries Sci,WFSC,,FISHERIES SCIENCE,,,FISC,,,,MAGR,,3.0,,03030100
AGLS,,Forest Science,FRSC,,FORESTRY,,,FORS,,,,[BS],,2.0,,03050100
AGLS,,Forest Science,FRSC,,FORESTRY,,,FORS,,,,MS,,3.0,,03050100
AGLS,,Forest Science,FRSC,,FORESTRY,,,FORS,,,,PHD,,4.0,,03050100
AGLS,,Forest Science,FRSC,,,FSTRY-FORESTRY RESOURCE MANAGEMENT,,FORS,,FMO,,BS,,2.0,,03050600
AGLS,,Forest Science,FRSC,,,FSTRY-URBAN FORESTRY,,FORS,,UFO,,BS,,2.0,,03050800
AGLS,,Wildlife & Fisheries Sci,WFSC,,,WL & FS SCI-WILDLIFE ECOLOGY  & MGMT,,WFSC,,WEM,,BS,,2.0,,03060100
AGLS,,Wildlife & Fisheries Sci,WFSC,,WILDLIFE SCIENCE,,,WISC,,,,MAGR,,3.0,,03060100
AGLS,,Wildlife & Fisheries Sci,WFSC,,WILDLIFE SCIENCE (Joint  w/ KINGSVILLE),,,WISC,,,,PHD,,4.0,,03060100
ARCH,,Architecture,ARCH,,,ARCHITECTURAL STUDIES,,ENDS,,AST,,BED,,2.0,,04020100
ARCH,,Architecture,ARCH,,ARCHITECTURE,,,ARCH,,,,MARCH,,3.0,,04020100
ARCH,,Architecture,ARCH,,ARCHITECTURE,,,ARCH,,,,MS,,3.0,,04020100
ARCH,,Architecture,ARCH,,ARCHITECTURE,,,ARCH,,,,PHD,,4.0,,04020100
ARCH,,Landscape Arch & Urban Pl,LAUP,,URBAN & REGIONAL PLANNING,,,URPL,,,,MUP,,3.0,,04030100
ARCH,,Landscape Arch & Urban Pl,LAUP,,URBAN & REGIONAL SCIENCE,,,URSC,,,,PHD,,4.0,,04030100
ARCH,,Architecture,ARCH,,ENVIRONMENTAL DESIGN,,,ENDS,,,,[BED],,2.0,,04040100
ARCH,,Architecture,ARCH,,,VISUAL STUDIES,,ENDS,,VST,,BED,,2.0,,04040100
ARCH,,Landscape Arch & Urban Pl,LAUP,,LANDSCAPE ARCHITECTURE,,,LAND,,,,BLA,,2.0,,04060100
ARCH,,Landscape Arch & Urban Pl,LAUP,,LANDSCAPE ARCHITECTURE,,,LAND,,,,MLA,,3.0,,04060100
L A,,College Interdisciplinary,CLLA,,AMERICAN STUDIES,,,AMST,,,,BA,,2.0,,05010200
L A,,Journalism,JOUR,,JOURNALISM,,,JOUR,,,,BA,,2.0,,09040100
L A,,Journalism,JOUR,,JOURNALISM,,,JOUR,,,,BS,,2.0,,09040100
L A,,Communication,COMM,,TELECOMMUNICATION  MEDIA STUDIES,,,TCMS,,,,BA,,2.0,,09070200
L A,,Communication,COMM,,TELECOMMUNICATION  MEDIA STUDIES,,,TCMS,,,,BS,,2.0,,09070200
L A,,Journalism,JOUR,,SCIENCE & TECHNOLOGY JOURNALISM,,,STJR,,,,MS,,3.0,,09099901
ENGR,,Computer Science,CPSC,,COMPUTER SCIENCE,,,CPSC,,,,BS,,2.0,,11070100
ENGR,,Computer Science,CPSC,,COMPUTER SCIENCE,,,CPSC,,,,MCS,,3.0,,11070100
ENGR,,Computer Science,CPSC,,COMPUTER SCIENCE,,,CPSC,,,,MS,,3.0,,11070100
ENGR,,Computer Science,CPSC,,COMPUTER SCIENCE,,,CPSC,,,,PHD,,4.0,,11070100
EDUC,,Teaching Learning & Culture,TLAC,,CURRICULUM & INSTRUCTION,,,EDCI,,,,MED,,3.0,,13030100
EDUC,,Teaching Learning & Culture,TLAC,,CURRICULUM & INSTRUCTION,,,EDCI,,,,MS,,3.0,,13030100
EDUC,,Teaching Learning & Culture,TLAC,,CURRICULUM & INSTRUCTION,,,EDCI,,,,PHD,,4.0,,13030100
EDUC,,Teaching Learning & Culture,TLAC,,CURRICULUM & INSTRUCTION,,,EDCI,,,,EDD,,4.0,,13030100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUCATIONAL ADMINISTRATION,,,EDAD,,,,MED,,3.0,,13040100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUCATIONAL ADMINISTRATION,,,EDAD,,,,MS,,3.0,,13040100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUCATIONAL ADMINISTRATION,,,EDAD,,,,PHD,,4.0,,13040100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUCATIONAL ADMINISTRATION,,,EDAD,,,,EDD,,4.0,,13040100
EDUC,,Educational Psychology,EPSY,,EDUCATIONAL TECHNOLOGY,,,EDTC,,,,MED,,3.0,,13050100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUC HUMAN RESOURCE DEVELOPMENT,,,EHRD,,,,MS,,3.0,,13120100
EDUC,,Ed Adm & Human Res Dev,EAHR,,EDUC HUMAN RESOURCE DEVELOPMENT,,,EHRD,,,,PHD,,4.0,,13120100
AGLS,,Agricultural Education,AGED,,AGRICULTURAL EDUCATION,,,AGED,,,,MED,,3.0,,13130100
AGLS,,Agricultural Education,AGED,,AGRICULTURAL EDUCATION,,,AGED,,,,MS,,3.0,,13130100
AGLS,,Agricultural Education,AGED,,AGRICULTURAL EDUCATION,,,AGED,,,,PHD,,4.0,,13130100
AGLS,,Agricultural Education,AGED,,AGRICULTURAL EDUCATION (Joint DE w/Texas Tech),,,AGED,,,,EDD,,4.0,,13130100
EDUC,,Health & Kinesiology,HLKN,,HEALTH EDUCATION,,,HEED,,,,MED,,3.0,,13130700
EDUC,,Health & Kinesiology,HLKN,,HEALTH EDUCATION,,,HEED,,,,MS,,3.0,,13130700
EDUC,,Health & Kinesiology,HLKN,,HEALTH EDUCATION,,,HEED,,,,PHD,,4.0,,13130700
EDUC,,Health & Kinesiology,HLKN,,HEALTH EDUCATION,,,HEED,,,,EDD,,4.0,,13130700
EDUC,,Health & Kinesiology,HLKN,,PHYSICAL EDUCATION,,,PHED,,,,MED,,3.0,,13131400
EDUC,,Health & Kinesiology,HLKN,,PHYSICAL EDUCATION,,,PHED,,,,EDD,,4.0,,13131400
EDUC,,Educational Psychology,EPSY,,,CAREER DEVELOPMENT EDUCATION,,EPSY,,CED,,MED,,3.0,,13132000
EDUC,,Educational Psychology,EPSY,,,CAREER DEVELOPMENT EDUCATION,,EPSY,,CED,,MS,,3.0,,13132000
EDUC,,Educational Psychology,EPSY,,,CAREER DEVELOPMENT EDUCATION,,EPSY,,CED,,PHD,,4.0,,13132000
ENGR,,College Interdisciplinary,CLEN,,ENGINEERING,,,ENGR,,,,MENGR,,3.0,,14010100
ENGR,,College Interdisciplinary,CLEN,,INTERDISCIPLINARY ENGINEERING,,,ITDE,,,,MS,,3.0,,14010100
ENGR,,College Interdisciplinary,CLEN,,ENGINEERING,,,ENGR,,,,DENGR,,4.0,,14010100
ENGR,,College Interdisciplinary,CLEN,,INTERDISCIPLINARY ENGINEERING,,,ITDE,,,,PHD,,4.0,,14010100
ENGR,,Aerospace Engineering,AERO,,AEROSPACE ENGINEERING,,,AERO,,,,BS,,2.0,,14020100
ENGR,,Aerospace Engineering,AERO,,AEROSPACE ENGINEERING,,,AERO,,,,MENGR,,3.0,,14020100
ENGR,,Aerospace Engineering,AERO,,AEROSPACE ENGINEERING,,,AERO,,,,MS,,3.0,,14020100
ENGR,,Aerospace Engineering,AERO,,AEROSPACE ENGINEERING,,,AERO,,,,PHD,,4.0,,14020100
AGLS,,Biological and Agri Engineering,BAEN,,AGRICULTURAL ENGINEERING,,,AGEN,,,,BS,,2.0,,14030100
AGLS,,Biological and Agri Engineering,BAEN,,BIOLOGICAL SYSTEMS ENGINEERING,,,BSEN,,,,BS,,2.0,,14030100
AGLS,,Biological and Agri Engineering,BAEN,,BIOLOGICAL and AGRICULTURAL ENGINEERING,,,BAEN,,,,MENGR,,3.0,,14030100
AGLS,,Biological and Agri Engineering,BAEN,,BIOLOGICAL and AGRICULTURAL ENGINEERING,,,BAEN,,,,MS,,3.0,,14030100
AGLS,,Biological and Agri Engineering,BAEN,,BIOLOGICAL and AGRICULTURAL ENGINEERING,,,BAEN,,,,PHD,,4.0,,14030100
ENGR,,Biomedical Engineering,BMEN,,BIOMEDICAL ENGINEERING,,,BMEN,,,,BS,,2.0,,14050100
ENGR,,Biomedical Engineering,BMEN,,BIOMEDICAL ENGINEERING,,,BMEN,,,,MENGR,,3.0,,14050100
ENGR,,Biomedical Engineering,BMEN,,BIOMEDICAL ENGINEERING,,,BMEN,,,,MS,,3.0,,14050100
ENGR,,Biomedical Engineering,BMEN,,BIOMEDICAL ENGINEERING,,,BMEN,,,,PHD,,4.0,,14050100
ENGR,,Chemical Engineering,CHEN,,CHEMICAL ENGINEERING,,,CHEN,,,,BS,,2.0,,14070100
ENGR,,Chemical Engineering,CHEN,,CHEMICAL ENGINEERING,,,CHEN,,,,MENGR,,3.0,,14070100
ENGR,,Chemical Engineering,CHEN,,CHEMICAL ENGINEERING,,,CHEN,,,,MS,,3.0,,14070100
ENGR,,Chemical Engineering,CHEN,,CHEMICAL ENGINEERING,,,CHEN,,,,PHD,,4.0,,14070100
ENGR,,Civil Engineering,CVEN,,CIVIL ENGINEERING,,,CVEN,,,,BS,,2.0,,14080100
ENGR,,Civil Engineering,CVEN,,CIVIL ENGINEERING,,,CVEN,,,,MENGR,,3.0,,14080100
ENGR,,Civil Engineering,CVEN,,CIVIL ENGINEERING,,,CVEN,,,,MS,,3.0,,14080100
ENGR,,Civil Engineering,CVEN,,CIVIL ENGINEERING,,,CVEN,,,,PHD,,4.0,,14080100
ENGR,,College Interdisciplinary,CLEN,,COMPUTER ENGINEERING- Interdisciplinary CLEN see below,,,CPEN,,,,BS,,2.0,,14090100
ENGR,,College Interdisciplinary,CPSC,,COMPUTER ENGINEERING- in the CPSC department,,,CECN,,,,BS,,2.0,,14090100
ENGR,,College Interdisciplinary,ELEN,,COMPUTER ENGINEERING- in the ELEN department,,,CEEN,,,,BS,,2.0,,14090100
ENGR,,College Interdisciplinary,CLEN,,COMPUTER ENGINEERING,,,CPEN,,,,MENGR,,3.0,,14090100
ENGR,,College Interdisciplinary,CLEN,,COMPUTER ENGINEERING,,,CPEN,,,,MS,,3.0,,14090100
ENGR,,College Interdisciplinary,CLEN,,COMPUTER ENGINEERING,,,CPEN,,,,PHD,,4.0,,14090100
ENGR,,Electrical Engineering,ELEN,,ELECTRICAL ENGINEERING,,,ELEN,,,,BS,,2.0,,14100100
ENGR,,Electrical Engineering,ELEN,,ELECTRICAL ENGINEERING,,,ELEN,,,,MENGR,,3.0,,14100100
ENGR,,Electrical Engineering,ELEN,,ELECTRICAL ENGINEERING,,,ELEN,,,,MS,,3.0,,14100100
ENGR,,Electrical Engineering,ELEN,,ELECTRICAL ENGINEERING,,,ELEN,,,,PHD,,4.0,,14100100
ENGR,,College Interdisciplinary,COFD #1,,MATERIALS SCIENCE & ENGINEERING,,,MSEN,,,,MENGR,,3.0,,14180100
ENGR,,College Interdisciplinary,COFD #1,,MATERIALS SCIENCE & ENGINEERING,,,MSEN,,,,MS,,3.0,,14180100
ENGR,,College Interdisciplinary,COFD #1,,MATERIALS SCIENCE & ENGINEERING,,,MSEN,,,,PHD,,4.0,,14180100
ENGR,,Mechanical Engineering,MEEN,,MECHANICAL ENGINEERING,,,MEEN,,,,BS,,2.0,,14190100
ENGR,,Mechanical Engineering,MEEN,,MECHANICAL ENGINEERING,,,MEEN,,,,MENGR,,3.0,,14190100
ENGR,,Mechanical Engineering,MEEN,,MECHANICAL ENGINEERING,,,MEEN,,,,MS,,3.0,,14190100
ENGR,,Mechanical Engineering,MEEN,,MECHANICAL ENGINEERING,,,MEEN,,,,PHD,,4.0,,14190100
ENGR,,Nuclear Engineering,NUEN,,NUCLEAR ENGINEERING,,,NUEN,,,,BS,,2.0,,14230100
ENGR,,Nuclear Engineering,NUEN,,NUCLEAR ENGINEERING,,,NUEN,,,,MENGR,,3.0,,14230100
ENGR,,Nuclear Engineering,NUEN,,NUCLEAR ENGINEERING,,,NUEN,,,,MS,,3.0,,14230100
ENGR,,Nuclear Engineering,NUEN,,NUCLEAR ENGINEERING,,,NUEN,,,,PHD,,4.0,,14230100
ENGR,,Civil Engineering,CVEN,,OCEAN ENGINEERING,,,OCEN,,,,BS,,2.0,,14240100
ENGR,,Civil Engineering,CVEN,,OCEAN ENGINEERING,,,OCEN,,,,MENGR,,3.0,,14240100
ENGR,,Civil Engineering,CVEN,,OCEAN ENGINEERING,,,OCEN,,,,MS,,3.0,,14240100
ENGR,,Civil Engineering,CVEN,,OCEAN ENGINEERING,,,OCEN,,,,PHD,,4.0,,14240100
ENGR,,Petroleum Engineering,PETE,,PETROLEUM ENGINEERING,,,PETE,,,,BS,,2.0,,14250100
ENGR,,Petroleum Engineering,PETE,,PETROLEUM ENGINEERING,,,PETE,,,,MENGR,,3.0,,14250100
ENGR,,Petroleum Engineering,PETE,,PETROLEUM ENGINEERING,,,PETE,,,,MS,,3.0,,14250100
ENGR,,Petroleum Engineering,PETE,,PETROLEUM ENGINEERING,,,PETE,,,,PHD,,4.0,,14250100
INTD,,University Interdisciplinary,INTD,,ENGINEERING SYSTEMS MANAGEMENT,,,ENSM,,,,MS,,3.0,,14350100
ENGR,,Industrial Engineering,INEN,,INDUSTRIAL ENGINEERING,,,INEN,,,,BS,,2.0,,14350100
ENGR,,Industrial Engineering,INEN,,INDUSTRIAL ENGINEERING,,,INEN,,,,MENGR,,3.0,,14350100
ENGR,,Industrial Engineering,INEN,,INDUSTRIAL ENGINEERING,,,INEN,,,,MS,,3.0,,14350100
ENGR,,Industrial Engineering,INEN,,INDUSTRIAL ENGINEERING,,,INEN,,,,PHD,,4.0,,14350100
ENGR,,Nuclear Engineering,NUEN,,RADIOLOGICAL HEALTH ENGINEERING,,,RHEN,,,,BS,,2.0,,14350101
ENGR,,Nuclear Engineering,NUEN,,SAFETY ENGINEERING,,,SENG,,,,MS,,3.0,,14350101
ENGR,,Nuclear Engineering,NUEN,,INDUSTRIAL HYGIENE,,,IHYG,,,,MS,,3.0,,14350101
EDUC,,Ed Adm & Human Res Dev,EAHR,,INTERDISCIPLINARY TECHNOLOGY,,,IDTC,,,,BS,,2.0,,15000000
ENGR,,Engr Tech & Industrial Distr,ETID,,ENGINEERING TECHNOLOGY,,,ENTC,,,,[BS],,2.0,,15000000
ENGR,,Engr Tech & Industrial Distr,ETID,,,ENGR TCHN-TLCOMMNCTNS ENGR TCHN,,ENTC,,TEL,,BS,,2.0,,15030300
ENGR,,Engr Tech & Industrial Distr,ETID,,,ENGR TCHN-ELECTRONICS ENGR TCHN,,ENTC,,ELE,,BS,,2.0,,15030300
ENGR,,Engr Tech & Industrial Distr,ETID,,,ENGR TCHN-MANUFACTURING & MCHNCL ENGR,,ENTC,,MME,,BS,,2.0,,15061300
ENGR,,Engr Tech & Industrial Distr,ETID,,,ENGR TCHN-MANUFACTURING ENGR TCHN (end 2006),,ENTC,,MFS,,BS,,2.0,,15061300
ENGR,,Engr Tech & Industrial Distr,ETID,,,ENGR TCHN-MECHANICAL ENGR TECH (end 2006),,ENTC,,MEC,,BS,,2.0,,15080500
ARCH,,Construction Science,COSC,,BUILDING CONSTRUCTION,,,COSC,,,,BS,,2.0,,15100100
L A,,Modern Languages,MODL,,MODERN LANGUAGES,,,MODL,,,,[MA],,3.0,,16010100
LA,,College Interdisciplinary,CLLA,,COMPARATIVE LITERATURE AND CULTURE,,,COML,,,,MA,,3.0,,16010400
L A,,Modern Languages,MODL,,RUSSIAN,,,RUSS,,,,BA,,2.0,,16040200
L A,,Modern Languages,MODL,,GERMAN,,,GERM,,,,BA,,2.0,,16050100
L A,,Modern Languages,MODL,,FRENCH,,,FREN,,,,BA,,2.0,,16090100
L A,,Modern Languages,MODL,,SPANISH,,,SPAN,,,,BA,,2.0,,16090500
L A,,Modern Languages,MODL,,,MDRN LNGS-SPANISH,,MODL,,SPA,,MA,,3.0,,16090500
AGLS,,College Interdisciplinary,CLAG,,,FOOD SCI & TCHN-FOOD SCI,,FSTC,,FSO,,BS,,2.0,,19050100
AGLS,,Animal Science,ANSC,,NUTRITIONAL SCIENCE,,,NUSC,,,,BS,,2.0,,19050100
L A,,English,ENGL,,ENGLISH,,,ENGL,,,,BA,,2.0,,23010100
L A,,English,ENGL,,ENGLISH,,,ENGL,,,,MA,,3.0,,23010100
L A,,English,ENGL,,ENGLISH,,,ENGL,,,,PHD,,4.0,,23010100
L A,,Communication,COMM,,SPEECH COMMUNICATION,,,SCOM,,,,BA,,2.0,,23100100
L A,,Communication,COMM,,SPEECH COMMUNICATION,,,SCOM,,,,MA,,3.0,,23100100
L A,,Communication,COMM,,SPEECH COMMUNICATION,,,SCOM,,,,PHD,,4.0,,23100100
