Date,Open,High,Low,Close,Volume
2012-11-29,1.14,1.17,1.13,1.15,26989.0
2012-11-28,1.15,1.17,1.09,1.17,50012.0
2012-11-27,1.15,1.16,1.13,1.15,13034.0
2012-11-26,1.12,1.17,1.12,1.16,36354.0
2012-11-23,1.11,1.15,1.11,1.15,84364.0
2012-11-21,1.04,1.1,1.03,1.09,19650.0
2012-11-20,0.98,1.03,0.98,1.03,10600.0
2012-11-19,0.95,1.01,0.95,0.98,75632.0
2012-11-16,0.9,1.08,0.88,0.95,148576.0
2012-11-15,0.96,0.97,0.89,0.904,145265.0
2012-11-14,1.02,1.07,0.95,0.99,188754.0
2012-11-13,1.07,1.11,1.03,1.05,88423.0
2012-11-12,1.13,1.13,1.07,1.07,97875.0
2012-11-09,1.12,1.16,1.1,1.1,122472.0
2012-11-08,1.17,1.17,1.13,1.13,97442.0
2012-11-07,1.13,1.18,1.11,1.15,69750.0
2012-11-06,1.19,1.19,1.132,1.17,40053.0
2012-11-05,1.15,1.2,1.15,1.17,30076.0
2012-11-02,1.19,1.23,1.13,1.16,103470.0
2012-11-01,1.24,1.24,1.19,1.19,37427.0
2012-10-31,1.21,1.223,1.17,1.2,41357.0
2012-10-26,1.2,1.21,1.16,1.18,56892.0
2012-10-25,1.21,1.24,1.16,1.18,30378.0
2012-10-24,1.26,1.26,1.12,1.15,116613.0
2012-10-23,1.24,1.28,1.21,1.21,116038.0
2012-10-22,1.38,1.38,1.25,1.31,55847.0
2012-10-19,1.27,1.39,1.25,1.33,153357.0
2012-10-18,1.32,1.32,1.26,1.295,45139.0
2012-10-17,1.38,1.389,1.31,1.32,13867.0
2012-10-16,1.35,1.38,1.31,1.36,55111.0
2012-10-15,1.31,1.33,1.3,1.31,28230.0
2012-10-12,1.34,1.34,1.281,1.29,35619.0
2012-10-11,1.36,1.36,1.3,1.35,57847.0
2012-10-10,1.4,1.46,1.32,1.33,73464.0
2012-10-09,1.43,1.46,1.42,1.44,11984.0
2012-10-08,1.46,1.46,1.42,1.43,9480.0
2012-10-05,1.43,1.5,1.42,1.47,31919.0
2012-10-04,1.49,1.52,1.45,1.47,12957.0
2012-10-03,1.47,1.5,1.43,1.5,26754.0
2012-10-02,1.52,1.55,1.45,1.5,30863.0
2012-10-01,1.57,1.57,1.45,1.54,20228.0
2012-09-28,1.59,1.59,1.51,1.53,14660.0
2012-09-27,1.44,1.58,1.44,1.56,29890.0
2012-09-26,1.48,1.51,1.42,1.44,72503.0
2012-09-25,1.61,1.61,1.465,1.52,51728.0
2012-09-24,1.68,1.68,1.59,1.63,38211.0
2012-09-21,1.6,1.68,1.56,1.68,35446.0
2012-09-20,1.58,1.6,1.55,1.59,21235.0
2012-09-19,1.5,1.58,1.5,1.57,39445.0
2012-09-18,1.54,1.55,1.48,1.49,37862.0
2012-09-17,1.59,1.59,1.38,1.53,73446.0
2012-09-14,1.65,1.65,1.55,1.59,99735.0
2012-09-13,1.43,1.59,1.42,1.57,60520.0
2012-09-12,1.48,1.53,1.42,1.48,36473.0
2012-09-11,1.45,1.54,1.4,1.48,53447.0
2012-09-10,1.47,1.48,1.37,1.41,102430.0
2012-09-07,1.48,1.5,1.38,1.46,192293.0
2012-09-06,1.46,1.49,1.4,1.49,67672.0
2012-09-05,1.47,1.47,1.4,1.45,28842.0
2012-09-04,1.37,1.47,1.36,1.46,59237.0
2012-08-31,1.3,1.37,1.3,1.37,25891.0
2012-08-30,1.34,1.35,1.3,1.322,9800.0
2012-08-29,1.34,1.35,1.3,1.35,42900.0
2012-08-28,1.34,1.36,1.3,1.36,6910.0
2012-08-27,1.33,1.37,1.33,1.342,11063.0
2012-08-24,1.37,1.42,1.35,1.369,25228.0
2012-08-23,1.36,1.43,1.35,1.37,83172.0
2012-08-22,1.38,1.4,1.31,1.37,23029.0
2012-08-21,1.33,1.4,1.33,1.379,27010.0
2012-08-20,1.31,1.36,1.3,1.32,54690.0
2012-08-17,1.34,1.35,1.31,1.34,7915.0
2012-08-16,1.35,1.39,1.3,1.32,33662.0
2012-08-15,1.3,1.31,1.3,1.3,9280.0
2012-08-14,1.35,1.37,1.3,1.3,20258.0
2012-08-13,1.3,1.37,1.3,1.34,23843.0
2012-08-10,1.38,1.38,1.3,1.31,17300.0
2012-08-09,1.29,1.36,1.29,1.34,11128.0
2012-08-08,1.32,1.33,1.3,1.31,22700.0
2012-08-07,1.32,1.33,1.3,1.33,47759.0
2012-08-06,1.27,1.31,1.27,1.3,40267.0
2012-08-03,1.31,1.31,1.2,1.26,41694.0
2012-08-02,1.25,1.26,1.25,1.26,37456.0
2012-08-01,1.25,1.27,1.24,1.25,18204.0
2012-07-31,1.29,1.3,1.25,1.25,11066.0
2012-07-30,1.29,1.33,1.27,1.29,42133.0
2012-07-27,1.28,1.28,1.24,1.28,9240.0
2012-07-26,1.24,1.28,1.23,1.27,20250.0
2012-07-25,1.22,1.28,1.22,1.272,18940.0
2012-07-24,1.22,1.26,1.2,1.2,11731.0
2012-07-23,1.21,1.25,1.1,1.2,18058.0
2012-07-20,1.2,1.25,1.19,1.25,41402.0
2012-07-19,1.2,1.25,1.18,1.21,31591.0
2012-07-18,1.23,1.23,1.15,1.19,31525.0
2012-07-17,1.22,1.25,1.19,1.22,8810.0
2012-07-16,1.22,1.24,1.15,1.24,29840.0
2012-07-13,1.2,1.24,1.2,1.22,15156.0
2012-07-12,1.1,1.26,1.1,1.21,76068.0
2012-07-11,1.28,1.33,1.1,1.25,35331.0
2012-07-10,1.28,1.38,1.2,1.26,31107.0
2012-07-09,1.32,1.32,1.27,1.29,22334.0
2012-07-06,1.35,1.35,1.3,1.35,36895.0
2012-07-05,1.31,1.39,1.22,1.37,27530.0
2012-07-03,1.37,1.42,1.3,1.34,33755.0
2012-07-02,1.35,1.36,1.29,1.34,20700.0
2012-06-29,1.39,1.39,1.24,1.35,41963.0
2012-06-28,1.34,1.39,1.23,1.27,68325.0
2012-06-27,1.37,1.4,1.35,1.38,23442.0
2012-06-26,1.38,1.43,1.36,1.37,37800.0
2012-06-25,1.4,1.44,1.35,1.37,49012.0
2012-06-22,1.42,1.47,1.38,1.47,36640.0
2012-06-21,1.49,1.5,1.44,1.45,46202.0
2012-06-20,1.49,1.509,1.48,1.5,22384.0
2012-06-19,1.46,1.51,1.46,1.51,12468.0
2012-06-18,1.47,1.51,1.44,1.51,42372.0
2012-06-15,1.51,1.51,1.46,1.5,14732.0
2012-06-14,1.5,1.5,1.45,1.489,5053.0
2012-06-13,1.45,1.5,1.401,1.5,26746.0
2012-06-12,1.5,1.5,1.38,1.47,50982.0
2012-06-11,1.52,1.55,1.5,1.51,14708.0
2012-06-08,1.53,1.55,1.5,1.53,11700.0
2012-06-07,1.57,1.57,1.5,1.55,40560.0
2012-06-06,1.43,1.62,1.43,1.56,115048.0
2012-06-05,1.4,1.45,1.36,1.45,27515.0
2012-06-04,1.45,1.49,1.37,1.43,18294.0
2012-06-01,1.35,1.48,1.35,1.43,73199.0
2012-05-31,1.39,1.39,1.31,1.35,25645.0
2012-05-30,1.4,1.43,1.37,1.408,35022.0
2012-05-29,1.5,1.5,1.4,1.4,35308.0
2012-05-25,1.44,1.49,1.4,1.479,63644.0
2012-05-24,1.46,1.51,1.371,1.44,35112.0
2012-05-23,1.37,1.47,1.35,1.41,32074.0
2012-05-22,1.48,1.52,1.4,1.41,64282.0
2012-05-21,1.47,1.47,1.41,1.46,23608.0
2012-05-18,1.43,1.51,1.4,1.47,184505.0
2012-05-17,1.17,1.39,1.17,1.39,158609.0
2012-05-16,1.17,1.27,1.12,1.15,191185.0
2012-05-15,1.34,1.36,1.25,1.25,169609.0
2012-05-14,1.43,1.43,1.321,1.35,132558.0
2012-05-11,1.42,1.48,1.42,1.48,30656.0
2012-05-10,1.54,1.54,1.43,1.46,120896.0
2012-05-09,1.57,1.59,1.43,1.52,179089.0
2012-05-08,1.6,1.65,1.56,1.59,45921.0
2012-05-07,1.623,1.65,1.54,1.63,54117.0
2012-05-04,1.68,1.73,1.61,1.63,24120.0
2012-05-03,1.73,1.73,1.65,1.71,23996.0
2012-05-02,1.72,1.78,1.72,1.77,24316.0
2012-05-01,1.79,1.79,1.68,1.75,29709.0
2012-04-30,1.58,1.8,1.58,1.77,79971.0
2012-04-27,1.63,1.68,1.53,1.57,48711.0
2012-04-26,1.62,1.67,1.57,1.62,43344.0
