IRN,Name,Residence IRN,DOR Name,ADM Total,ADM Public,ADM NonPublic,December Child Count,December Child Count Adjustment,Adjusted December Child Count,Adjustment Year,Poverty Count,Poverty Base Rate,Poverty Amount,ADM Base Rate,ADM Amount,Public ADM Amount,NonPublic ADM Amount,Initial Base Rate,Initial Base Amount,Adjusted Base Rate,Adjusted Base Amount,NP Eligible Count,child count_2011 Child Count,NP Per Pupil Calc,Total NP Proportional Share,Total IDEA Allocation,
000301,Summit Academy Second  Lorain,,,162,162,0,0,65,65,2013,24,87.608,2102.592,106.168,17199.216,17199.216,0,522.882,33987.3299,,29499.56,0,65,750.7902769230768,0,48801.367999999995,
000302,Summit Academy Community Schoo,,,447,447,0,0,178,178,2013,71,87.608,6220.168,106.168,47457.096,47457.096,0,522.882,93072.9959,,84335.34,0,180,766.7366888888888,0,138012.604,
000303,Summit Academy Sec Youngstown,,,344,344,0,0,145,145,2013,82,87.608,7183.856,106.168,36521.792,36521.792,0,522.882,75817.89,,63394.74,0,145,738.6233655172414,0,107100.388,
000304,Summit Academy Toledo ES,,,158,158,0,0,55,55,2013,30,87.608,2628.24,106.168,16774.544,16774.544,0,522.882,28758.51,,24388.73,0,58,755.0261034482759,0,43791.514,
000305,Summit Academy Warren ES,,,208,208,0,0,95,95,2013,40,87.608,3504.32,106.168,22082.944,22082.944,0,522.882,49673.7899,,44776.7,0,96,732.9579583333334,0,70363.964,
000306,Summit Academy Cincinnati,,,232,232,0,0,100,100,2013,28,87.608,2453.024,106.168,24630.976,24630.976,0,522.882,52288.2,,48111.81,0,103,730.0564077669902,0,75195.81,
000311,Bridges Community Academy,,,310,310,0,0,29,29,2013,35,87.608,3066.28,106.168,32912.08,32912.08,0,522.882,15163.5779,,14398.1,0,32,1574.264375,0,50376.46,
000316,Constellation Schools: Westpar,,,396,396,0,0,15,15,2013,50,87.608,4380.4,106.168,42042.528,42042.528,0,522.882,7843.23,,6881.85,0,15,3553.6518666666666,0,53304.778,
000318,Menlo Park Academy,,,564,564,0,0,10,10,2013,0,87.608,0,106.168,59878.752,59878.752,0,522.882,5228.82,,5069.53,0,10,6494.8282,0,64948.282,
000319,Madison Community Elementary,,,592,592,0,0,34,34,2013,145,87.608,12703.16,106.168,62851.456,62851.456,0,522.882,17777.9879,,15625.5,0,37,2464.3274594594595,0,91180.11600000001,
000320,Constellation Schools: Lorain,,,220,220,0,0,18,18,2013,43,87.608,3767.144,106.168,23356.96,23356.96,0,522.882,9411.8759,,7915.76,0,18,1946.659111111111,0,35039.864,
000321,Constellation Schools: Old Bro,,,352,352,0,0,15,15,2013,49,87.608,4292.792,106.168,37371.136,37371.136,0,522.882,7843.23,,6935.1,0,15,3239.9352,0,48599.028,
000338,Horizon Science Academy Toledo,,,506,506,0,0,32,32,2013,113,87.608,9899.704,106.168,53721.008,53721.008,0,522.882,16732.2239,,14084.58,0,32,2428.290375,0,77705.292,
000360,Miamisburg Secondary Academy,,,194,194,0,0,12,12,2013,18,87.608,1576.944,106.168,20596.592,20596.592,0,522.882,6274.5839,,5856.9399,0,12,2335.8729916666666,0,28030.4759,
000392,Mansfield Enhancement Academy,,,142,142,0,0,12,12,2013,27,87.608,2365.416,106.168,15075.856,15075.856,0,522.882,6274.5839,,5606,0,12,1920.606,0,23047.272,
000396,Mansfield Elective Academy,,,56,56,0,0,9,9,2013,11,87.608,963.688,106.168,5945.408,5945.408,0,522.882,4705.9379,,4180.39,0,9,1232.1651111111112,0,11089.486,
000402,Findlay Digital Academy,,,246,246,0,0,25,25,2013,33,87.608,2891.064,106.168,26117.328,26117.328,0,522.882,13072.05,,12564.09,0,25,1662.89928,0,41572.482,
000417,Buckeye On-Line School,,,2980,2980,0,0,249,249,2013,193,87.608,16908.344,106.168,316380.64,316380.64,0,522.882,130197.6179,,121989.82,0,250,1821.115216,0,455278.804,
000420,Columbus Bilingual Academy,,,254,254,0,0,15,15,2013,65,87.608,5694.52,106.168,26966.672,26966.672,0,522.882,7843.23,,6823.19,0,15,2632.2921333333334,0,39484.382,
000426,Lancaster Fairfield Community,,,78,78,0,0,12,12,2013,18,87.608,1576.944,106.168,8281.104,8281.104,0,522.882,6274.5839,,5940.5,0,12,1316.5456666666666,0,15798.547999999999,
000442,Manchester Local Local SD,,,840,839,1,142,-2,140,2013,617,87.608,54054.136,106.168,89181.12,89074.952,106.168,522.882,73203.48,$521.35,72989,0,160,1351.4016,0,216224.256,
000445,General Chappie James Leader,,,206,206,0,0,16,16,2013,13,87.608,1138.904,106.168,21870.608,21870.608,0,522.882,8366.1119,,6958.63,0,16,1873.008875,0,29968.142,
000473,Tech Con Institute,,,114,114,0,0,6,6,2013,19,87.608,1664.552,106.168,12103.152,12103.152,0,522.882,3137.2919,,2609.4899,0,6,2729.5323166666667,0,16377.1939,
000481,P.A.C.E. High School,,,300,300,0,0,5,5,2013,47,87.608,4117.576,106.168,31850.4,31850.4,0,522.882,2614.41,,2354.26,0,5,7664.4472000000005,0,38322.236000000004,
000509,Whitehall Prep & Fitness,,,606,606,0,0,46,46,2013,133,87.608,11651.864,106.168,64337.808,64337.808,0,522.882,24052.5719,,20471.58,0,47,2052.367063829787,0,96461.25200000001,
000510,Springfield Prep & Fitness,,,364,364,0,0,64,64,2013,83,87.608,7271.464,106.168,38645.152,38645.152,0,522.882,33464.4479,,30639.81,0,65,1177.7911692307694,0,76556.426,
000511,Northland Prep & fitness,,,510,510,0,0,44,44,2013,119,87.608,10425.352,106.168,54145.68,54145.68,0,522.882,23006.8079,,19644.43,0,45,1871.454711111111,0,84215.462,
000525,Project Rebuild Community,,,142,142,0,0,22,22,2013,31,87.608,2715.848,106.168,15075.856,15075.856,0,522.882,11503.4039,,10744.7099,0,22,1297.1097227272728,0,28536.4139,
000527,Cleveland Academy for Scholar,,,518,518,0,0,41,41,2013,126,87.608,11038.608,106.168,54995.024,54995.024,0,522.882,21438.1619,,18943.75,0,41,2072.619073170732,0,84977.38200000001,
000534,Constellation Schools: Puritas,,,274,274,0,0,21,21,2013,51,87.608,4468.008,106.168,29090.032,29090.032,0,522.882,10980.5219,,9661.23,0,21,2058.0604761904765,0,43219.270000000004,
000541,Constellation: Outreach,,,84,84,0,0,40,40,2013,0,87.608,0,106.168,8918.112,8918.112,0,522.882,20915.28,,19540.32,0,41,694.1080975609756,0,28458.432,
000543,Pinnacle Academy,,,1412,1412,0,0,49,49,2013,248,87.608,21726.784,106.168,149909.216,149909.216,0,522.882,25621.2179,,23027.54,0,49,3972.7253061224487,0,194663.53999999998,
000546,Winterfield Venture Academy,,,1190,1190,0,0,43,43,2013,274,87.608,24004.592,106.168,126339.92,126339.92,0,522.882,22483.926,,18926.16,0,43,3936.527255813953,0,169270.672,
000553,"Columbus Humanities, Arts",,,748,748,0,0,18,18,2013,177,87.608,15506.616,106.168,79413.664,79413.664,0,522.882,9411.8759,,8031.29,0,18,5719.531666666666,0,102951.56999999999,
000556,A+ Arts Academy,,,580,580,0,0,23,23,2013,134,87.608,11739.472,106.168,61577.44,61577.44,0,522.882,12026.2859,,10238.56,0,23,3632.846608695652,0,83555.472,
000557,Columbus Arts & Tech Academy,,,928,928,0,0,28,28,2013,226,87.608,19799.408,106.168,98523.904,98523.904,0,522.882,14640.6959,,12496.95,0,28,4672.152214285714,0,130820.26199999999,
000558,Columbus Preparatory Academy,,,1346,1346,0,0,34,34,2013,259,87.608,22690.472,106.168,142902.128,142902.128,0,522.882,17777.9879,,15487.45,0,34,5325.883823529412,0,181080.05000000002,
000559,Orion Academy,,,1314,1314,0,0,55,55,2013,316,87.608,27684.128,106.168,139504.752,139504.752,0,522.882,28758.51,,25649.1,0,55,3506.1450909090913,0,192837.98,
000560,Apex Academy,,,1052,1052,0,0,33,33,2013,288,87.608,25231.104,106.168,111688.736,111688.736,0,522.882,17255.106,,15436.71,0,33,4616.865151515151,0,152356.55,
000564,"Virtual Schoolhouse, Inc.",,,712,712,0,0,227,227,2013,149,87.608,13053.592,106.168,75591.616,75591.616,0,522.882,118694.214,,105806.98,0,227,856.6175682819382,0,194452.188,
000575,Hope Academy Northwest Campus,,,838,838,0,0,48,48,2013,217,87.608,19010.936,106.168,88968.784,88968.784,0,522.882,25098.3359,,22100.88,0,49,2654.70612244898,0,130080.6,
000577,Emerson Academy of Dayton,,,1354,1354,0,0,67,67,2013,289,87.608,25318.712,106.168,143751.472,143751.472,0,522.882,35033.094,,29715.63,0,67,2966.9524477611944,0,198785.814,
000585,FCI Academy,,,832,832,0,0,27,27,2013,187,87.608,16382.696,106.168,88331.776,88331.776,0,522.882,14117.8139,,12403.2,0,27,4337.691555555555,0,117117.67199999999,
000590,Wickliffe Progressive Communit,,,1030,1030,0,0,44,44,2013,56,87.608,4906.048,106.168,109353.04,109353.04,0,522.882,23006.8079,,21344.34,0,44,3081.8960909090906,0,135603.42799999999,
000598,Coshocton Opportunity School,,,90,90,0,0,4,4,2013,10,87.608,876.08,106.168,9555.12,9555.12,0,522.882,2091.5279,,2053.28,0,4,3121.1200000000003,0,12484.480000000001,
000608,Summit Academy Transition High,,,194,194,0,0,79,79,2013,19,87.608,1664.552,106.168,20596.592,20596.592,0,522.882,41307.6779,,38482.35,0,79,768.9049873417721,0,60743.494,
000609,Summit Academy MS Lorain,,,154,154,0,0,64,64,2013,33,87.608,2891.064,106.168,16349.872,16349.872,0,522.882,33464.4479,,28723.87,0,64,749.45009375,0,47964.806,
000610,Summit Academy MS Columbus,,,100,100,0,0,45,45,2013,18,87.608,1576.944,106.168,10616.8,10616.8,0,522.882,23529.69,,20358.1699,0,45,723.3758644444445,0,32551.9139,
000613,Heir Force Community School,,,534,534,0,0,20,20,2013,109,87.608,9549.272,106.168,56693.712,56693.712,0,522.882,10457.64,,10113.8,0,20,3817.8392,0,76356.784,
000614,Summit Academy Tr HS-Columbus,,,114,114,0,0,46,46,2013,20,87.608,1752.16,106.168,12103.152,12103.152,0,522.882,24052.5719,,20949.02,0,46,756.6159130434783,0,34804.332,
000616,Summit Acdy Warren Mid-Sec,,,186,186,0,0,85,85,2013,33,87.608,2891.064,106.168,19747.248,19747.248,0,522.882,44444.9699,,40550.87,0,85,743.4021411764706,0,63189.182,
000621,Summit Acdy Transition High Da,,,147,147,0,0,53,53,2013,18,87.608,1576.944,106.168,15606.696,15606.696,0,522.882,27712.7459,,24856.12,0,53,793.2030188679246,0,42039.76,
000623,Summit Academy-Youngstown,,,318,318,0,0,131,131,2013,87,87.608,7621.896,106.168,33761.424,33761.424,0,522.882,68497.5419,,56597.86,0,139,704.9005755395683,0,97981.18,
000629,Summit Academy CS Painesville,,,198,198,0,0,85,85,2013,28,87.608,2453.024,106.168,21021.264,21021.264,0,522.882,44444.9699,,41079.71,0,86,750.6278837209302,0,64553.998,
000633,Summit Academy Toledo Learn,,,428,428,0,0,163,163,2013,91,87.608,7972.328,106.168,45439.904,45439.904,0,522.882,85229.7659,,73660.7899,0,165,770.1395266666667,0,127073.0219,
000634,Summit Academy Second Middleto,,,102,102,0,0,49,49,2013,10,87.608,876.08,106.168,10829.136,10829.136,0,522.882,25621.2179,,23492.23,0,49,718.315224489796,0,35197.446,
000640,Rittman Academy,,,68,68,0,0,1,1,2013,0,87.608,0,106.168,7219.424,7219.424,0,522.882,522.8819,,514.48,0,1,7733.904,0,7733.904,
000664,Life Skills Center of Col SE,,,394,394,0,0,44,44,2013,74,87.608,6482.992,106.168,41830.192,41830.192,0,522.882,23006.8079,,19899.66,0,44,1550.291909090909,0,68212.844,
000677,New Day Academy Boarding,,,548,548,0,0,7,7,2013,125,87.608,10951,106.168,58180.064,58180.064,0,522.882,3660.1739,,3412.49,0,7,10363.364857142858,0,72543.554,
000679,Oakstone Community School,,,453,453,0,0,237,237,2013,0,87.608,0,106.168,48094.104,48094.104,0,522.882,123923.0339,,113866.43,0,237,683.3777805907173,0,161960.53399999999,
000725,Zenith Academy,,,613,613,0,0,6,6,2013,136,87.608,11914.688,106.168,65080.984,65080.984,0,522.882,3137.2919,,2983.75,0,6,13329.903666666665,0,79979.42199999999,
000736,Phoenix Village Acad P2,,,90,90,0,0,4,4,2013,21,87.608,1839.768,106.168,9555.12,9555.12,0,522.882,2091.5279,,1835.16,0,4,3307.512,0,13230.048,
000738,Phoenix Village Acad S1,,,246,246,0,0,4,4,2013,63,87.608,5519.304,106.168,26117.328,26117.328,0,522.882,2091.5279,,1835.16,0,4,8367.948,0,33471.792,
000743,Pschtecin Public School,,,156,156,0,0,16,16,2013,42,87.608,3679.536,106.168,16562.208,16562.208,0,522.882,8366.1119,,7244.95,0,16,1717.918375,0,27486.694,
000770,The Maritime Academy of Toledo,,,372,372,0,0,17,17,2013,80,87.608,7008.64,106.168,39494.496,39494.496,0,522.882,8888.9939,,7759.5,0,17,3191.9197647058822,0,54262.636,
000777,Educational Academy at Linden,,,216,216,0,0,6,6,2013,61,87.608,5344.088,106.168,22932.288,22932.288,0,522.882,3137.2919,,2664.67,0,6,5156.840999999999,0,30941.046,
000779,Educational Academy for Boys &,,,198,198,0,0,3,3,2013,49,87.608,4292.792,106.168,21021.264,21021.264,0,522.882,1568.6459,,1345.05,0,3,8886.368666666667,0,26659.106,
000780,Midnimo Cross Cultural CS,,,242,242,0,0,8,8,2013,52,87.608,4555.616,106.168,25692.656,25692.656,0,522.882,4183.0559,,3585.2,0,8,4229.184,0,33833.472,
000781,Cincinnati Speech & Reading,,,504,504,0,0,29,29,2013,122,87.608,10688.176,106.168,53508.672,53508.672,0,522.882,15163.5779,,13444.25,0,29,2677.2792413793104,0,77641.098,
000784,Academy of Columbus,,,638,638,0,0,14,14,2013,160,87.608,14017.28,106.168,67735.184,67735.184,0,522.882,7320.3479,,6217.56,0,14,6283.573142857143,0,87970.02399999999,
000804,Horizon Science Acad. Cincini,,,756,756,0,0,24,24,2013,184,87.608,16119.872,106.168,80263.008,80263.008,0,522.882,12549.1679,,11122.67,0,24,4479.397916666667,0,107505.55,
000808,Horizon Science Acad Dayton,,,320,320,0,0,8,8,2013,77,87.608,6745.816,106.168,33973.76,33973.76,0,522.882,4183.0559,,3502.25,0,9,4913.536222222222,0,44221.826,
000813,Life Skills Center of Dayton,,,560,560,0,0,66,66,2013,103,87.608,9023.624,106.168,59454.08,59454.08,0,522.882,34510.212,,29183.85,0,66,1479.720515151515,0,97661.55399999999,
000825,Horizon Science Acad Spring,,,538,538,0,0,18,18,2013,142,87.608,12440.336,106.168,57118.384,57118.384,0,522.882,9411.8759,,7922.58,0,18,4304.516666666666,0,77481.3,
000838,Horizon Science Acad.-Denison,,,638,638,0,0,30,30,2013,38,87.608,3329.104,106.168,67735.184,67735.184,0,522.882,15686.46,,13763.71,0,30,2827.5999333333334,0,84827.998,
000843,Bennett Venture Academy,,,1382,1382,0,0,61,61,2013,268,87.608,23478.944,106.168,146724.176,146724.176,0,522.882,31895.8019,,26902.56,0,61,3231.240655737705,0,197105.68,
000855,Stambaugh Charter Academy,,,792,792,0,0,55,55,2013,256,87.608,22427.648,106.168,84085.056,84085.056,0,522.882,28758.51,,22766.52,0,55,2350.5313454545453,0,129279.224,
000858,Horizon Science Acad Cleve Mid,,,292,292,0,0,9,9,2013,65,87.608,5694.52,106.168,31001.056,31001.056,0,522.882,4705.9379,,4152.49,0,9,4538.674000000001,0,40848.066000000006,
000905,IMAC,,,72,72,0,0,6,6,2013,14,87.608,1226.512,106.168,7644.096,7644.096,0,522.882,3137.2919,,2819.07,0,6,1948.2796666666666,0,11689.678,
000909,V L T Academy,,,1720,1720,0,0,71,71,2013,421,87.608,36882.968,106.168,182608.96,182608.96,0,522.882,37124.6219,,32915.23,0,71,3555.030394366197,0,252407.158,
000912,Academic Acceleration Academy,,,330,330,0,0,2,2,2013,88,87.608,7709.504,106.168,35035.44,35035.44,0,522.882,1045.7639,,957.82,0,2,21851.382,0,43702.764,
000930,Cleveland Entrepreneurship,,,650,650,0,0,41,41,2013,147,87.608,12878.376,106.168,69009.2,69009.2,0,522.882,21438.1619,,19134.98,0,41,2463.964780487805,0,101022.556,
000936,Promise Academy,,,992,992,0,0,66,66,2013,233,87.608,20412.664,106.168,105318.656,105318.656,0,522.882,34510.212,,30573.48,0,66,2368.254545454545,0,156304.8,
000938,Premier Academy of Ohio,,,374,374,0,0,34,34,2013,88,87.608,7709.504,106.168,39706.832,39706.832,0,522.882,17777.9879,,15170.55,0,34,1840.7907647058823,0,62586.886,
000941,Par Excellence Academy,,,282,282,0,0,28,28,2013,53,87.608,4643.224,106.168,29939.376,29939.376,0,522.882,14640.6959,,12778.87,0,28,1691.4810714285716,0,47361.47,
000942,Lakewood City Academy,,,320,320,0,0,9,9,2013,52,87.608,4555.616,106.168,33973.76,33973.76,0,522.882,4705.9379,,4599.9799,0,9,4792.150655555556,0,43129.3559,
000946,Cleveland Community School,,,356,356,0,0,12,12,2013,109,87.608,9549.272,106.168,37795.808,37795.808,0,522.882,6274.5839,,5505.4799,0,13,4065.427684615384,0,52850.55989999999,
000949,Villaview Community School,,,224,224,0,0,15,15,2013,38,87.608,3329.104,106.168,23781.632,23781.632,0,522.882,7843.23,,6937.21,0,15,2269.863066666667,0,34047.946,
000951,Toledo Prep & Fitness,,,292,292,0,0,39,39,2013,69,87.608,6044.952,106.168,31001.056,31001.056,0,522.882,20392.3979,,17165.59,0,39,1390.0409743589744,0,54211.598,
000952,Columbus Prep and Fitness Acad,,,320,320,0,0,38,38,2013,59,87.608,5168.872,106.168,33973.76,33973.76,0,522.882,19869.516,,17490.03,0,40,1415.81655,0,56632.662000000004,
000953,Mt. Healthy Prep&Fitness Acdy,,,560,560,0,0,63,63,2013,95,87.608,8322.76,106.168,59454.08,59454.08,0,522.882,32941.566,,29737.59,0,69,1413.252608695652,0,97514.43,
007984,Youngstown Acad of Excellence,,,406,406,0,0,23,23,2013,120,87.608,10512.96,106.168,43104.208,43104.208,0,522.882,12026.2859,,9520.55,0,23,2745.1181739130434,0,63137.718,
007995,Cleveland Art & Social Science,,,758,758,0,0,32,32,2013,186,87.608,16295.088,106.168,80475.344,80475.344,0,522.882,16732.2239,,14717.3,0,32,3483.991625,0,111487.732,
007998,Center for Student Achievement,,,100,100,0,0,6,6,2013,23,87.608,2014.984,106.168,10616.8,10616.8,0,522.882,3137.2919,,3012.92,0,6,2607.4506666666666,0,15644.704,
007999,Charles School at Ohio Dominic,,,792,792,0,0,27,27,2013,133,87.608,11651.864,106.168,84085.056,84085.056,0,522.882,14117.8139,,11991,0,27,3989.922962962963,0,107727.92,
008000,Mansfield Preparatory Academy,,,262,262,0,0,27,27,2013,63,87.608,5519.304,106.168,27816.016,27816.016,0,522.882,14117.8139,,11923.73,0,27,1676.2611111111112,0,45259.05,
008061,Arts and Science Prep Academy,,,406,406,0,0,30,30,2013,104,87.608,9111.232,106.168,43104.208,43104.208,0,522.882,15686.46,,13763.71,0,30,2199.305,0,65979.15,
008063,Life Skills Center of North Ak,,,226,226,0,0,26,26,2013,43,87.608,3767.144,106.168,23993.968,23993.968,0,522.882,13594.932,,12273.9,0,26,1539.808153846154,0,40035.012,
008064,Academy of Arts and Sciences,,,260,260,0,0,10,10,2013,61,87.608,5344.088,106.168,27603.68,27603.68,0,522.882,5228.82,,4748.04,0,10,3769.5808000000006,0,37695.808000000005,
008065,Imani Learning Academy,,,376,376,0,0,8,8,2013,105,87.608,9198.84,106.168,39919.168,39919.168,0,522.882,4183.0559,,3521.15,0,8,6579.8947499999995,0,52639.157999999996,
008067,Elite Academy of the Arts,,,450,450,0,0,22,22,2013,122,87.608,10688.176,106.168,47775.6,47775.6,0,522.882,11503.4039,,10093.39,0,22,3116.234818181818,0,68557.166,
008251,Mahoning Valley Opportunity,,,272,272,0,0,23,23,2013,79,87.608,6921.032,106.168,28877.696,28877.696,0,522.882,12026.2859,,9520.55,0,23,1970.4033913043477,0,45319.278,
008278,Noble Academy-Cleveland,,,494,494,0,0,14,14,2013,85,87.608,7446.68,106.168,52446.992,52446.992,0,522.882,7320.3479,,6564.55,0,14,4747.015857142857,0,66458.22200000001,
008280,Noble Academy-Columbus,,,422,422,0,0,4,4,2013,81,87.608,7096.248,106.168,44802.896,44802.896,0,522.882,2091.5279,,1808.75,0,4,13426.9735,0,53707.894,
008281,South Scioto Academy,,,266,266,0,0,14,14,2013,68,87.608,5957.344,106.168,28240.688,28240.688,0,522.882,7320.3479,,6249.87,0,14,2889.135857142857,0,40447.901999999995,
008282,Life Skills Center of Col Nort,,,284,284,0,0,29,29,2013,60,87.608,5256.48,106.168,30151.712,30151.712,0,522.882,15163.5779,,13117.1299,0,29,1673.2869620689653,0,48525.321899999995,
008283,Dayton Tech Design High Sch,,,286,286,0,0,11,11,2013,72,87.608,6307.776,106.168,30364.048,30364.048,0,522.882,5751.7019,,4849.2,0,11,3774.6385454545452,0,41521.024,
008287,Groveport Community School,,,2014,2014,0,0,63,63,2013,310,87.608,27158.48,106.168,213822.352,213822.352,0,522.882,32941.566,,28785.54,0,63,4282.005904761905,0,269766.37200000003,
008289,Eagle Learning Center,,,224,224,0,0,8,8,2013,16,87.608,1401.728,106.168,23781.632,23781.632,0,522.882,4183.0559,,3775.96,0,8,3619.915,0,28959.32,
009122,Columbus Collegiate Academy,,,320,320,0,0,13,13,2013,82,87.608,7183.856,106.168,33973.76,33973.76,0,522.882,6797.466,,5911.38,0,13,3620.692,0,47068.996,
009147,Northpointe Academy,,,584,584,0,0,28,28,2013,158,87.608,13842.064,106.168,62002.112,62002.112,0,522.882,14640.6959,,12324.01,0,28,3148.8637857142858,0,88168.186,
009148,Zanesville Community School,,,300,300,0,0,35,35,2013,64,87.608,5606.912,106.168,31850.4,31850.4,0,522.882,18300.87,,16826.46,0,35,1550.9649142857143,0,54283.772,
009149,Constellation Schools: Westsid,,,578,578,0,0,34,34,2013,110,87.608,9636.88,106.168,61365.104,61365.104,0,522.882,17777.9879,,15862.28,0,34,2554.8312941176473,0,86864.26400000001,
009154,Cincinnati Leadership Academy,,,458,458,0,0,26,26,2013,113,87.608,9899.704,106.168,48624.944,48624.944,0,522.882,13594.932,,12053.4599,0,26,2714.5426115384616,0,70578.1079,
009163,C.M. Grant Leadership Academy,,,412,412,0,0,13,13,2013,119,87.608,10425.352,106.168,43741.216,43741.216,0,522.882,6797.466,,5773.45,0,13,4610.770615384615,0,59940.018,
009164,Central Academy of Ohio,,,292,292,0,0,10,10,2013,71,87.608,6220.168,106.168,31001.056,31001.056,0,522.882,5228.82,,4910.67,0,10,4213.1894,0,42131.894,
009165,Gahanna Community School,,,204,204,0,0,13,13,2013,12,87.608,1051.296,106.168,21658.272,21658.272,0,522.882,6797.466,,6475.82,0,13,2245.029846153846,0,29185.388,
009171,Star Academy of Toledo,,,368,368,0,0,9,9,2013,62,87.608,5431.696,106.168,39069.824,39069.824,0,522.882,4705.9379,,3961.29,0,9,5384.756666666666,0,48462.81,
009178,Romig Road Community School,,,1006,1006,0,0,40,40,2013,238,87.608,20850.704,106.168,106805.008,106805.008,0,522.882,20915.28,,17903.7,0,40,3638.9853000000003,0,145559.412,
009179,HSA-Columbus Middle,,,670,670,0,0,21,21,2013,161,87.608,14104.888,106.168,71132.56,71132.56,0,522.882,10980.5219,,9326.33,0,21,4503.037047619048,0,94563.778,
009181,Clay Avenue Community School,,,926,926,0,0,27,27,2013,261,87.608,22865.688,106.168,98311.568,98311.568,0,522.882,14117.8139,,11883.87,0,29,4588.314689655172,0,133061.126,
009192,Foundation Academy,,,662,662,0,0,25,25,2013,141,87.608,12352.728,106.168,70283.216,70283.216,0,522.882,13072.05,,12088.8,0,25,3788.9897600000004,0,94724.744,
009283,Dayton Early College Academy,,,848,848,0,0,7,7,2013,159,87.608,13929.672,106.168,90030.464,90030.464,0,522.882,3660.1739,,3026.2199,0,7,15283.76512857143,0,106986.35590000001,
